"","Moran.dist.class","Moran.local","p.value","Rownumber","run","Comparison.type","Yard.diff","Neighbor.distance","Num.nursery","Mimicry","Constraint","Step","Run"
"1039",8.22757030633211,-0.00177388072341861,0.885685575412297,4,73,"equal-or-greater",0,9,1,TRUE,"random",14,70
"1040",10.2925902509984,-0.00302582402565443,0.985056239284037,5,73,"equal-or-greater",0,9,1,TRUE,"random",14,70
"1041",12.3576101956647,0.00107509027069751,0.172023391685746,6,73,"equal-or-greater",0,9,1,TRUE,"random",14,70
"1042",14.4226301403311,0.000413596397447513,0.328052496146874,7,73,"equal-or-greater",0,9,1,TRUE,"random",14,70
"1043",16.4876500849974,0.000202396490314877,0.38940738154229,8,73,"equal-or-greater",0,9,1,TRUE,"random",14,70
"1044",18.5526700296637,-0.000567251462776991,0.668357115860843,9,73,"equal-or-greater",0,9,1,TRUE,"random",14,70
"1045",20.61768997433,-0.00139532957044795,0.905508232588685,10,73,"equal-or-greater",0,9,1,TRUE,"random",14,70
"1046",22.6827099189963,0.00143394795124069,0.0621165946248007,11,73,"equal-or-greater",0,9,1,TRUE,"random",14,70
"1047",24.7477298636626,0.000487837685971723,0.269218954496829,12,73,"equal-or-greater",0,9,1,TRUE,"random",14,70
"1048",26.812749808329,-0.000550433961670456,0.68697485491333,13,73,"equal-or-greater",0,9,1,TRUE,"random",14,70
"1049",28.8777697529953,-0.000377981951241852,0.620146833684964,14,73,"equal-or-greater",0,9,1,TRUE,"random",14,70
"1050",30.9427896976616,-0.00136345970786368,0.923102742446908,15,73,"equal-or-greater",0,9,1,TRUE,"random",14,70
"1051",2.03250997233316,0.00471042484026758,0.0368441110626609,1,74,"equal-or-greater",0,9,1,TRUE,"random",18,71
"1052",4.09753041699947,0.00502763693599313,0.00308518086414436,2,74,"equal-or-greater",0,9,1,TRUE,"random",18,71
"1053",6.16255036166579,0.0082504052018686,7.80399168473242e-07,3,74,"equal-or-greater",0,9,1,TRUE,"random",18,71
"1054",8.22757030633211,0.00408238522313382,0.00133620048140042,4,74,"equal-or-greater",0,9,1,TRUE,"random",18,71
"1055",10.2925902509984,0.0011714001380905,0.173212607066308,5,74,"equal-or-greater",0,9,1,TRUE,"random",18,71
"1056",12.3576101956647,0.00445677639840857,0.000119542818642372,6,74,"equal-or-greater",0,9,1,TRUE,"random",18,71
"1057",14.4226301403311,0.00043239909392489,0.322164449782596,7,74,"equal-or-greater",0,9,1,TRUE,"random",18,71
"1058",16.4876500849974,0.00142478172938101,0.0772818327820123,8,74,"equal-or-greater",0,9,1,TRUE,"random",18,71
"1059",18.5526700296637,-0.00143966034372131,0.893409948764232,9,74,"equal-or-greater",0,9,1,TRUE,"random",18,71
"1060",20.61768997433,0.000899370894867977,0.156264930993641,10,74,"equal-or-greater",0,9,1,TRUE,"random",18,71
"1061",22.6827099189963,0.000400705398230564,0.308379569516531,11,74,"equal-or-greater",0,9,1,TRUE,"random",18,71
"1062",24.7477298636626,0.000160555065893479,0.392994599564475,12,74,"equal-or-greater",0,9,1,TRUE,"random",18,71
"1063",26.812749808329,-0.000830164439082373,0.784824436164726,13,74,"equal-or-greater",0,9,1,TRUE,"random",18,71
"1064",28.8777697529953,0.000856194510097849,0.148570716239172,14,74,"equal-or-greater",0,9,1,TRUE,"random",18,71
"1065",30.9427896976616,-0.000894854556569589,0.815427720878107,15,74,"equal-or-greater",0,9,1,TRUE,"random",18,71
"1066",2.03250997233316,-0.00423814289375738,0.93822120520569,1,75,"equal-or-greater",0,9,1,TRUE,"random",13,72
"1067",4.09753041699947,0.00144346051087873,0.205071565635694,2,75,"equal-or-greater",0,9,1,TRUE,"random",13,72
"1068",6.16255036166579,-0.000387737409716279,0.56619132347118,3,75,"equal-or-greater",0,9,1,TRUE,"random",13,72
"1069",8.22757030633211,0.000171572902523938,0.423209010922867,4,75,"equal-or-greater",0,9,1,TRUE,"random",13,72
"1070",10.2925902509984,0.00231353355792469,0.0368276813345425,5,75,"equal-or-greater",0,9,1,TRUE,"random",13,72
"1071",12.3576101956647,-0.00152342725257664,0.874865186109501,6,75,"equal-or-greater",0,9,1,TRUE,"random",13,72
"1072",14.4226301403311,0.000744514645737941,0.231678575481933,7,75,"equal-or-greater",0,9,1,TRUE,"random",13,72
"1073",16.4876500849974,-0.00225982337135639,0.978360853931742,8,75,"equal-or-greater",0,9,1,TRUE,"random",13,72
"1074",18.5526700296637,-0.000507675476205815,0.648068775194991,9,75,"equal-or-greater",0,9,1,TRUE,"random",13,72
"1075",20.61768997433,-0.00146897805537477,0.917462878460574,10,75,"equal-or-greater",0,9,1,TRUE,"random",13,72
"1076",22.6827099189963,0.000364889334818493,0.321133681097316,11,75,"equal-or-greater",0,9,1,TRUE,"random",13,72
"1077",24.7477298636626,-0.00103359561956636,0.837041826817385,12,75,"equal-or-greater",0,9,1,TRUE,"random",13,72
"1078",26.812749808329,0.000450593568967345,0.277269317036409,13,75,"equal-or-greater",0,9,1,TRUE,"random",13,72
"1079",28.8777697529953,-0.00121694380952191,0.889251033277131,14,75,"equal-or-greater",0,9,1,TRUE,"random",13,72
"1080",30.9427896976616,0.00113205804174686,0.0827997025668429,15,75,"equal-or-greater",0,9,1,TRUE,"random",13,72
"1081",2.03250997233316,0.00837418009667327,0.0008125831060818,1,76,"equal-or-greater",0,9,1,TRUE,"random",22,73
"1082",4.09753041699947,0.00408224101589218,0.0127577665545159,2,76,"equal-or-greater",0,9,1,TRUE,"random",22,73
"1083",6.16255036166579,0.0080047448356799,1.56562830571864e-06,3,76,"equal-or-greater",0,9,1,TRUE,"random",22,73
"1084",8.22757030633211,0.00432861345523229,0.000736285315556028,4,76,"equal-or-greater",0,9,1,TRUE,"random",22,73
"1085",10.2925902509984,0.00248514914715524,0.0276835511657907,5,76,"equal-or-greater",0,9,1,TRUE,"random",22,73
"1086",12.3576101956647,0.000464175194559709,0.325108989471139,6,76,"equal-or-greater",0,9,1,TRUE,"random",22,73
"1087",14.4226301403311,0.000668331052503241,0.252385271280773,7,76,"equal-or-greater",0,9,1,TRUE,"random",22,73
"1088",16.4876500849974,0.00233676506820524,0.011417384609517,8,76,"equal-or-greater",0,9,1,TRUE,"random",22,73
"1089",18.5526700296637,0.00208320723291559,0.0214864774945617,9,76,"equal-or-greater",0,9,1,TRUE,"random",22,73
"1090",20.61768997433,0.000353944680159375,0.32359725562615,10,76,"equal-or-greater",0,9,1,TRUE,"random",22,73
"1091",22.6827099189963,0.0010033185769528,0.134550093448264,11,76,"equal-or-greater",0,9,1,TRUE,"random",22,73
"1092",24.7477298636626,0.0012054324456308,0.0855531515324394,12,76,"equal-or-greater",0,9,1,TRUE,"random",22,73
"1093",26.812749808329,0.000427889741073913,0.285526999186305,13,76,"equal-or-greater",0,9,1,TRUE,"random",22,73
"1094",28.8777697529953,8.98619715330116e-05,0.418668350354462,14,76,"equal-or-greater",0,9,1,TRUE,"random",22,73
"1095",30.9427896976616,-0.000804361444195571,0.787011671668534,15,76,"equal-or-greater",0,9,1,TRUE,"random",22,73
"1096",2.03250997233316,0.00273738363553715,0.145785415334812,1,77,"equal-or-greater",0,9,1,TRUE,"random",11,74
"1097",4.09753041699947,0.000403005712776967,0.394461762465525,2,77,"equal-or-greater",0,9,1,TRUE,"random",11,74
"1098",6.16255036166579,-0.00258686875118627,0.923926043395545,3,77,"equal-or-greater",0,9,1,TRUE,"random",11,74
