"","Moran.dist.class","Moran.local","p.value","Rownumber","run","Comparison.type","Yard.diff","Neighbor.distance","Num.nursery","Mimicry","Constraint","Step","Run"
"33",6.16255036166579,0.633925920702654,0,3,3,"equal-or-greater",0,3,1,TRUE,"off",99,3
"34",8.22757030633211,0.553799421438374,0,4,3,"equal-or-greater",0,3,1,TRUE,"off",99,3
"35",10.2925902509984,0.480206033878526,0,5,3,"equal-or-greater",0,3,1,TRUE,"off",99,3
"36",12.3576101956647,0.412410035316065,0,6,3,"equal-or-greater",0,3,1,TRUE,"off",99,3
"37",14.4226301403311,0.339834501291659,0,7,3,"equal-or-greater",0,3,1,TRUE,"off",99,3
"38",16.4876500849974,0.266187943538813,0,8,3,"equal-or-greater",0,3,1,TRUE,"off",99,3
"39",18.5526700296637,0.196977590269261,0,9,3,"equal-or-greater",0,3,1,TRUE,"off",99,3
"40",20.61768997433,0.130029212707042,0,10,3,"equal-or-greater",0,3,1,TRUE,"off",99,3
"41",22.6827099189963,0.0659114784544844,0,11,3,"equal-or-greater",0,3,1,TRUE,"off",99,3
"42",24.7477298636626,0.0062389442479687,1.411694317907e-11,12,3,"equal-or-greater",0,3,1,TRUE,"off",99,3
"43",26.812749808329,-0.0468560456043951,1,13,3,"equal-or-greater",0,3,1,TRUE,"off",99,3
"44",28.8777697529953,-0.0884553498295524,1,14,3,"equal-or-greater",0,3,1,TRUE,"off",99,3
"45",30.9427896976616,-0.121399736332844,1,15,3,"equal-or-greater",0,3,1,TRUE,"off",99,3
"46",2.03250997233316,0.797982355200583,0,1,4,"equal-or-greater",0,3,1,TRUE,"off",99,4
"47",4.09753041699947,0.69549363812379,0,2,4,"equal-or-greater",0,3,1,TRUE,"off",99,4
"48",6.16255036166579,0.594039618648809,0,3,4,"equal-or-greater",0,3,1,TRUE,"off",99,4
"49",8.22757030633211,0.496949501232925,0,4,4,"equal-or-greater",0,3,1,TRUE,"off",99,4
"50",10.2925902509984,0.408256676237061,0,5,4,"equal-or-greater",0,3,1,TRUE,"off",99,4
"51",12.3576101956647,0.3386879081612,0,6,4,"equal-or-greater",0,3,1,TRUE,"off",99,4
"52",14.4226301403311,0.2807439093222,0,7,4,"equal-or-greater",0,3,1,TRUE,"off",99,4
"53",16.4876500849974,0.235760867671149,0,8,4,"equal-or-greater",0,3,1,TRUE,"off",99,4
"54",18.5526700296637,0.203976292856621,0,9,4,"equal-or-greater",0,3,1,TRUE,"off",99,4
"55",20.61768997433,0.178161697059464,0,10,4,"equal-or-greater",0,3,1,TRUE,"off",99,4
"56",22.6827099189963,0.156322959631547,0,11,4,"equal-or-greater",0,3,1,TRUE,"off",99,4
"57",24.7477298636626,0.137234589991568,0,12,4,"equal-or-greater",0,3,1,TRUE,"off",99,4
"58",26.812749808329,0.115423066459423,0,13,4,"equal-or-greater",0,3,1,TRUE,"off",99,4
"59",28.8777697529953,0.093726324265541,0,14,4,"equal-or-greater",0,3,1,TRUE,"off",99,4
"60",30.9427896976616,0.0684849941787273,0,15,4,"equal-or-greater",0,3,1,TRUE,"off",99,4
"61",2.03250997233316,0.714538640374651,0,1,5,"equal-or-greater",0,3,1,TRUE,"off",99,5
"62",4.09753041699947,0.601234833009135,0,2,5,"equal-or-greater",0,3,1,TRUE,"off",99,5
"63",6.16255036166579,0.505256168357558,0,3,5,"equal-or-greater",0,3,1,TRUE,"off",99,5
"64",8.22757030633211,0.427102481183404,0,4,5,"equal-or-greater",0,3,1,TRUE,"off",99,5
"65",10.2925902509984,0.361551385776693,0,5,5,"equal-or-greater",0,3,1,TRUE,"off",99,5
"66",12.3576101956647,0.309654244209964,0,6,5,"equal-or-greater",0,3,1,TRUE,"off",99,5
"67",14.4226301403311,0.263125351542404,0,7,5,"equal-or-greater",0,3,1,TRUE,"off",99,5
"68",16.4876500849974,0.22008249590736,0,8,5,"equal-or-greater",0,3,1,TRUE,"off",99,5
"69",18.5526700296637,0.181591398099594,0,9,5,"equal-or-greater",0,3,1,TRUE,"off",99,5
"70",20.61768997433,0.142006642054111,0,10,5,"equal-or-greater",0,3,1,TRUE,"off",99,5
"71",22.6827099189963,0.101708789349333,0,11,5,"equal-or-greater",0,3,1,TRUE,"off",99,5
"72",24.7477298636626,0.0643878620397089,0,12,5,"equal-or-greater",0,3,1,TRUE,"off",99,5
"73",26.812749808329,0.0330426619190285,8.08238333435347e-280,13,5,"equal-or-greater",0,3,1,TRUE,"off",99,5
"74",28.8777697529953,0.00900064114888527,1.2738726523681e-23,14,5,"equal-or-greater",0,3,1,TRUE,"off",99,5
"75",30.9427896976616,-0.0146375633873791,1,15,5,"equal-or-greater",0,3,1,TRUE,"off",99,5
"76",2.03250997233316,0.742809850413383,0,1,6,"equal-or-greater",0,3,1,TRUE,"off",99,6
"77",4.09753041699947,0.641747200200602,0,2,6,"equal-or-greater",0,3,1,TRUE,"off",99,6
"78",6.16255036166579,0.550091780907919,0,3,6,"equal-or-greater",0,3,1,TRUE,"off",99,6
"79",8.22757030633211,0.469626647950364,0,4,6,"equal-or-greater",0,3,1,TRUE,"off",99,6
"80",10.2925902509984,0.394751421013154,0,5,6,"equal-or-greater",0,3,1,TRUE,"off",99,6
"81",12.3576101956647,0.327623856066535,0,6,6,"equal-or-greater",0,3,1,TRUE,"off",99,6
"82",14.4226301403311,0.262883924983952,0,7,6,"equal-or-greater",0,3,1,TRUE,"off",99,6
"83",16.4876500849974,0.201467425895146,0,8,6,"equal-or-greater",0,3,1,TRUE,"off",99,6
"84",18.5526700296637,0.147998251773534,0,9,6,"equal-or-greater",0,3,1,TRUE,"off",99,6
"85",20.61768997433,0.102026468497458,0,10,6,"equal-or-greater",0,3,1,TRUE,"off",99,6
"86",22.6827099189963,0.068093413097638,0,11,6,"equal-or-greater",0,3,1,TRUE,"off",99,6
"87",24.7477298636626,0.0499137717588044,0,12,6,"equal-or-greater",0,3,1,TRUE,"off",99,6
"88",26.812749808329,0.0359768261251654,0,13,6,"equal-or-greater",0,3,1,TRUE,"off",99,6
