"","Moran.dist.class","Moran.local","p.value","Rownumber","run","Comparison.type","Yard.Diff","Neighbor.Distance","Num.Nursery","Mimicry","Constraints","Step","Run"
"52",14.4226301403311,0.241808698113379,0,7,4,"equal-or-greater",0,1,1,TRUE,"off",99,4
"53",16.4876500849974,0.227465458607883,0,8,4,"equal-or-greater",0,1,1,TRUE,"off",99,4
"54",18.5526700296637,0.22020492174494,0,9,4,"equal-or-greater",0,1,1,TRUE,"off",99,4
"55",20.61768997433,0.209515190338484,0,10,4,"equal-or-greater",0,1,1,TRUE,"off",99,4
"56",22.6827099189963,0.194602740084985,0,11,4,"equal-or-greater",0,1,1,TRUE,"off",99,4
"57",24.7477298636626,0.173699200326794,0,12,4,"equal-or-greater",0,1,1,TRUE,"off",99,4
"58",26.812749808329,0.143267438427117,0,13,4,"equal-or-greater",0,1,1,TRUE,"off",99,4
"59",28.8777697529953,0.108185624398273,0,14,4,"equal-or-greater",0,1,1,TRUE,"off",99,4
"60",30.9427896976616,0.0717806605040533,0,15,4,"equal-or-greater",0,1,1,TRUE,"off",99,4
"61",2.03250997233316,0.847768932356344,0,1,5,"equal-or-greater",0,1,1,TRUE,"off",99,5
"62",4.09753041699947,0.640842394480769,0,2,5,"equal-or-greater",0,1,1,TRUE,"off",99,5
"63",6.16255036166579,0.488834304136184,0,3,5,"equal-or-greater",0,1,1,TRUE,"off",99,5
"64",8.22757030633211,0.386464215647826,0,4,5,"equal-or-greater",0,1,1,TRUE,"off",99,5
"65",10.2925902509984,0.315560760599019,0,5,5,"equal-or-greater",0,1,1,TRUE,"off",99,5
"66",12.3576101956647,0.264713006473255,0,6,5,"equal-or-greater",0,1,1,TRUE,"off",99,5
"67",14.4226301403311,0.217772821303182,0,7,5,"equal-or-greater",0,1,1,TRUE,"off",99,5
"68",16.4876500849974,0.181730794787608,0,8,5,"equal-or-greater",0,1,1,TRUE,"off",99,5
"69",18.5526700296637,0.153155106429717,0,9,5,"equal-or-greater",0,1,1,TRUE,"off",99,5
"70",20.61768997433,0.129096454401848,0,10,5,"equal-or-greater",0,1,1,TRUE,"off",99,5
"71",22.6827099189963,0.111922736546221,0,11,5,"equal-or-greater",0,1,1,TRUE,"off",99,5
"72",24.7477298636626,0.101060044499468,0,12,5,"equal-or-greater",0,1,1,TRUE,"off",99,5
"73",26.812749808329,0.0873201906278652,0,13,5,"equal-or-greater",0,1,1,TRUE,"off",99,5
"74",28.8777697529953,0.0710305134171829,0,14,5,"equal-or-greater",0,1,1,TRUE,"off",99,5
"75",30.9427896976616,0.0420601985675327,0,15,5,"equal-or-greater",0,1,1,TRUE,"off",99,5
"76",2.03250997233316,0.891135048735652,0,1,6,"equal-or-greater",0,1,1,TRUE,"off",99,6
"77",4.09753041699947,0.73244631058135,0,2,6,"equal-or-greater",0,1,1,TRUE,"off",99,6
"78",6.16255036166579,0.598407169734686,0,3,6,"equal-or-greater",0,1,1,TRUE,"off",99,6
"79",8.22757030633211,0.483901064999799,0,4,6,"equal-or-greater",0,1,1,TRUE,"off",99,6
"80",10.2925902509984,0.380457798974788,0,5,6,"equal-or-greater",0,1,1,TRUE,"off",99,6
"81",12.3576101956647,0.295568250946137,0,6,6,"equal-or-greater",0,1,1,TRUE,"off",99,6
"82",14.4226301403311,0.218695276495502,0,7,6,"equal-or-greater",0,1,1,TRUE,"off",99,6
"83",16.4876500849974,0.154837189574928,0,8,6,"equal-or-greater",0,1,1,TRUE,"off",99,6
"84",18.5526700296637,0.10303935987361,0,9,6,"equal-or-greater",0,1,1,TRUE,"off",99,6
"85",20.61768997433,0.0576079608334386,0,10,6,"equal-or-greater",0,1,1,TRUE,"off",99,6
"86",22.6827099189963,0.0191702483185664,1.42746264422756e-83,11,6,"equal-or-greater",0,1,1,TRUE,"off",99,6
"87",24.7477298636626,-0.0157947821128633,1,12,6,"equal-or-greater",0,1,1,TRUE,"off",99,6
"88",26.812749808329,-0.0491052898931208,1,13,6,"equal-or-greater",0,1,1,TRUE,"off",99,6
"89",28.8777697529953,-0.0792666689604048,1,14,6,"equal-or-greater",0,1,1,TRUE,"off",99,6
"90",30.9427896976616,-0.101730946237465,1,15,6,"equal-or-greater",0,1,1,TRUE,"off",99,6
"91",2.03250997233316,0.829361562741328,0,1,7,"equal-or-greater",0,1,1,TRUE,"off",99,7
"92",4.09753041699947,0.611659883614424,0,2,7,"equal-or-greater",0,1,1,TRUE,"off",99,7
"93",6.16255036166579,0.468762756720965,0,3,7,"equal-or-greater",0,1,1,TRUE,"off",99,7
"94",8.22757030633211,0.380535910243804,0,4,7,"equal-or-greater",0,1,1,TRUE,"off",99,7
"95",10.2925902509984,0.316158633226659,0,5,7,"equal-or-greater",0,1,1,TRUE,"off",99,7
"96",12.3576101956647,0.272073246127569,0,6,7,"equal-or-greater",0,1,1,TRUE,"off",99,7
"97",14.4226301403311,0.232691927315007,0,7,7,"equal-or-greater",0,1,1,TRUE,"off",99,7
"98",16.4876500849974,0.198341502372999,0,8,7,"equal-or-greater",0,1,1,TRUE,"off",99,7
"99",18.5526700296637,0.170237992012398,0,9,7,"equal-or-greater",0,1,1,TRUE,"off",99,7
"100",20.61768997433,0.149558094466072,0,10,7,"equal-or-greater",0,1,1,TRUE,"off",99,7
"101",22.6827099189963,0.134802941997408,0,11,7,"equal-or-greater",0,1,1,TRUE,"off",99,7
"102",24.7477298636626,0.121386854008119,0,12,7,"equal-or-greater",0,1,1,TRUE,"off",99,7
"103",26.812749808329,0.101179535550019,0,13,7,"equal-or-greater",0,1,1,TRUE,"off",99,7
"104",28.8777697529953,0.0728772258997146,0,14,7,"equal-or-greater",0,1,1,TRUE,"off",99,7
"105",30.9427896976616,0.0412908714540915,0,15,7,"equal-or-greater",0,1,1,TRUE,"off",99,7
"106",2.03250997233316,0.88787168681851,0,1,8,"equal-or-greater",0,1,1,TRUE,"off",99,8
"107",4.09753041699947,0.734850177989853,0,2,8,"equal-or-greater",0,1,1,TRUE,"off",99,8
"108",6.16255036166579,0.60596754935289,0,3,8,"equal-or-greater",0,1,1,TRUE,"off",99,8
"109",8.22757030633211,0.491891842069252,0,4,8,"equal-or-greater",0,1,1,TRUE,"off",99,8
"110",10.2925902509984,0.389183267988234,0,5,8,"equal-or-greater",0,1,1,TRUE,"off",99,8
"111",12.3576101956647,0.305703097817157,0,6,8,"equal-or-greater",0,1,1,TRUE,"off",99,8
"112",14.4226301403311,0.225684603255913,0,7,8,"equal-or-greater",0,1,1,TRUE,"off",99,8
"113",16.4876500849974,0.155248549339165,0,8,8,"equal-or-greater",0,1,1,TRUE,"off",99,8
"114",18.5526700296637,0.100325360026525,0,9,8,"equal-or-greater",0,1,1,TRUE,"off",99,8
"115",20.61768997433,0.0587401137282619,0,10,8,"equal-or-greater",0,1,1,TRUE,"off",99,8
"116",22.6827099189963,0.0338262537919966,2.54335717373886e-254,11,8,"equal-or-greater",0,1,1,TRUE,"off",99,8
"117",24.7477298636626,0.0199902624192467,4.46128214463939e-99,12,8,"equal-or-greater",0,1,1,TRUE,"off",99,8
"118",26.812749808329,0.00673487814405343,9.15453523181998e-14,13,8,"equal-or-greater",0,1,1,TRUE,"off",99,8
"119",28.8777697529953,-0.00313177592861705,0.999541667575391,14,8,"equal-or-greater",0,1,1,TRUE,"off",99,8
"120",30.9427896976616,-0.0171456565348243,1,15,8,"equal-or-greater",0,1,1,TRUE,"off",99,8
"121",2.03250997233316,0.874222979208149,0,1,9,"equal-or-greater",0,1,1,TRUE,"off",99,9
"122",4.09753041699947,0.685989990057203,0,2,9,"equal-or-greater",0,1,1,TRUE,"off",99,9
"123",6.16255036166579,0.523948895461705,0,3,9,"equal-or-greater",0,1,1,TRUE,"off",99,9
"124",8.22757030633211,0.390977389724827,0,4,9,"equal-or-greater",0,1,1,TRUE,"off",99,9
"125",10.2925902509984,0.287264089146617,0,5,9,"equal-or-greater",0,1,1,TRUE,"off",99,9
"126",12.3576101956647,0.21588384192847,0,6,9,"equal-or-greater",0,1,1,TRUE,"off",99,9
"127",14.4226301403311,0.159613020750838,0,7,9,"equal-or-greater",0,1,1,TRUE,"off",99,9
"128",16.4876500849974,0.116668460318103,0,8,9,"equal-or-greater",0,1,1,TRUE,"off",99,9
"129",18.5526700296637,0.0847116964995261,0,9,9,"equal-or-greater",0,1,1,TRUE,"off",99,9
"130",20.61768997433,0.0568611087025692,0,10,9,"equal-or-greater",0,1,1,TRUE,"off",99,9
"131",22.6827099189963,0.0333225361565432,8.67227337394517e-248,11,9,"equal-or-greater",0,1,1,TRUE,"off",99,9
"132",24.7477298636626,0.0108284655969777,7.01002472027784e-31,12,9,"equal-or-greater",0,1,1,TRUE,"off",99,9
"133",26.812749808329,-0.00705942960187238,0.999999999999971,13,9,"equal-or-greater",0,1,1,TRUE,"off",99,9
"134",28.8777697529953,-0.015547999669441,1,14,9,"equal-or-greater",0,1,1,TRUE,"off",99,9
"135",30.9427896976616,-0.0152855779309761,1,15,9,"equal-or-greater",0,1,1,TRUE,"off",99,9
"136",2.03250997233316,0.868469503218576,0,1,10,"equal-or-greater",0,1,1,TRUE,"off",99,10
"137",4.09753041699947,0.692925767623534,0,2,10,"equal-or-greater",0,1,1,TRUE,"off",99,10
"138",6.16255036166579,0.559686402249345,0,3,10,"equal-or-greater",0,1,1,TRUE,"off",99,10
"139",8.22757030633211,0.468328762660519,0,4,10,"equal-or-greater",0,1,1,TRUE,"off",99,10
"140",10.2925902509984,0.404273166502875,0,5,10,"equal-or-greater",0,1,1,TRUE,"off",99,10
"141",12.3576101956647,0.366018655260013,0,6,10,"equal-or-greater",0,1,1,TRUE,"off",99,10
"142",14.4226301403311,0.335755772939275,0,7,10,"equal-or-greater",0,1,1,TRUE,"off",99,10
"143",16.4876500849974,0.309603787409142,0,8,10,"equal-or-greater",0,1,1,TRUE,"off",99,10
"144",18.5526700296637,0.280177094599882,0,9,10,"equal-or-greater",0,1,1,TRUE,"off",99,10
"145",20.61768997433,0.248596330868744,0,10,10,"equal-or-greater",0,1,1,TRUE,"off",99,10
"146",22.6827099189963,0.214920470086692,0,11,10,"equal-or-greater",0,1,1,TRUE,"off",99,10
"147",24.7477298636626,0.180408763429391,0,12,10,"equal-or-greater",0,1,1,TRUE,"off",99,10
"148",26.812749808329,0.147559871505441,0,13,10,"equal-or-greater",0,1,1,TRUE,"off",99,10
"149",28.8777697529953,0.108512834719654,0,14,10,"equal-or-greater",0,1,1,TRUE,"off",99,10
"150",30.9427896976616,0.0676815683377544,0,15,10,"equal-or-greater",0,1,1,TRUE,"off",99,10
"151",2.03250997233316,0.792339465620666,0,1,11,"equal-or-greater",0,3,1,TRUE,"off",99,11
"152",4.09753041699947,0.700999469072837,0,2,11,"equal-or-greater",0,3,1,TRUE,"off",99,11
"153",6.16255036166579,0.619027780664008,0,3,11,"equal-or-greater",0,3,1,TRUE,"off",99,11
"154",8.22757030633211,0.540856240653779,0,4,11,"equal-or-greater",0,3,1,TRUE,"off",99,11
"155",10.2925902509984,0.460067418325043,0,5,11,"equal-or-greater",0,3,1,TRUE,"off",99,11
"156",12.3576101956647,0.38183861083915,0,6,11,"equal-or-greater",0,3,1,TRUE,"off",99,11
"157",14.4226301403311,0.303072270128015,0,7,11,"equal-or-greater",0,3,1,TRUE,"off",99,11
"158",16.4876500849974,0.229029276721537,0,8,11,"equal-or-greater",0,3,1,TRUE,"off",99,11
"159",18.5526700296637,0.16675906980042,0,9,11,"equal-or-greater",0,3,1,TRUE,"off",99,11
"160",20.61768997433,0.112624805060713,0,10,11,"equal-or-greater",0,3,1,TRUE,"off",99,11
"161",22.6827099189963,0.0626952349536034,0,11,11,"equal-or-greater",0,3,1,TRUE,"off",99,11
"162",24.7477298636626,0.0168828487197572,1.92877150769031e-71,12,11,"equal-or-greater",0,3,1,TRUE,"off",99,11
"163",26.812749808329,-0.0254444315985393,1,13,11,"equal-or-greater",0,3,1,TRUE,"off",99,11
"164",28.8777697529953,-0.0661316958506876,1,14,11,"equal-or-greater",0,3,1,TRUE,"off",99,11
"165",30.9427896976616,-0.0984894636927306,1,15,11,"equal-or-greater",0,3,1,TRUE,"off",99,11
"166",2.03250997233316,0.828422775124955,0,1,12,"equal-or-greater",0,3,1,TRUE,"off",99,12
"167",4.09753041699947,0.743981389841198,0,2,12,"equal-or-greater",0,3,1,TRUE,"off",99,12
"168",6.16255036166579,0.647429549271787,0,3,12,"equal-or-greater",0,3,1,TRUE,"off",99,12
"169",8.22757030633211,0.540190576230869,0,4,12,"equal-or-greater",0,3,1,TRUE,"off",99,12
"170",10.2925902509984,0.434253802388523,0,5,12,"equal-or-greater",0,3,1,TRUE,"off",99,12
"171",12.3576101956647,0.348764166173347,0,6,12,"equal-or-greater",0,3,1,TRUE,"off",99,12
"172",14.4226301403311,0.274041384017373,0,7,12,"equal-or-greater",0,3,1,TRUE,"off",99,12
"173",16.4876500849974,0.209769793197292,0,8,12,"equal-or-greater",0,3,1,TRUE,"off",99,12
"174",18.5526700296637,0.158756912397792,0,9,12,"equal-or-greater",0,3,1,TRUE,"off",99,12
"175",20.61768997433,0.116053227951827,0,10,12,"equal-or-greater",0,3,1,TRUE,"off",99,12
"176",22.6827099189963,0.0816696313500003,0,11,12,"equal-or-greater",0,3,1,TRUE,"off",99,12
"177",24.7477298636626,0.0577207065922044,0,12,12,"equal-or-greater",0,3,1,TRUE,"off",99,12
"178",26.812749808329,0.0402044033755206,0,13,12,"equal-or-greater",0,3,1,TRUE,"off",99,12
"179",28.8777697529953,0.0271363969405168,4.99447242053705e-195,14,12,"equal-or-greater",0,3,1,TRUE,"off",99,12
"180",30.9427896976616,0.0153451509961102,3.28253362934209e-68,15,12,"equal-or-greater",0,3,1,TRUE,"off",99,12
"181",2.03250997233316,0.820433673627087,0,1,13,"equal-or-greater",0,3,1,TRUE,"off",99,13
"182",4.09753041699947,0.725934600401384,0,2,13,"equal-or-greater",0,3,1,TRUE,"off",99,13
"183",6.16255036166579,0.630067159614275,0,3,13,"equal-or-greater",0,3,1,TRUE,"off",99,13
"184",8.22757030633211,0.531427687352815,0,4,13,"equal-or-greater",0,3,1,TRUE,"off",99,13
"185",10.2925902509984,0.43354169245113,0,5,13,"equal-or-greater",0,3,1,TRUE,"off",99,13
"186",12.3576101956647,0.346972915217218,0,6,13,"equal-or-greater",0,3,1,TRUE,"off",99,13
"187",14.4226301403311,0.266224061664678,0,7,13,"equal-or-greater",0,3,1,TRUE,"off",99,13
"188",16.4876500849974,0.194915971499831,0,8,13,"equal-or-greater",0,3,1,TRUE,"off",99,13
"189",18.5526700296637,0.136976797118768,0,9,13,"equal-or-greater",0,3,1,TRUE,"off",99,13
"190",20.61768997433,0.0891060293500023,0,10,13,"equal-or-greater",0,3,1,TRUE,"off",99,13
"191",22.6827099189963,0.0518093245361201,0,11,13,"equal-or-greater",0,3,1,TRUE,"off",99,13
"192",24.7477298636626,0.0244159804020536,1.74097142740792e-146,12,13,"equal-or-greater",0,3,1,TRUE,"off",99,13
"193",26.812749808329,0.00577936964245103,1.20582325570513e-10,13,13,"equal-or-greater",0,3,1,TRUE,"off",99,13
"194",28.8777697529953,-0.0100849010153794,1,14,13,"equal-or-greater",0,3,1,TRUE,"off",99,13
"195",30.9427896976616,-0.0165157646593406,1,15,13,"equal-or-greater",0,3,1,TRUE,"off",99,13
"196",2.03250997233316,0.768501213929067,0,1,14,"equal-or-greater",0,3,1,TRUE,"off",99,14
"197",4.09753041699947,0.667856097764919,0,2,14,"equal-or-greater",0,3,1,TRUE,"off",99,14
"198",6.16255036166579,0.570922605273107,0,3,14,"equal-or-greater",0,3,1,TRUE,"off",99,14
"199",8.22757030633211,0.475890736104692,0,4,14,"equal-or-greater",0,3,1,TRUE,"off",99,14
"200",10.2925902509984,0.384324352787914,0,5,14,"equal-or-greater",0,3,1,TRUE,"off",99,14
"201",12.3576101956647,0.305640460558321,0,6,14,"equal-or-greater",0,3,1,TRUE,"off",99,14
"202",14.4226301403311,0.234096364848953,0,7,14,"equal-or-greater",0,3,1,TRUE,"off",99,14
"203",16.4876500849974,0.173332217001501,0,8,14,"equal-or-greater",0,3,1,TRUE,"off",99,14
"204",18.5526700296637,0.12816752797046,0,9,14,"equal-or-greater",0,3,1,TRUE,"off",99,14
"205",20.61768997433,0.0966122054159004,0,10,14,"equal-or-greater",0,3,1,TRUE,"off",99,14
"206",22.6827099189963,0.0740798750541159,0,11,14,"equal-or-greater",0,3,1,TRUE,"off",99,14
"207",24.7477298636626,0.0598547815760606,0,12,14,"equal-or-greater",0,3,1,TRUE,"off",99,14
"208",26.812749808329,0.0519227326156507,0,13,14,"equal-or-greater",0,3,1,TRUE,"off",99,14
"209",28.8777697529953,0.0510672120439687,0,14,14,"equal-or-greater",0,3,1,TRUE,"off",99,14
"210",30.9427896976616,0.0504817260852787,0,15,14,"equal-or-greater",0,3,1,TRUE,"off",99,14
"211",2.03250997233316,0.736934427950246,0,1,15,"equal-or-greater",0,3,1,TRUE,"off",99,15
"212",4.09753041699947,0.636240525955616,0,2,15,"equal-or-greater",0,3,1,TRUE,"off",99,15
"213",6.16255036166579,0.535850800820721,0,3,15,"equal-or-greater",0,3,1,TRUE,"off",99,15
"214",8.22757030633211,0.443207371494404,0,4,15,"equal-or-greater",0,3,1,TRUE,"off",99,15
"215",10.2925902509984,0.363172322995199,0,5,15,"equal-or-greater",0,3,1,TRUE,"off",99,15
"216",12.3576101956647,0.300766757511614,0,6,15,"equal-or-greater",0,3,1,TRUE,"off",99,15
"217",14.4226301403311,0.241648831208478,0,7,15,"equal-or-greater",0,3,1,TRUE,"off",99,15
"218",16.4876500849974,0.187766022778319,0,8,15,"equal-or-greater",0,3,1,TRUE,"off",99,15
"219",18.5526700296637,0.144924663688213,0,9,15,"equal-or-greater",0,3,1,TRUE,"off",99,15
"220",20.61768997433,0.106997564290741,0,10,15,"equal-or-greater",0,3,1,TRUE,"off",99,15
"221",22.6827099189963,0.0721880519687864,0,11,15,"equal-or-greater",0,3,1,TRUE,"off",99,15
"222",24.7477298636626,0.0425338460306581,0,12,15,"equal-or-greater",0,3,1,TRUE,"off",99,15
"223",26.812749808329,0.0146891251517535,1.59365212687694e-57,13,15,"equal-or-greater",0,3,1,TRUE,"off",99,15
"224",28.8777697529953,-0.0085032225105145,1,14,15,"equal-or-greater",0,3,1,TRUE,"off",99,15
"225",30.9427896976616,-0.0226865295408309,1,15,15,"equal-or-greater",0,3,1,TRUE,"off",99,15
"226",2.03250997233316,0.662397910796809,0,1,16,"equal-or-greater",0,3,1,TRUE,"off",99,16
"227",4.09753041699947,0.528732946095522,0,2,16,"equal-or-greater",0,3,1,TRUE,"off",99,16
"228",6.16255036166579,0.41583576416603,0,3,16,"equal-or-greater",0,3,1,TRUE,"off",99,16
"229",8.22757030633211,0.321035429897313,0,4,16,"equal-or-greater",0,3,1,TRUE,"off",99,16
"230",10.2925902509984,0.241594387298616,0,5,16,"equal-or-greater",0,3,1,TRUE,"off",99,16
"231",12.3576101956647,0.181339801577052,0,6,16,"equal-or-greater",0,3,1,TRUE,"off",99,16
"232",14.4226301403311,0.13045229982845,0,7,16,"equal-or-greater",0,3,1,TRUE,"off",99,16
"233",16.4876500849974,0.0842214033973379,0,8,16,"equal-or-greater",0,3,1,TRUE,"off",99,16
"234",18.5526700296637,0.0406797831248412,0,9,16,"equal-or-greater",0,3,1,TRUE,"off",99,16
"235",20.61768997433,0.00201697250302175,0.0159413721666458,10,16,"equal-or-greater",0,3,1,TRUE,"off",99,16
"236",22.6827099189963,-0.0293757320833567,1,11,16,"equal-or-greater",0,3,1,TRUE,"off",99,16
"237",24.7477298636626,-0.052053308781185,1,12,16,"equal-or-greater",0,3,1,TRUE,"off",99,16
"238",26.812749808329,-0.061585852703618,1,13,16,"equal-or-greater",0,3,1,TRUE,"off",99,16
"239",28.8777697529953,-0.0748136872254117,1,14,16,"equal-or-greater",0,3,1,TRUE,"off",99,16
"240",30.9427896976616,-0.0770710982918771,1,15,16,"equal-or-greater",0,3,1,TRUE,"off",99,16
"241",2.03250997233316,0.699248014902302,0,1,17,"equal-or-greater",0,3,1,TRUE,"off",99,17
"242",4.09753041699947,0.593756660466004,0,2,17,"equal-or-greater",0,3,1,TRUE,"off",99,17
"243",6.16255036166579,0.495810372947065,0,3,17,"equal-or-greater",0,3,1,TRUE,"off",99,17
"244",8.22757030633211,0.407180174184147,0,4,17,"equal-or-greater",0,3,1,TRUE,"off",99,17
"245",10.2925902509984,0.327229604479048,0,5,17,"equal-or-greater",0,3,1,TRUE,"off",99,17
"246",12.3576101956647,0.259311887198306,0,6,17,"equal-or-greater",0,3,1,TRUE,"off",99,17
"247",14.4226301403311,0.196391966420338,0,7,17,"equal-or-greater",0,3,1,TRUE,"off",99,17
"248",16.4876500849974,0.14054703010175,0,8,17,"equal-or-greater",0,3,1,TRUE,"off",99,17
"249",18.5526700296637,0.0949083107267607,0,9,17,"equal-or-greater",0,3,1,TRUE,"off",99,17
"250",20.61768997433,0.0587550161832508,0,10,17,"equal-or-greater",0,3,1,TRUE,"off",99,17
"251",22.6827099189963,0.0279755411854241,2.35706094998369e-175,11,17,"equal-or-greater",0,3,1,TRUE,"off",99,17
"252",24.7477298636626,0.00276230077159648,0.00131744307169796,12,17,"equal-or-greater",0,3,1,TRUE,"off",99,17
"253",26.812749808329,-0.0168716416034159,1,13,17,"equal-or-greater",0,3,1,TRUE,"off",99,17
"254",28.8777697529953,-0.0318941606437386,1,14,17,"equal-or-greater",0,3,1,TRUE,"off",99,17
"255",30.9427896976616,-0.0399415778618223,1,15,17,"equal-or-greater",0,3,1,TRUE,"off",99,17
"256",2.03250997233316,0.802196698889648,0,1,18,"equal-or-greater",0,3,1,TRUE,"off",99,18
"257",4.09753041699947,0.728816766723843,0,2,18,"equal-or-greater",0,3,1,TRUE,"off",99,18
"258",6.16255036166579,0.662455957106003,0,3,18,"equal-or-greater",0,3,1,TRUE,"off",99,18
"259",8.22757030633211,0.598253930717035,0,4,18,"equal-or-greater",0,3,1,TRUE,"off",99,18
"260",10.2925902509984,0.532301859701908,0,5,18,"equal-or-greater",0,3,1,TRUE,"off",99,18
"261",12.3576101956647,0.47160747296583,0,6,18,"equal-or-greater",0,3,1,TRUE,"off",99,18
