"","Mantel.local","Class.Index","P.value","run","Num.nursery","Constraints","Mimicry","step"
"14.9",0.00785652360692299,19,0.099009900990099,14,1,"off",FALSE,0
"14.10",0.00636087603257769,21,0.108910891089109,14,1,"off",FALSE,0
"14.11",0.0057445197368271,23,0.118811881188119,14,1,"off",FALSE,0
"14.12",0.00480021544130332,25,0.128712871287129,14,1,"off",FALSE,0
"14.13",0.00420171208297528,27,0.138613861386139,14,1,"off",FALSE,0
"14.14",0.00338657700920193,29,0.148514851485149,14,1,"off",FALSE,0
"15",0.0175689617765381,1,0.0099009900990099,15,1,"off",FALSE,0
"15.1",0.0235002970121064,3,0.0198019801980198,15,1,"off",FALSE,0
"15.2",0.023431503077512,5,0.0297029702970297,15,1,"off",FALSE,0
"15.3",0.0182534915737798,7,0.0396039603960396,15,1,"off",FALSE,0
"15.4",0.0124506147458973,9,0.0495049504950495,15,1,"off",FALSE,0
"15.5",0.0123774414271255,11,0.0594059405940594,15,1,"off",FALSE,0
"15.6",0.0113518528285401,13,0.0693069306930693,15,1,"off",FALSE,0
"15.7",0.0115942743958687,15,0.0792079207920792,15,1,"off",FALSE,0
"15.8",0.0114325439789001,17,0.0891089108910891,15,1,"off",FALSE,0
"15.9",0.00922543385762676,19,0.099009900990099,15,1,"off",FALSE,0
"15.10",0.00731238937126879,21,0.108910891089109,15,1,"off",FALSE,0
"15.11",0.00657804597459731,23,0.118811881188119,15,1,"off",FALSE,0
"15.12",0.00550197269603615,25,0.128712871287129,15,1,"off",FALSE,0
"15.13",0.00465294593554661,27,0.138613861386139,15,1,"off",FALSE,0
"15.14",0.00394861027641701,29,0.148514851485149,15,1,"off",FALSE,0
"16",0.0162442599105213,1,0.0099009900990099,16,1,"off",FALSE,0
"16.1",0.0212848316019734,3,0.0198019801980198,16,1,"off",FALSE,0
"16.2",0.020071806246779,5,0.0297029702970297,16,1,"off",FALSE,0
"16.3",0.0143406510210866,7,0.0396039603960396,16,1,"off",FALSE,0
"16.4",0.00981375529348531,9,0.0495049504950495,16,1,"off",FALSE,0
"16.5",0.0110647739319299,11,0.0594059405940594,16,1,"off",FALSE,0
"16.6",0.0102559895513348,13,0.0693069306930693,16,1,"off",FALSE,0
"16.7",0.0109371687094121,15,0.0792079207920792,16,1,"off",FALSE,0
"16.8",0.0103291593326938,17,0.0891089108910891,16,1,"off",FALSE,0
"16.9",0.00809810799798085,19,0.099009900990099,16,1,"off",FALSE,0
"16.10",0.00691663238979185,21,0.108910891089109,16,1,"off",FALSE,0
"16.11",0.0060564966424269,23,0.118811881188119,16,1,"off",FALSE,0
"16.12",0.00504862287125811,25,0.128712871287129,16,1,"off",FALSE,0
"16.13",0.00443898917153668,27,0.138613861386139,16,1,"off",FALSE,0
"16.14",0.00375609088410272,29,0.148514851485149,16,1,"off",FALSE,0
"17",0.0171194574652973,1,0.0099009900990099,17,1,"off",FALSE,0
"17.1",0.0233906656969012,3,0.0198019801980198,17,1,"off",FALSE,0
"17.2",0.0231732542216534,5,0.0297029702970297,17,1,"off",FALSE,0
"17.3",0.0180011961898182,7,0.0396039603960396,17,1,"off",FALSE,0
"17.4",0.0122971307512265,9,0.0495049504950495,17,1,"off",FALSE,0
"17.5",0.0124410884668515,11,0.0594059405940594,17,1,"off",FALSE,0
"17.6",0.0116063668049585,13,0.0693069306930693,17,1,"off",FALSE,0
"17.7",0.0117217407955661,15,0.0792079207920792,17,1,"off",FALSE,0
"17.8",0.011862717870688,17,0.0891089108910891,17,1,"off",FALSE,0
"17.9",0.00981800908681995,19,0.099009900990099,17,1,"off",FALSE,0
"17.10",0.00760081975504168,21,0.108910891089109,17,1,"off",FALSE,0
"17.11",0.00700900481900886,23,0.118811881188119,17,1,"off",FALSE,0
"17.12",0.00583900692132033,25,0.128712871287129,17,1,"off",FALSE,0
"17.13",0.00512762283007624,27,0.138613861386139,17,1,"off",FALSE,0
"17.14",0.00389196533759325,29,0.148514851485149,17,1,"off",FALSE,0
"18",0.0167335072655583,1,0.0099009900990099,18,1,"off",FALSE,0
"18.1",0.0221864871120967,3,0.0198019801980198,18,1,"off",FALSE,0
"18.2",0.0217306897417361,5,0.0297029702970297,18,1,"off",FALSE,0
"18.3",0.0161612404178251,7,0.0396039603960396,18,1,"off",FALSE,0
"18.4",0.0111176694147712,9,0.0495049504950495,18,1,"off",FALSE,0
"18.5",0.0117791727129523,11,0.0594059405940594,18,1,"off",FALSE,0
"18.6",0.0110016797473563,13,0.0693069306930693,18,1,"off",FALSE,0
"18.7",0.0112564428861854,15,0.0792079207920792,18,1,"off",FALSE,0
"18.8",0.0112872139622135,17,0.0891089108910891,18,1,"off",FALSE,0
"18.9",0.00895381155376587,19,0.099009900990099,18,1,"off",FALSE,0
"18.10",0.00742743809310884,21,0.108910891089109,18,1,"off",FALSE,0
"18.11",0.00655662429640781,23,0.118811881188119,18,1,"off",FALSE,0
"18.12",0.00545091726614663,25,0.128712871287129,18,1,"off",FALSE,0
"18.13",0.00499184663530554,27,0.138613861386139,18,1,"off",FALSE,0
"18.14",0.00436557993870103,29,0.148514851485149,18,1,"off",FALSE,0
"19",0.0161075338937972,1,0.0099009900990099,19,1,"off",FALSE,0
"19.1",0.0212752729952119,3,0.0198019801980198,19,1,"off",FALSE,0
"19.2",0.0203190377401782,5,0.0297029702970297,19,1,"off",FALSE,0
"19.3",0.0145577323924611,7,0.0396039603960396,19,1,"off",FALSE,0
"19.4",0.010079262934239,9,0.0495049504950495,19,1,"off",FALSE,0
"19.5",0.0115306588580589,11,0.0594059405940594,19,1,"off",FALSE,0
"19.6",0.0109035689273969,13,0.0693069306930693,19,1,"off",FALSE,0
"19.7",0.0115029296894191,15,0.0792079207920792,19,1,"off",FALSE,0
"19.8",0.010961833493586,17,0.0891089108910891,19,1,"off",FALSE,0
"19.9",0.00883313560987895,19,0.099009900990099,19,1,"off",FALSE,0
"19.10",0.0072835247232185,21,0.108910891089109,19,1,"off",FALSE,0
"19.11",0.00664466738383202,23,0.118811881188119,19,1,"off",FALSE,0
"19.12",0.0055283918269197,25,0.128712871287129,19,1,"off",FALSE,0
"19.13",0.00482221438057128,27,0.138613861386139,19,1,"off",FALSE,0
"19.14",0.00416580385759083,29,0.148514851485149,19,1,"off",FALSE,0
"20",0.016302571777992,1,0.0099009900990099,20,1,"off",FALSE,0
"20.1",0.0215019852434273,3,0.0198019801980198,20,1,"off",FALSE,0
"20.2",0.0204377248981873,5,0.0297029702970297,20,1,"off",FALSE,0
"20.3",0.0146306872688032,7,0.0396039603960396,20,1,"off",FALSE,0
"20.4",0.0100166295073237,9,0.0495049504950495,20,1,"off",FALSE,0
"20.5",0.0109974912591116,11,0.0594059405940594,20,1,"off",FALSE,0
"20.6",0.0103245833731833,13,0.0693069306930693,20,1,"off",FALSE,0
"20.7",0.0108354395018074,15,0.0792079207920792,20,1,"off",FALSE,0
"20.8",0.0104170605614919,17,0.0891089108910891,20,1,"off",FALSE,0
"20.9",0.00806515861704584,19,0.099009900990099,20,1,"off",FALSE,0
"20.10",0.00644613409612721,21,0.108910891089109,20,1,"off",FALSE,0
"20.11",0.00598952460785961,23,0.118811881188119,20,1,"off",FALSE,0
"20.12",0.00482783453271636,25,0.128712871287129,20,1,"off",FALSE,0
"20.13",0.00431610655266983,27,0.138613861386139,20,1,"off",FALSE,0
"20.14",0.00355403485216945,29,0.148514851485149,20,1,"off",FALSE,0
"21",0.0172210410053201,1,0.0099009900990099,21,1,"off",FALSE,0
"21.1",0.0230078394048551,3,0.0198019801980198,21,1,"off",FALSE,0
"21.2",0.022819708778912,5,0.0297029702970297,21,1,"off",FALSE,0
"21.3",0.0173510160946689,7,0.0396039603960396,21,1,"off",FALSE,0
"21.4",0.0119446836227432,9,0.0495049504950495,21,1,"off",FALSE,0
"21.5",0.0124867957561356,11,0.0594059405940594,21,1,"off",FALSE,0
"21.6",0.0117566076132623,13,0.0693069306930693,21,1,"off",FALSE,0
"21.7",0.0118772694922124,15,0.0792079207920792,21,1,"off",FALSE,0
"21.8",0.0119769785339121,17,0.0891089108910891,21,1,"off",FALSE,0
"21.9",0.00954061308182774,19,0.099009900990099,21,1,"off",FALSE,0
"21.10",0.00773580236721353,21,0.108910891089109,21,1,"off",FALSE,0
"21.11",0.00706072207622361,23,0.118811881188119,21,1,"off",FALSE,0
"21.12",0.00600713857197298,25,0.128712871287129,21,1,"off",FALSE,0
"21.13",0.00530289881542018,27,0.138613861386139,21,1,"off",FALSE,0
"21.14",0.00455978587367209,29,0.148514851485149,21,1,"off",FALSE,0
"22",0.0166828092384262,1,0.0099009900990099,22,1,"off",FALSE,0
"22.1",0.0221911659897973,3,0.0198019801980198,22,1,"off",FALSE,0
"22.2",0.0213324629181147,5,0.0297029702970297,22,1,"off",FALSE,0
"22.3",0.015761340208982,7,0.0396039603960396,22,1,"off",FALSE,0
"22.4",0.0107163353222379,9,0.0495049504950495,22,1,"off",FALSE,0
"22.5",0.0117812578051833,11,0.0594059405940594,22,1,"off",FALSE,0
"22.6",0.0109514491795725,13,0.0693069306930693,22,1,"off",FALSE,0
"22.7",0.0111173838260161,15,0.0792079207920792,22,1,"off",FALSE,0
"22.8",0.0107605414113018,17,0.0891089108910891,22,1,"off",FALSE,0
"22.9",0.00837868336448518,19,0.099009900990099,22,1,"off",FALSE,0
"22.10",0.00684036259410341,21,0.108910891089109,22,1,"off",FALSE,0
"22.11",0.00626051746496551,23,0.118811881188119,22,1,"off",FALSE,0
"22.12",0.00500441355263052,25,0.128712871287129,22,1,"off",FALSE,0
"22.13",0.0046865738217288,27,0.138613861386139,22,1,"off",FALSE,0
"22.14",0.00358097073069416,29,0.148514851485149,22,1,"off",FALSE,0
"23",0.0160643214032783,1,0.0099009900990099,23,1,"off",FALSE,0
"23.1",0.0213010886177104,3,0.0198019801980198,23,1,"off",FALSE,0
"23.2",0.0203930917241981,5,0.0297029702970297,23,1,"off",FALSE,0
"23.3",0.0145633565985168,7,0.0396039603960396,23,1,"off",FALSE,0
"23.4",0.0100597489214162,9,0.0495049504950495,23,1,"off",FALSE,0
"23.5",0.0112952089238393,11,0.0594059405940594,23,1,"off",FALSE,0
"23.6",0.0107565099696904,13,0.0693069306930693,23,1,"off",FALSE,0
"23.7",0.01120155505376,15,0.0792079207920792,23,1,"off",FALSE,0
"23.8",0.0106187623891257,17,0.0891089108910891,23,1,"off",FALSE,0
"23.9",0.00850606996141001,19,0.099009900990099,23,1,"off",FALSE,0
"23.10",0.00695924646183392,21,0.108910891089109,23,1,"off",FALSE,0
"23.11",0.00628645455861053,23,0.118811881188119,23,1,"off",FALSE,0
"23.12",0.00533931853631135,25,0.128712871287129,23,1,"off",FALSE,0
"23.13",0.00458700080587688,27,0.138613861386139,23,1,"off",FALSE,0
"23.14",0.00405401045875102,29,0.148514851485149,23,1,"off",FALSE,0
"24",0.0168562114268965,1,0.0099009900990099,24,1,"off",FALSE,0
"24.1",0.022340291717582,3,0.0198019801980198,24,1,"off",FALSE,0
"24.2",0.0216954624273051,5,0.0297029702970297,24,1,"off",FALSE,0
"24.3",0.0162752203626183,7,0.0396039603960396,24,1,"off",FALSE,0
"24.4",0.0112068845739159,9,0.0495049504950495,24,1,"off",FALSE,0
"24.5",0.0118042447138092,11,0.0594059405940594,24,1,"off",FALSE,0
"24.6",0.0110779687504182,13,0.0693069306930693,24,1,"off",FALSE,0
"24.7",0.0111782434580193,15,0.0792079207920792,24,1,"off",FALSE,0
"24.8",0.0109592413152526,17,0.0891089108910891,24,1,"off",FALSE,0
"24.9",0.00899190769652707,19,0.099009900990099,24,1,"off",FALSE,0
"24.10",0.00699203245374464,21,0.108910891089109,24,1,"off",FALSE,0
"24.11",0.0063596489133617,23,0.118811881188119,24,1,"off",FALSE,0
"24.12",0.0050476302946334,25,0.128712871287129,24,1,"off",FALSE,0
"24.13",0.00449906325244382,27,0.138613861386139,24,1,"off",FALSE,0
"24.14",0.00362979572658749,29,0.148514851485149,24,1,"off",FALSE,0
