"","Moran.dist.class","Moran.local","p.value","Rownumber","run","Comparison.type","Yard.diff","Neighbor.dist","Num.nursery","Mimicry","Constraints","step","Run"
"105",30.9427896976616,0.139088903955766,0,15,8,"equal",0,3,1,TRUE,"off",99,7
"106",2.03250997233316,0.925830252196216,0,1,9,"equal",0,3,1,TRUE,"off",99,8
"107",4.09753041699947,0.842770138398793,0,2,9,"equal",0,3,1,TRUE,"off",99,8
"108",6.16255036166579,0.76173571889265,0,3,9,"equal",0,3,1,TRUE,"off",99,8
"109",8.22757030633211,0.684409388002795,0,4,9,"equal",0,3,1,TRUE,"off",99,8
"110",10.2925902509984,0.614329913960406,0,5,9,"equal",0,3,1,TRUE,"off",99,8
"111",12.3576101956647,0.553612121418544,0,6,9,"equal",0,3,1,TRUE,"off",99,8
"112",14.4226301403311,0.494372566409786,0,7,9,"equal",0,3,1,TRUE,"off",99,8
"113",16.4876500849974,0.436204599832605,0,8,9,"equal",0,3,1,TRUE,"off",99,8
"114",18.5526700296637,0.379911231808762,0,9,9,"equal",0,3,1,TRUE,"off",99,8
"115",20.61768997433,0.318518906834951,0,10,9,"equal",0,3,1,TRUE,"off",99,8
"116",22.6827099189963,0.252722087844809,0,11,9,"equal",0,3,1,TRUE,"off",99,8
"117",24.7477298636626,0.18683270936804,0,12,9,"equal",0,3,1,TRUE,"off",99,8
"118",26.812749808329,0.130973995915082,0,13,9,"equal",0,3,1,TRUE,"off",99,8
"119",28.8777697529953,0.0830747529221735,0,14,9,"equal",0,3,1,TRUE,"off",99,8
"120",30.9427896976616,0.0409200857101549,0,15,9,"equal",0,3,1,TRUE,"off",99,8
"121",2.03250997233316,0.905691982435638,0,1,10,"equal",0,3,1,TRUE,"off",99,9
"122",4.09753041699947,0.801763675326365,0,2,10,"equal",0,3,1,TRUE,"off",99,9
"123",6.16255036166579,0.695078823511811,0,3,10,"equal",0,3,1,TRUE,"off",99,9
"124",8.22757030633211,0.581690997952522,0,4,10,"equal",0,3,1,TRUE,"off",99,9
"125",10.2925902509984,0.465258181206015,0,5,10,"equal",0,3,1,TRUE,"off",99,9
"126",12.3576101956647,0.363258903856187,0,6,10,"equal",0,3,1,TRUE,"off",99,9
"127",14.4226301403311,0.269338347141881,0,7,10,"equal",0,3,1,TRUE,"off",99,9
"128",16.4876500849974,0.187672660126162,0,8,10,"equal",0,3,1,TRUE,"off",99,9
"129",18.5526700296637,0.126915807330845,0,9,10,"equal",0,3,1,TRUE,"off",99,9
"130",20.61768997433,0.0817417096627554,0,10,10,"equal",0,3,1,TRUE,"off",99,9
"131",22.6827099189963,0.0450084609680817,0,11,10,"equal",0,3,1,TRUE,"off",99,9
"132",24.7477298636626,0.0185436467527967,1.43965960799019e-85,12,10,"equal",0,3,1,TRUE,"off",99,9
"133",26.812749808329,0.00452147846402808,3.27169674951114e-07,13,10,"equal",0,3,1,TRUE,"off",99,9
"134",28.8777697529953,-0.00976289897214168,1,14,10,"equal",0,3,1,TRUE,"off",99,9
"135",30.9427896976616,-0.0244538198342721,1,15,10,"equal",0,3,1,TRUE,"off",99,9
"136",2.03250997233316,0.916399788326078,0,1,12,"equal",0,3,4,TRUE,"off",99,10
"137",4.09753041699947,0.826519892744889,0,2,12,"equal",0,3,4,TRUE,"off",99,10
"138",6.16255036166579,0.738341836835098,0,3,12,"equal",0,3,4,TRUE,"off",99,10
"139",8.22757030633211,0.633770563229402,0,4,12,"equal",0,3,4,TRUE,"off",99,10
"140",10.2925902509984,0.510259807684166,0,5,12,"equal",0,3,4,TRUE,"off",99,10
"141",12.3576101956647,0.38494204271848,0,6,12,"equal",0,3,4,TRUE,"off",99,10
"142",14.4226301403311,0.26589073876315,0,7,12,"equal",0,3,4,TRUE,"off",99,10
"143",16.4876500849974,0.153819304265565,0,8,12,"equal",0,3,4,TRUE,"off",99,10
"144",18.5526700296637,0.0615921973206424,0,9,12,"equal",0,3,4,TRUE,"off",99,10
"145",20.61768997433,0.00106931475147752,0.118636329828332,10,12,"equal",0,3,4,TRUE,"off",99,10
"146",22.6827099189963,-0.04045930270859,1,11,12,"equal",0,3,4,TRUE,"off",99,10
"147",24.7477298636626,-0.0672734422036554,1,12,12,"equal",0,3,4,TRUE,"off",99,10
"148",26.812749808329,-0.0822681898805567,1,13,12,"equal",0,3,4,TRUE,"off",99,10
"149",28.8777697529953,-0.0831965483022598,1,14,12,"equal",0,3,4,TRUE,"off",99,10
"150",30.9427896976616,-0.0744211670669243,1,15,12,"equal",0,3,4,TRUE,"off",99,10
"151",2.03250997233316,0.924389490635062,0,1,13,"equal",0,3,4,TRUE,"off",99,11
"152",4.09753041699947,0.843563319077923,0,2,13,"equal",0,3,4,TRUE,"off",99,11
"153",6.16255036166579,0.764221132422073,0,3,13,"equal",0,3,4,TRUE,"off",99,11
"154",8.22757030633211,0.679424813565357,0,4,13,"equal",0,3,4,TRUE,"off",99,11
"155",10.2925902509984,0.58877027168594,0,5,13,"equal",0,3,4,TRUE,"off",99,11
"156",12.3576101956647,0.503205765462654,0,6,13,"equal",0,3,4,TRUE,"off",99,11
"157",14.4226301403311,0.418434154216311,0,7,13,"equal",0,3,4,TRUE,"off",99,11
"158",16.4876500849974,0.332496376140894,0,8,13,"equal",0,3,4,TRUE,"off",99,11
"159",18.5526700296637,0.253518644901836,0,9,13,"equal",0,3,4,TRUE,"off",99,11
"160",20.61768997433,0.181450831275599,0,10,13,"equal",0,3,4,TRUE,"off",99,11
"161",22.6827099189963,0.114040714399773,0,11,13,"equal",0,3,4,TRUE,"off",99,11
"162",24.7477298636626,0.0522751835483651,0,12,13,"equal",0,3,4,TRUE,"off",99,11
"163",26.812749808329,-6.51458768891322e-05,0.485872638162617,13,13,"equal",0,3,4,TRUE,"off",99,11
"164",28.8777697529953,-0.0499195003968971,1,14,13,"equal",0,3,4,TRUE,"off",99,11
"165",30.9427896976616,-0.0836723815407917,1,15,13,"equal",0,3,4,TRUE,"off",99,11
"166",2.03250997233316,0.897328858308206,0,1,14,"equal",0,3,4,TRUE,"off",99,12
"167",4.09753041699947,0.787129999477676,0,2,14,"equal",0,3,4,TRUE,"off",99,12
"168",6.16255036166579,0.678555533274146,0,3,14,"equal",0,3,4,TRUE,"off",99,12
"169",8.22757030633211,0.567516386288827,0,4,14,"equal",0,3,4,TRUE,"off",99,12
"170",10.2925902509984,0.453624871859989,0,5,14,"equal",0,3,4,TRUE,"off",99,12
"171",12.3576101956647,0.347175121467519,0,6,14,"equal",0,3,4,TRUE,"off",99,12
"172",14.4226301403311,0.243424457002073,0,7,14,"equal",0,3,4,TRUE,"off",99,12
"173",16.4876500849974,0.147893068400141,0,8,14,"equal",0,3,4,TRUE,"off",99,12
"174",18.5526700296637,0.0752167752892065,0,9,14,"equal",0,3,4,TRUE,"off",99,12
"175",20.61768997433,0.0221276996809947,2.02266596357828e-112,10,14,"equal",0,3,4,TRUE,"off",99,12
"176",22.6827099189963,-0.00967341760235427,1,11,14,"equal",0,3,4,TRUE,"off",99,12
"177",24.7477298636626,-0.0220161953636043,1,12,14,"equal",0,3,4,TRUE,"off",99,12
"178",26.812749808329,-0.0256142621543903,1,13,14,"equal",0,3,4,TRUE,"off",99,12
"179",28.8777697529953,-0.0151215800635343,1,14,14,"equal",0,3,4,TRUE,"off",99,12
"180",30.9427896976616,-0.00958108297097546,1,15,14,"equal",0,3,4,TRUE,"off",99,12
"181",2.03250997233316,0.892599178817662,0,1,15,"equal",0,3,4,TRUE,"off",99,13
"182",4.09753041699947,0.774850083717444,0,2,15,"equal",0,3,4,TRUE,"off",99,13
"183",6.16255036166579,0.658934927463537,0,3,15,"equal",0,3,4,TRUE,"off",99,13
"184",8.22757030633211,0.539194812964027,0,4,15,"equal",0,3,4,TRUE,"off",99,13
"185",10.2925902509984,0.426203025225529,0,5,15,"equal",0,3,4,TRUE,"off",99,13
"186",12.3576101956647,0.341167977365101,0,6,15,"equal",0,3,4,TRUE,"off",99,13
"187",14.4226301403311,0.266941460932001,0,7,15,"equal",0,3,4,TRUE,"off",99,13
"188",16.4876500849974,0.209986740538485,0,8,15,"equal",0,3,4,TRUE,"off",99,13
"189",18.5526700296637,0.168682481791336,0,9,15,"equal",0,3,4,TRUE,"off",99,13
"190",20.61768997433,0.139895310087157,0,10,15,"equal",0,3,4,TRUE,"off",99,13
"191",22.6827099189963,0.117646500311862,0,11,15,"equal",0,3,4,TRUE,"off",99,13
"192",24.7477298636626,0.0943458217179142,0,12,15,"equal",0,3,4,TRUE,"off",99,13
"193",26.812749808329,0.0649971966835688,0,13,15,"equal",0,3,4,TRUE,"off",99,13
"194",28.8777697529953,0.032847066245128,6.29893753945341e-284,14,15,"equal",0,3,4,TRUE,"off",99,13
"195",30.9427896976616,0.00119030633308817,0.0732786245472123,15,15,"equal",0,3,4,TRUE,"off",99,13
"196",2.03250997233316,0.919753339682974,0,1,16,"equal",0,3,4,TRUE,"off",99,14
"197",4.09753041699947,0.831592447255077,0,2,16,"equal",0,3,4,TRUE,"off",99,14
