"","Mantel.local","Class.Index","P.value","run","Comparison.type","Yard.diff","Neighbor.dist","Num.nursery","Mimicry","Constraints","step"
"20.9",0.0013395371647913,19,0.099009900990099,20,"equal",0,3,4,TRUE,"off",99
"20.10",0.00224462630210487,21,0.108910891089109,20,"equal",0,3,4,TRUE,"off",99
"20.11",0.00140592583770402,23,0.118811881188119,20,"equal",0,3,4,TRUE,"off",99
"20.12",0.00139152751836501,25,0.128712871287129,20,"equal",0,3,4,TRUE,"off",99
"20.13",0.00120538114428361,27,0.138613861386139,20,"equal",0,3,4,TRUE,"off",99
"20.14",0.00115654490502434,29,0.148514851485149,20,"equal",0,3,4,TRUE,"off",99
"21",0.0322127875792712,1,0.0099009900990099,21,"equal",0,3,9,TRUE,"off",99
"21.1",0.0364392605931449,3,0.0198019801980198,21,"equal",0,3,9,TRUE,"off",99
"21.2",0.0261746721244179,5,0.0297029702970297,21,"equal",0,3,9,TRUE,"off",99
"21.3",0.0148982840454862,7,0.0396039603960396,21,"equal",0,3,9,TRUE,"off",99
"21.4",0.00851800529979152,9,0.0495049504950495,21,"equal",0,3,9,TRUE,"off",99
"21.5",0.00510051185546154,11,0.0594059405940594,21,"equal",0,3,9,TRUE,"off",99
"21.6",0.00239056515326159,13,0.0693069306930693,21,"equal",0,3,9,TRUE,"off",99
"21.7",0.00152659665819454,15,0.0792079207920792,21,"equal",0,3,9,TRUE,"off",99
"21.8",0.00101096028532928,17,0.0891089108910891,21,"equal",0,3,9,TRUE,"off",99
"21.9",0.00024365400191251,19,0.287128712871287,21,"equal",0,3,9,TRUE,"off",99
"21.10",0.000230495149449288,21,0.475247524752475,21,"equal",0,3,9,TRUE,"off",99
"21.11",-0.00168514649383515,23,0.118811881188119,21,"equal",0,3,9,TRUE,"off",99
"21.12",-0.00297244498320064,25,0.128712871287129,21,"equal",0,3,9,TRUE,"off",99
"21.13",-0.00354400646780211,27,0.138613861386139,21,"equal",0,3,9,TRUE,"off",99
"21.14",-0.00351814470117151,29,0.148514851485149,21,"equal",0,3,9,TRUE,"off",99
"22",0.030506873909851,1,0.0099009900990099,22,"equal",0,3,9,TRUE,"off",99
"22.1",0.0343513932175837,3,0.0198019801980198,22,"equal",0,3,9,TRUE,"off",99
"22.2",0.0247885241522484,5,0.0297029702970297,22,"equal",0,3,9,TRUE,"off",99
"22.3",0.0155635629179818,7,0.0396039603960396,22,"equal",0,3,9,TRUE,"off",99
"22.4",0.0109893097741736,9,0.0495049504950495,22,"equal",0,3,9,TRUE,"off",99
"22.5",0.00809847140609179,11,0.0594059405940594,22,"equal",0,3,9,TRUE,"off",99
"22.6",0.00600964105263548,13,0.0693069306930693,22,"equal",0,3,9,TRUE,"off",99
"22.7",0.00361041387092154,15,0.0792079207920792,22,"equal",0,3,9,TRUE,"off",99
"22.8",0.00171479180596747,17,0.0891089108910891,22,"equal",0,3,9,TRUE,"off",99
"22.9",0.000599388090552884,19,0.099009900990099,22,"equal",0,3,9,TRUE,"off",99
"22.10",0.000194086094778799,21,0.336633663366337,22,"equal",0,3,9,TRUE,"off",99
"22.11",-0.00180302477427909,23,0.118811881188119,22,"equal",0,3,9,TRUE,"off",99
"22.12",-0.00271433831146735,25,0.128712871287129,22,"equal",0,3,9,TRUE,"off",99
"22.13",-0.00256436976184018,27,0.138613861386139,22,"equal",0,3,9,TRUE,"off",99
"22.14",-0.00205080737505817,29,0.148514851485149,22,"equal",0,3,9,TRUE,"off",99
"23",0.0313678380116562,1,0.0099009900990099,23,"equal",0,3,9,TRUE,"off",99
"23.1",0.0346188448112665,3,0.0198019801980198,23,"equal",0,3,9,TRUE,"off",99
"23.2",0.0236198211211595,5,0.0297029702970297,23,"equal",0,3,9,TRUE,"off",99
"23.3",0.0128800001556821,7,0.0396039603960396,23,"equal",0,3,9,TRUE,"off",99
"23.4",0.00667424785307849,9,0.0495049504950495,23,"equal",0,3,9,TRUE,"off",99
"23.5",0.00395346381579514,11,0.0594059405940594,23,"equal",0,3,9,TRUE,"off",99
"23.6",0.00122171665439509,13,0.0693069306930693,23,"equal",0,3,9,TRUE,"off",99
"23.7",0.00051551517330393,15,0.0792079207920792,23,"equal",0,3,9,TRUE,"off",99
"23.8",0.000354931551333372,17,0.158415841584158,23,"equal",0,3,9,TRUE,"off",99
"23.9",0.000712634609326904,19,0.148514851485149,23,"equal",0,3,9,TRUE,"off",99
"23.10",0.00259218225357328,21,0.108910891089109,23,"equal",0,3,9,TRUE,"off",99
"23.11",0.00230013287171916,23,0.118811881188119,23,"equal",0,3,9,TRUE,"off",99
"23.12",0.00301186184929446,25,0.128712871287129,23,"equal",0,3,9,TRUE,"off",99
"23.13",0.00285672425666831,27,0.138613861386139,23,"equal",0,3,9,TRUE,"off",99
"23.14",0.00214851897866774,29,0.148514851485149,23,"equal",0,3,9,TRUE,"off",99
"24",0.0290399667892429,1,0.0099009900990099,24,"equal",0,3,9,TRUE,"off",88
"24.1",0.0326129393119025,3,0.0198019801980198,24,"equal",0,3,9,TRUE,"off",88
"24.2",0.0233897410871805,5,0.0297029702970297,24,"equal",0,3,9,TRUE,"off",88
"24.3",0.0138581350804126,7,0.0396039603960396,24,"equal",0,3,9,TRUE,"off",88
"24.4",0.00871476310067681,9,0.0495049504950495,24,"equal",0,3,9,TRUE,"off",88
"24.5",0.00640940777763678,11,0.0594059405940594,24,"equal",0,3,9,TRUE,"off",88
"24.6",0.0039770168617639,13,0.0693069306930693,24,"equal",0,3,9,TRUE,"off",88
"24.7",0.0031880251380344,15,0.0792079207920792,24,"equal",0,3,9,TRUE,"off",88
"24.8",0.00314361101626996,17,0.0891089108910891,24,"equal",0,3,9,TRUE,"off",88
"24.9",0.00297739212782691,19,0.099009900990099,24,"equal",0,3,9,TRUE,"off",88
"24.10",0.00386652518366784,21,0.108910891089109,24,"equal",0,3,9,TRUE,"off",88
"24.11",0.0029621677612965,23,0.118811881188119,24,"equal",0,3,9,TRUE,"off",88
"24.12",0.00309349393404056,25,0.128712871287129,24,"equal",0,3,9,TRUE,"off",88
"24.13",0.00287372311340986,27,0.138613861386139,24,"equal",0,3,9,TRUE,"off",88
"24.14",0.00257805947688055,29,0.148514851485149,24,"equal",0,3,9,TRUE,"off",88
"25",0.0311020640872688,1,0.0099009900990099,25,"equal",0,3,9,TRUE,"off",99
"25.1",0.0352128784453509,3,0.0198019801980198,25,"equal",0,3,9,TRUE,"off",99
"25.2",0.0246350448265973,5,0.0297029702970297,25,"equal",0,3,9,TRUE,"off",99
"25.3",0.0135085000708616,7,0.0396039603960396,25,"equal",0,3,9,TRUE,"off",99
"25.4",0.00715913352265488,9,0.0495049504950495,25,"equal",0,3,9,TRUE,"off",99
"25.5",0.00448401307805348,11,0.0594059405940594,25,"equal",0,3,9,TRUE,"off",99
"25.6",0.00262493459025651,13,0.0693069306930693,25,"equal",0,3,9,TRUE,"off",99
"25.7",0.00201541643568694,15,0.0792079207920792,25,"equal",0,3,9,TRUE,"off",99
"25.8",0.00140865322593025,17,0.0891089108910891,25,"equal",0,3,9,TRUE,"off",99
"25.9",0.00101362720564101,19,0.099009900990099,25,"equal",0,3,9,TRUE,"off",99
"25.10",0.00120155391979196,21,0.108910891089109,25,"equal",0,3,9,TRUE,"off",99
"25.11",0.000366395060924418,23,0.227722772277228,25,"equal",0,3,9,TRUE,"off",99
"25.12",0.000575233105114078,25,0.297029702970297,25,"equal",0,3,9,TRUE,"off",99
"25.13",0.00044810638326606,27,0.445544554455445,25,"equal",0,3,9,TRUE,"off",99
"25.14",-0.000209066179106727,29,0.594059405940594,25,"equal",0,3,9,TRUE,"off",99
"26",0.030113783275865,1,0.0099009900990099,26,"equal",0,3,9,TRUE,"off",99
"26.1",0.0342552170685802,3,0.0198019801980198,26,"equal",0,3,9,TRUE,"off",99
"26.2",0.0248927803850767,5,0.0297029702970297,26,"equal",0,3,9,TRUE,"off",99
"26.3",0.0148929366929117,7,0.0396039603960396,26,"equal",0,3,9,TRUE,"off",99
"26.4",0.00914986537120904,9,0.0495049504950495,26,"equal",0,3,9,TRUE,"off",99
"26.5",0.00609670103255103,11,0.0594059405940594,26,"equal",0,3,9,TRUE,"off",99
"26.6",0.00335958653430127,13,0.0693069306930693,26,"equal",0,3,9,TRUE,"off",99
"26.7",0.00195433291390967,15,0.0792079207920792,26,"equal",0,3,9,TRUE,"off",99
"26.8",0.00131786047045032,17,0.0891089108910891,26,"equal",0,3,9,TRUE,"off",99
"26.9",0.000965648942858854,19,0.099009900990099,26,"equal",0,3,9,TRUE,"off",99
"26.10",0.00202270350569423,21,0.108910891089109,26,"equal",0,3,9,TRUE,"off",99
"26.11",0.00211545653683042,23,0.118811881188119,26,"equal",0,3,9,TRUE,"off",99
"26.12",0.00382993175512274,25,0.128712871287129,26,"equal",0,3,9,TRUE,"off",99
"26.13",0.00468957957491943,27,0.138613861386139,26,"equal",0,3,9,TRUE,"off",99
"26.14",0.00485275337358707,29,0.148514851485149,26,"equal",0,3,9,TRUE,"off",99
"27",0.0308170349688676,1,0.0099009900990099,27,"equal",0,3,9,TRUE,"off",99
"27.1",0.0346972758988457,3,0.0198019801980198,27,"equal",0,3,9,TRUE,"off",99
"27.2",0.0248951762442648,5,0.0297029702970297,27,"equal",0,3,9,TRUE,"off",99
"27.3",0.0148193621216679,7,0.0396039603960396,27,"equal",0,3,9,TRUE,"off",99
"27.4",0.00941351534828555,9,0.0495049504950495,27,"equal",0,3,9,TRUE,"off",99
"27.5",0.0066247470455113,11,0.0594059405940594,27,"equal",0,3,9,TRUE,"off",99
"27.6",0.00388318041740028,13,0.0693069306930693,27,"equal",0,3,9,TRUE,"off",99
"27.7",0.00196045951307763,15,0.0792079207920792,27,"equal",0,3,9,TRUE,"off",99
"27.8",0.000871211476811061,17,0.0891089108910891,27,"equal",0,3,9,TRUE,"off",99
"27.9",0.000777749307461956,19,0.099009900990099,27,"equal",0,3,9,TRUE,"off",99
"27.10",0.00206558136997145,21,0.108910891089109,27,"equal",0,3,9,TRUE,"off",99
"27.11",0.00170858503243703,23,0.118811881188119,27,"equal",0,3,9,TRUE,"off",99
"27.12",0.00192360014923511,25,0.128712871287129,27,"equal",0,3,9,TRUE,"off",99
"27.13",0.00244740111612301,27,0.138613861386139,27,"equal",0,3,9,TRUE,"off",99
"27.14",0.00283363250864067,29,0.148514851485149,27,"equal",0,3,9,TRUE,"off",99
"28",0.0298605311325402,1,0.0099009900990099,28,"equal",0,3,9,TRUE,"off",99
"28.1",0.0333681944768814,3,0.0198019801980198,28,"equal",0,3,9,TRUE,"off",99
"28.2",0.0237099139326805,5,0.0297029702970297,28,"equal",0,3,9,TRUE,"off",99
"28.3",0.0143166024125553,7,0.0396039603960396,28,"equal",0,3,9,TRUE,"off",99
"28.4",0.00921275450298615,9,0.0495049504950495,28,"equal",0,3,9,TRUE,"off",99
"28.5",0.00655580817405174,11,0.0594059405940594,28,"equal",0,3,9,TRUE,"off",99
"28.6",0.00435679276860106,13,0.0693069306930693,28,"equal",0,3,9,TRUE,"off",99
"28.7",0.00351015835035456,15,0.0792079207920792,28,"equal",0,3,9,TRUE,"off",99
"28.8",0.00341715447198011,17,0.0891089108910891,28,"equal",0,3,9,TRUE,"off",99
"28.9",0.00291754278140116,19,0.099009900990099,28,"equal",0,3,9,TRUE,"off",99
"28.10",0.00328827430095196,21,0.108910891089109,28,"equal",0,3,9,TRUE,"off",99
"28.11",0.00191566425283641,23,0.118811881188119,28,"equal",0,3,9,TRUE,"off",99
"28.12",0.0021191387132741,25,0.128712871287129,28,"equal",0,3,9,TRUE,"off",99
"28.13",0.00238286034126243,27,0.138613861386139,28,"equal",0,3,9,TRUE,"off",99
"28.14",0.00278618946118704,29,0.148514851485149,28,"equal",0,3,9,TRUE,"off",99
"29",0.030363883768791,1,0.0099009900990099,29,"equal",0,3,9,TRUE,"off",99
"29.1",0.0340975024598544,3,0.0198019801980198,29,"equal",0,3,9,TRUE,"off",99
"29.2",0.0248800926613688,5,0.0297029702970297,29,"equal",0,3,9,TRUE,"off",99
"29.3",0.0150547514155645,7,0.0396039603960396,29,"equal",0,3,9,TRUE,"off",99
"29.4",0.00981557848421681,9,0.0495049504950495,29,"equal",0,3,9,TRUE,"off",99
"29.5",0.00799896059371889,11,0.0594059405940594,29,"equal",0,3,9,TRUE,"off",99
"29.6",0.00601732298773225,13,0.0693069306930693,29,"equal",0,3,9,TRUE,"off",99
"29.7",0.00546789459705963,15,0.0792079207920792,29,"equal",0,3,9,TRUE,"off",99
"29.8",0.00570388632251168,17,0.0891089108910891,29,"equal",0,3,9,TRUE,"off",99
"29.9",0.00582375618475677,19,0.099009900990099,29,"equal",0,3,9,TRUE,"off",99
"29.10",0.00653768504785765,21,0.108910891089109,29,"equal",0,3,9,TRUE,"off",99
"29.11",0.00512391833714269,23,0.118811881188119,29,"equal",0,3,9,TRUE,"off",99
"29.12",0.00507815719125649,25,0.128712871287129,29,"equal",0,3,9,TRUE,"off",99
"29.13",0.00468488424118017,27,0.138613861386139,29,"equal",0,3,9,TRUE,"off",99
"29.14",0.0044619873509204,29,0.148514851485149,29,"equal",0,3,9,TRUE,"off",99
"30",0.0309547295237342,1,0.0099009900990099,30,"equal",0,3,9,TRUE,"off",99
"30.1",0.034155545603446,3,0.0198019801980198,30,"equal",0,3,9,TRUE,"off",99
"30.2",0.0235745907387385,5,0.0297029702970297,30,"equal",0,3,9,TRUE,"off",99
"30.3",0.0122774977057323,7,0.0396039603960396,30,"equal",0,3,9,TRUE,"off",99
"30.4",0.00507379217126742,9,0.0495049504950495,30,"equal",0,3,9,TRUE,"off",99
"30.5",0.00201289448038877,11,0.0594059405940594,30,"equal",0,3,9,TRUE,"off",99
"30.6",-0.000212258248043493,13,0.217821782178218,30,"equal",0,3,9,TRUE,"off",99
"30.7",-0.000322482288449446,15,0.376237623762376,30,"equal",0,3,9,TRUE,"off",99
"30.8",0.000226463008311698,17,0.564356435643564,30,"equal",0,3,9,TRUE,"off",99
"30.9",0.000593592658320569,19,0.316831683168317,30,"equal",0,3,9,TRUE,"off",99
"30.10",0.00210404264689295,21,0.108910891089109,30,"equal",0,3,9,TRUE,"off",99
"30.11",0.00165733490385053,23,0.118811881188119,30,"equal",0,3,9,TRUE,"off",99
"30.12",0.00210110626272936,25,0.128712871287129,30,"equal",0,3,9,TRUE,"off",99
"30.13",0.00211798371947422,27,0.138613861386139,30,"equal",0,3,9,TRUE,"off",99
"30.14",0.00165182539191316,29,0.148514851485149,30,"equal",0,3,9,TRUE,"off",99
