"","Mantel.local","Class.Index","P.value","run","Comparison.type","Yard.diff","Neighbor.distance","Num.nursery","Mimicry","Constraints","Step"
"75.10",0.001226387799333,21,0.108910891089109,75,"equal-or-greater","1",6,1,TRUE,"off",53
"75.11",0.000934206193151711,23,0.118811881188119,75,"equal-or-greater","1",6,1,TRUE,"off",53
"75.12",0.000844078786291715,25,0.128712871287129,75,"equal-or-greater","1",6,1,TRUE,"off",53
"75.13",0.000823367564148086,27,0.158415841584158,75,"equal-or-greater","1",6,1,TRUE,"off",53
"75.14",0.000932591102461125,29,0.178217821782178,75,"equal-or-greater","1",6,1,TRUE,"off",53
"76",0.00593470356511665,1,0.0099009900990099,76,"equal-or-greater","1",6,1,TRUE,"off",34
"76.1",0.00833318767998248,3,0.0198019801980198,76,"equal-or-greater","1",6,1,TRUE,"off",34
"76.2",0.00891609035587981,5,0.0297029702970297,76,"equal-or-greater","1",6,1,TRUE,"off",34
"76.3",0.00758729715394019,7,0.0396039603960396,76,"equal-or-greater","1",6,1,TRUE,"off",34
"76.4",0.00664085249534754,9,0.0495049504950495,76,"equal-or-greater","1",6,1,TRUE,"off",34
"76.5",0.00519358197520165,11,0.0594059405940594,76,"equal-or-greater","1",6,1,TRUE,"off",34
"76.6",0.00399816931389071,13,0.0693069306930693,76,"equal-or-greater","1",6,1,TRUE,"off",34
"76.7",0.0029663877755494,15,0.0792079207920792,76,"equal-or-greater","1",6,1,TRUE,"off",34
"76.8",0.00217620436752348,17,0.0891089108910891,76,"equal-or-greater","1",6,1,TRUE,"off",34
"76.9",0.00124139596286023,19,0.099009900990099,76,"equal-or-greater","1",6,1,TRUE,"off",34
"76.10",0.000873270782961991,21,0.108910891089109,76,"equal-or-greater","1",6,1,TRUE,"off",34
"76.11",0.00020827743488083,23,0.297029702970297,76,"equal-or-greater","1",6,1,TRUE,"off",34
"76.12",-0.000298612993979636,25,0.455445544554455,76,"equal-or-greater","1",6,1,TRUE,"off",34
"76.13",-0.000758107855019533,27,0.534653465346535,76,"equal-or-greater","1",6,1,TRUE,"off",34
"76.14",-0.00160203559180146,29,0.148514851485149,76,"equal-or-greater","1",6,1,TRUE,"off",34
"77",0.00513221567420726,1,0.0099009900990099,77,"equal-or-greater","1",6,1,TRUE,"off",33
"77.1",0.0072036636890054,3,0.0198019801980198,77,"equal-or-greater","1",6,1,TRUE,"off",33
"77.2",0.00784424169206916,5,0.0297029702970297,77,"equal-or-greater","1",6,1,TRUE,"off",33
"77.3",0.0066123042732488,7,0.0396039603960396,77,"equal-or-greater","1",6,1,TRUE,"off",33
"77.4",0.00568383755806066,9,0.0495049504950495,77,"equal-or-greater","1",6,1,TRUE,"off",33
"77.5",0.00450300444752582,11,0.0594059405940594,77,"equal-or-greater","1",6,1,TRUE,"off",33
"77.6",0.00359713228086549,13,0.0693069306930693,77,"equal-or-greater","1",6,1,TRUE,"off",33
"77.7",0.00223262809107129,15,0.0792079207920792,77,"equal-or-greater","1",6,1,TRUE,"off",33
"77.8",0.00163539706950817,17,0.0891089108910891,77,"equal-or-greater","1",6,1,TRUE,"off",33
"77.9",0.00114224769452589,19,0.099009900990099,77,"equal-or-greater","1",6,1,TRUE,"off",33
"77.10",0.000917882139686509,21,0.108910891089109,77,"equal-or-greater","1",6,1,TRUE,"off",33
"77.11",0.000598556179740898,23,0.158415841584158,77,"equal-or-greater","1",6,1,TRUE,"off",33
"77.12",0.000193018001638486,25,0.415841584158416,77,"equal-or-greater","1",6,1,TRUE,"off",33
"77.13",0.000421489468581561,27,0.514851485148515,77,"equal-or-greater","1",6,1,TRUE,"off",33
"77.14",0.00031913373886025,29,0.712871287128713,77,"equal-or-greater","1",6,1,TRUE,"off",33
"78",0.0061204696027868,1,0.0099009900990099,78,"equal-or-greater","1",6,1,TRUE,"off",29
"78.1",0.00873985660995578,3,0.0198019801980198,78,"equal-or-greater","1",6,1,TRUE,"off",29
"78.2",0.00965877252969845,5,0.0297029702970297,78,"equal-or-greater","1",6,1,TRUE,"off",29
"78.3",0.00830352488763897,7,0.0396039603960396,78,"equal-or-greater","1",6,1,TRUE,"off",29
"78.4",0.0074008414633999,9,0.0495049504950495,78,"equal-or-greater","1",6,1,TRUE,"off",29
"78.5",0.00587299276828529,11,0.0594059405940594,78,"equal-or-greater","1",6,1,TRUE,"off",29
"78.6",0.00457924273700712,13,0.0693069306930693,78,"equal-or-greater","1",6,1,TRUE,"off",29
"78.7",0.00306756558953012,15,0.0792079207920792,78,"equal-or-greater","1",6,1,TRUE,"off",29
"78.8",0.00204748314973418,17,0.0891089108910891,78,"equal-or-greater","1",6,1,TRUE,"off",29
"78.9",0.00108812940167472,19,0.099009900990099,78,"equal-or-greater","1",6,1,TRUE,"off",29
"78.10",0.000531446579302929,21,0.148514851485149,78,"equal-or-greater","1",6,1,TRUE,"off",29
"78.11",-0.000231144942692065,23,0.386138613861386,78,"equal-or-greater","1",6,1,TRUE,"off",29
"78.12",-0.000917850498680844,25,0.386138613861386,78,"equal-or-greater","1",6,1,TRUE,"off",29
"78.13",-0.00119421180542272,27,0.198019801980198,78,"equal-or-greater","1",6,1,TRUE,"off",29
"78.14",-0.00136546192466712,29,0.237623762376238,78,"equal-or-greater","1",6,1,TRUE,"off",29
"79",0.00517321598562314,1,0.0099009900990099,79,"equal-or-greater","1",6,1,TRUE,"off",41
"79.1",0.0074525996235242,3,0.0198019801980198,79,"equal-or-greater","1",6,1,TRUE,"off",41
"79.2",0.00805402623834272,5,0.0297029702970297,79,"equal-or-greater","1",6,1,TRUE,"off",41
"79.3",0.00659069795556551,7,0.0396039603960396,79,"equal-or-greater","1",6,1,TRUE,"off",41
"79.4",0.0057377262148394,9,0.0495049504950495,79,"equal-or-greater","1",6,1,TRUE,"off",41
"79.5",0.00440527880840667,11,0.0594059405940594,79,"equal-or-greater","1",6,1,TRUE,"off",41
"79.6",0.00333995855684646,13,0.0693069306930693,79,"equal-or-greater","1",6,1,TRUE,"off",41
"79.7",0.0023962087344414,15,0.0792079207920792,79,"equal-or-greater","1",6,1,TRUE,"off",41
"79.8",0.00153526192932101,17,0.0891089108910891,79,"equal-or-greater","1",6,1,TRUE,"off",41
"79.9",0.00105259553014484,19,0.099009900990099,79,"equal-or-greater","1",6,1,TRUE,"off",41
"79.10",0.00105739740459712,21,0.108910891089109,79,"equal-or-greater","1",6,1,TRUE,"off",41
"79.11",0.000767514422249006,23,0.118811881188119,79,"equal-or-greater","1",6,1,TRUE,"off",41
"79.12",0.000833624603082388,25,0.178217821782178,79,"equal-or-greater","1",6,1,TRUE,"off",41
"79.13",0.000698638284410324,27,0.277227722772277,79,"equal-or-greater","1",6,1,TRUE,"off",41
"79.14",0.000987028507839216,29,0.198019801980198,79,"equal-or-greater","1",6,1,TRUE,"off",41
"80",0.00509115512607397,1,0.0099009900990099,80,"equal-or-greater","1",6,1,TRUE,"off",33
"80.1",0.00727845834808485,3,0.0198019801980198,80,"equal-or-greater","1",6,1,TRUE,"off",33
"80.2",0.00774882204206007,5,0.0297029702970297,80,"equal-or-greater","1",6,1,TRUE,"off",33
"80.3",0.00639505125810312,7,0.0396039603960396,80,"equal-or-greater","1",6,1,TRUE,"off",33
"80.4",0.00566044861274969,9,0.0495049504950495,80,"equal-or-greater","1",6,1,TRUE,"off",33
"80.5",0.00425537162025696,11,0.0594059405940594,80,"equal-or-greater","1",6,1,TRUE,"off",33
"80.6",0.00304687818256218,13,0.0693069306930693,80,"equal-or-greater","1",6,1,TRUE,"off",33
"80.7",0.00202697762957239,15,0.0792079207920792,80,"equal-or-greater","1",6,1,TRUE,"off",33
"80.8",0.00121259899871557,17,0.0891089108910891,80,"equal-or-greater","1",6,1,TRUE,"off",33
"80.9",0.000640814892101463,19,0.099009900990099,80,"equal-or-greater","1",6,1,TRUE,"off",33
"80.10",0.000686468766159071,21,0.138613861386139,80,"equal-or-greater","1",6,1,TRUE,"off",33
"80.11",0.000373953072342955,23,0.237623762376238,80,"equal-or-greater","1",6,1,TRUE,"off",33
"80.12",0.00027411614029119,25,0.376237623762376,80,"equal-or-greater","1",6,1,TRUE,"off",33
"80.13",0.000269032752434787,27,0.732673267326733,80,"equal-or-greater","1",6,1,TRUE,"off",33
"80.14",0.000257926406636699,29,0.861386138613861,80,"equal-or-greater","1",6,1,TRUE,"off",33
"81",0.00200413501510392,1,0.0099009900990099,81,"equal-or-greater","1",9,1,TRUE,"off",53
"81.1",0.00280622482314806,3,0.0198019801980198,81,"equal-or-greater","1",9,1,TRUE,"off",53
"81.2",0.00332847625863586,5,0.0297029702970297,81,"equal-or-greater","1",9,1,TRUE,"off",53
"81.3",0.00321270858672299,7,0.0396039603960396,81,"equal-or-greater","1",9,1,TRUE,"off",53
"81.4",0.00315238175169945,9,0.0495049504950495,81,"equal-or-greater","1",9,1,TRUE,"off",53
"81.5",0.00268910408511609,11,0.0594059405940594,81,"equal-or-greater","1",9,1,TRUE,"off",53
"81.6",0.00240786026970449,13,0.0693069306930693,81,"equal-or-greater","1",9,1,TRUE,"off",53
"81.7",0.00189361435324162,15,0.0792079207920792,81,"equal-or-greater","1",9,1,TRUE,"off",53
"81.8",0.00128532722408468,17,0.0891089108910891,81,"equal-or-greater","1",9,1,TRUE,"off",53
"81.9",0.000981355516906297,19,0.099009900990099,81,"equal-or-greater","1",9,1,TRUE,"off",53
"81.10",0.000684493711848962,21,0.108910891089109,81,"equal-or-greater","1",9,1,TRUE,"off",53
"81.11",0.000338802826985773,23,0.207920792079208,81,"equal-or-greater","1",9,1,TRUE,"off",53
"81.12",0.000147918926062187,25,0.465346534653465,81,"equal-or-greater","1",9,1,TRUE,"off",53
"81.13",-1.10656042040809e-05,27,0.930693069306931,81,"equal-or-greater","1",9,1,TRUE,"off",53
"81.14",-0.000257486924459036,29,0.98019801980198,81,"equal-or-greater","1",9,1,TRUE,"off",53
"82",0.00253061328036572,1,0.0099009900990099,82,"equal-or-greater","1",9,1,TRUE,"off",56
"82.1",0.00364710009949044,3,0.0198019801980198,82,"equal-or-greater","1",9,1,TRUE,"off",56
"82.2",0.00431112542611685,5,0.0297029702970297,82,"equal-or-greater","1",9,1,TRUE,"off",56
"82.3",0.00411753600670514,7,0.0396039603960396,82,"equal-or-greater","1",9,1,TRUE,"off",56
"82.4",0.00395640308364958,9,0.0495049504950495,82,"equal-or-greater","1",9,1,TRUE,"off",56
"82.5",0.00357246428739247,11,0.0594059405940594,82,"equal-or-greater","1",9,1,TRUE,"off",56
"82.6",0.00311249031203229,13,0.0693069306930693,82,"equal-or-greater","1",9,1,TRUE,"off",56
"82.7",0.00246850889123693,15,0.0792079207920792,82,"equal-or-greater","1",9,1,TRUE,"off",56
"82.8",0.00193389783581737,17,0.0891089108910891,82,"equal-or-greater","1",9,1,TRUE,"off",56
"82.9",0.00153008735767125,19,0.099009900990099,82,"equal-or-greater","1",9,1,TRUE,"off",56
"82.10",0.00121752818278304,21,0.108910891089109,82,"equal-or-greater","1",9,1,TRUE,"off",56
"82.11",0.000885966134345284,23,0.118811881188119,82,"equal-or-greater","1",9,1,TRUE,"off",56
"82.12",0.00061698248372907,25,0.217821782178218,82,"equal-or-greater","1",9,1,TRUE,"off",56
"82.13",0.000231401923606207,27,0.376237623762376,82,"equal-or-greater","1",9,1,TRUE,"off",56
"82.14",-0.000232952225116833,29,0.653465346534653,82,"equal-or-greater","1",9,1,TRUE,"off",56
"83",0.00235944889979325,1,0.0099009900990099,83,"equal-or-greater","1",9,1,TRUE,"off",42
"83.1",0.00357544478094453,3,0.0198019801980198,83,"equal-or-greater","1",9,1,TRUE,"off",42
"83.2",0.004260357476547,5,0.0297029702970297,83,"equal-or-greater","1",9,1,TRUE,"off",42
"83.3",0.00412834436955306,7,0.0396039603960396,83,"equal-or-greater","1",9,1,TRUE,"off",42
"83.4",0.00412795791426822,9,0.0495049504950495,83,"equal-or-greater","1",9,1,TRUE,"off",42
"83.5",0.00366929070022857,11,0.0594059405940594,83,"equal-or-greater","1",9,1,TRUE,"off",42
"83.6",0.00357374311955557,13,0.0693069306930693,83,"equal-or-greater","1",9,1,TRUE,"off",42
"83.7",0.00293306541613249,15,0.0792079207920792,83,"equal-or-greater","1",9,1,TRUE,"off",42
"83.8",0.00252134382598901,17,0.0891089108910891,83,"equal-or-greater","1",9,1,TRUE,"off",42
"83.9",0.00210629873857266,19,0.099009900990099,83,"equal-or-greater","1",9,1,TRUE,"off",42
"83.10",0.00184653515313695,21,0.108910891089109,83,"equal-or-greater","1",9,1,TRUE,"off",42
"83.11",0.00175031707880186,23,0.118811881188119,83,"equal-or-greater","1",9,1,TRUE,"off",42
"83.12",0.00150996426473439,25,0.128712871287129,83,"equal-or-greater","1",9,1,TRUE,"off",42
"83.13",0.00138106433085325,27,0.138613861386139,83,"equal-or-greater","1",9,1,TRUE,"off",42
"83.14",0.00113312634725954,29,0.148514851485149,83,"equal-or-greater","1",9,1,TRUE,"off",42
"84",0.00236987769709383,1,0.0099009900990099,84,"equal-or-greater","1",9,1,TRUE,"off",38
"84.1",0.00344562694447447,3,0.0198019801980198,84,"equal-or-greater","1",9,1,TRUE,"off",38
"84.2",0.00409375085005174,5,0.0297029702970297,84,"equal-or-greater","1",9,1,TRUE,"off",38
"84.3",0.00402521253130947,7,0.0396039603960396,84,"equal-or-greater","1",9,1,TRUE,"off",38
"84.4",0.00418756658608286,9,0.0495049504950495,84,"equal-or-greater","1",9,1,TRUE,"off",38
"84.5",0.00387167265979581,11,0.0594059405940594,84,"equal-or-greater","1",9,1,TRUE,"off",38
"84.6",0.00361804109982021,13,0.0693069306930693,84,"equal-or-greater","1",9,1,TRUE,"off",38
"84.7",0.00294790147407793,15,0.0792079207920792,84,"equal-or-greater","1",9,1,TRUE,"off",38
"84.8",0.00258378162630188,17,0.0891089108910891,84,"equal-or-greater","1",9,1,TRUE,"off",38
"84.9",0.00219755151397962,19,0.099009900990099,84,"equal-or-greater","1",9,1,TRUE,"off",38
"84.10",0.00210655379162884,21,0.108910891089109,84,"equal-or-greater","1",9,1,TRUE,"off",38
"84.11",0.00152013072967331,23,0.118811881188119,84,"equal-or-greater","1",9,1,TRUE,"off",38
"84.12",0.00117275444608303,25,0.128712871287129,84,"equal-or-greater","1",9,1,TRUE,"off",38
"84.13",0.000798728659513272,27,0.138613861386139,84,"equal-or-greater","1",9,1,TRUE,"off",38
"84.14",0.000382610083813689,29,0.257425742574257,84,"equal-or-greater","1",9,1,TRUE,"off",38
"85",0.00253413615041281,1,0.0099009900990099,85,"equal-or-greater","1",9,1,TRUE,"off",49
"85.1",0.00388027312915124,3,0.0198019801980198,85,"equal-or-greater","1",9,1,TRUE,"off",49
"85.2",0.00455247615104777,5,0.0297029702970297,85,"equal-or-greater","1",9,1,TRUE,"off",49
"85.3",0.0045088369175144,7,0.0396039603960396,85,"equal-or-greater","1",9,1,TRUE,"off",49
"85.4",0.00455526597036277,9,0.0495049504950495,85,"equal-or-greater","1",9,1,TRUE,"off",49
"85.5",0.00393530766242112,11,0.0594059405940594,85,"equal-or-greater","1",9,1,TRUE,"off",49
"85.6",0.00349722348078932,13,0.0693069306930693,85,"equal-or-greater","1",9,1,TRUE,"off",49
"85.7",0.00293628425416786,15,0.0792079207920792,85,"equal-or-greater","1",9,1,TRUE,"off",49
"85.8",0.00235768121730661,17,0.0891089108910891,85,"equal-or-greater","1",9,1,TRUE,"off",49
"85.9",0.00184621271894753,19,0.099009900990099,85,"equal-or-greater","1",9,1,TRUE,"off",49
"85.10",0.00154197122445413,21,0.108910891089109,85,"equal-or-greater","1",9,1,TRUE,"off",49
"85.11",0.000831527505823365,23,0.118811881188119,85,"equal-or-greater","1",9,1,TRUE,"off",49
"85.12",0.000449297803191292,25,0.237623762376238,85,"equal-or-greater","1",9,1,TRUE,"off",49
"85.13",0.000174739928251288,27,0.475247524752475,85,"equal-or-greater","1",9,1,TRUE,"off",49
"85.14",-0.000319591680353708,29,0.712871287128713,85,"equal-or-greater","1",9,1,TRUE,"off",49
"86",0.00241769375238265,1,0.0099009900990099,86,"equal-or-greater","1",9,1,TRUE,"off",40
"86.1",0.00352602613495143,3,0.0198019801980198,86,"equal-or-greater","1",9,1,TRUE,"off",40
"86.2",0.00403358010440053,5,0.0297029702970297,86,"equal-or-greater","1",9,1,TRUE,"off",40
"86.3",0.00393225370336876,7,0.0396039603960396,86,"equal-or-greater","1",9,1,TRUE,"off",40
"86.4",0.00363904857500897,9,0.0495049504950495,86,"equal-or-greater","1",9,1,TRUE,"off",40
"86.5",0.0032969260158212,11,0.0594059405940594,86,"equal-or-greater","1",9,1,TRUE,"off",40
"86.6",0.00301512719914807,13,0.0693069306930693,86,"equal-or-greater","1",9,1,TRUE,"off",40
"86.7",0.00271020235037636,15,0.0792079207920792,86,"equal-or-greater","1",9,1,TRUE,"off",40
"86.8",0.00242184220821448,17,0.0891089108910891,86,"equal-or-greater","1",9,1,TRUE,"off",40
"86.9",0.00214345045981428,19,0.099009900990099,86,"equal-or-greater","1",9,1,TRUE,"off",40
"86.10",0.00193527420358411,21,0.108910891089109,86,"equal-or-greater","1",9,1,TRUE,"off",40
"86.11",0.00164847242329297,23,0.118811881188119,86,"equal-or-greater","1",9,1,TRUE,"off",40
"86.12",0.00157684629137675,25,0.128712871287129,86,"equal-or-greater","1",9,1,TRUE,"off",40
"86.13",0.00151142767760953,27,0.138613861386139,86,"equal-or-greater","1",9,1,TRUE,"off",40
"86.14",0.00118234401864415,29,0.148514851485149,86,"equal-or-greater","1",9,1,TRUE,"off",40
"87",0.00253132593323827,1,0.0099009900990099,87,"equal-or-greater","1",9,1,TRUE,"off",40
"87.1",0.00356679218201549,3,0.0198019801980198,87,"equal-or-greater","1",9,1,TRUE,"off",40
"87.2",0.00416946852410327,5,0.0297029702970297,87,"equal-or-greater","1",9,1,TRUE,"off",40
"87.3",0.00419613684175914,7,0.0396039603960396,87,"equal-or-greater","1",9,1,TRUE,"off",40
"87.4",0.00439735977187835,9,0.0495049504950495,87,"equal-or-greater","1",9,1,TRUE,"off",40
"87.5",0.00383922064610212,11,0.0594059405940594,87,"equal-or-greater","1",9,1,TRUE,"off",40
"87.6",0.00349742020837058,13,0.0693069306930693,87,"equal-or-greater","1",9,1,TRUE,"off",40
"87.7",0.00274234197649351,15,0.0792079207920792,87,"equal-or-greater","1",9,1,TRUE,"off",40
"87.8",0.00202853235787919,17,0.0891089108910891,87,"equal-or-greater","1",9,1,TRUE,"off",40
"87.9",0.00151106283220272,19,0.099009900990099,87,"equal-or-greater","1",9,1,TRUE,"off",40
"87.10",0.00113879850210263,21,0.108910891089109,87,"equal-or-greater","1",9,1,TRUE,"off",40
"87.11",0.000381774797462691,23,0.227722772277228,87,"equal-or-greater","1",9,1,TRUE,"off",40
"87.12",-0.000102985272632097,25,0.455445544554455,87,"equal-or-greater","1",9,1,TRUE,"off",40
"87.13",-0.00037998696709328,27,0.683168316831683,87,"equal-or-greater","1",9,1,TRUE,"off",40
"87.14",-0.000724401558904788,29,0.673267326732673,87,"equal-or-greater","1",9,1,TRUE,"off",40
"88",0.00255451253366752,1,0.0099009900990099,88,"equal-or-greater","1",9,1,TRUE,"off",42
"88.1",0.00358613038281488,3,0.0198019801980198,88,"equal-or-greater","1",9,1,TRUE,"off",42
"88.2",0.00389904004974075,5,0.0297029702970297,88,"equal-or-greater","1",9,1,TRUE,"off",42
"88.3",0.00389208291017923,7,0.0396039603960396,88,"equal-or-greater","1",9,1,TRUE,"off",42
"88.4",0.00404308758260447,9,0.0495049504950495,88,"equal-or-greater","1",9,1,TRUE,"off",42
"88.5",0.00350670614465576,11,0.0594059405940594,88,"equal-or-greater","1",9,1,TRUE,"off",42
"88.6",0.0032113739463516,13,0.0693069306930693,88,"equal-or-greater","1",9,1,TRUE,"off",42
"88.7",0.00245229025454528,15,0.0792079207920792,88,"equal-or-greater","1",9,1,TRUE,"off",42
"88.8",0.00163311839987394,17,0.0891089108910891,88,"equal-or-greater","1",9,1,TRUE,"off",42
"88.9",0.000992216877410385,19,0.099009900990099,88,"equal-or-greater","1",9,1,TRUE,"off",42
"88.10",0.000640687658472876,21,0.168316831683168,88,"equal-or-greater","1",9,1,TRUE,"off",42
"88.11",-7.49849055308837e-05,23,0.346534653465347,88,"equal-or-greater","1",9,1,TRUE,"off",42
"88.12",-0.000750555015655992,25,0.504950495049505,88,"equal-or-greater","1",9,1,TRUE,"off",42
"88.13",-0.0011361516015124,27,0.148514851485149,88,"equal-or-greater","1",9,1,TRUE,"off",42
"88.14",-0.00142976848809035,29,0.148514851485149,88,"equal-or-greater","1",9,1,TRUE,"off",42
"89",0.00210875677912526,1,0.0099009900990099,89,"equal-or-greater","1",9,1,TRUE,"off",56
"89.1",0.00287519873789214,3,0.0198019801980198,89,"equal-or-greater","1",9,1,TRUE,"off",56
"89.2",0.00342317614514967,5,0.0297029702970297,89,"equal-or-greater","1",9,1,TRUE,"off",56
"89.3",0.00335822160080098,7,0.0396039603960396,89,"equal-or-greater","1",9,1,TRUE,"off",56
"89.4",0.00337026855744963,9,0.0495049504950495,89,"equal-or-greater","1",9,1,TRUE,"off",56
"89.5",0.00296216272932469,11,0.0594059405940594,89,"equal-or-greater","1",9,1,TRUE,"off",56
"89.6",0.00275018772869924,13,0.0693069306930693,89,"equal-or-greater","1",9,1,TRUE,"off",56
"89.7",0.00231750520053084,15,0.0792079207920792,89,"equal-or-greater","1",9,1,TRUE,"off",56
"89.8",0.00200147773243044,17,0.0891089108910891,89,"equal-or-greater","1",9,1,TRUE,"off",56
"89.9",0.00186264456555267,19,0.099009900990099,89,"equal-or-greater","1",9,1,TRUE,"off",56
"89.10",0.0017229022439321,21,0.108910891089109,89,"equal-or-greater","1",9,1,TRUE,"off",56
"89.11",0.00137008614265896,23,0.118811881188119,89,"equal-or-greater","1",9,1,TRUE,"off",56
"89.12",0.00142534992886131,25,0.128712871287129,89,"equal-or-greater","1",9,1,TRUE,"off",56
"89.13",0.00138576602637111,27,0.138613861386139,89,"equal-or-greater","1",9,1,TRUE,"off",56
"89.14",0.00123027279539845,29,0.148514851485149,89,"equal-or-greater","1",9,1,TRUE,"off",56
"90",0.00225567795852232,1,0.0099009900990099,90,"equal-or-greater","1",9,1,TRUE,"off",56
"90.1",0.00333335230594345,3,0.0198019801980198,90,"equal-or-greater","1",9,1,TRUE,"off",56
"90.2",0.00377127248887009,5,0.0297029702970297,90,"equal-or-greater","1",9,1,TRUE,"off",56
"90.3",0.00362010871765275,7,0.0396039603960396,90,"equal-or-greater","1",9,1,TRUE,"off",56
"90.4",0.00338105880492171,9,0.0495049504950495,90,"equal-or-greater","1",9,1,TRUE,"off",56
"90.5",0.00307792864600004,11,0.0594059405940594,90,"equal-or-greater","1",9,1,TRUE,"off",56
"90.6",0.00282056592342152,13,0.0693069306930693,90,"equal-or-greater","1",9,1,TRUE,"off",56
"90.7",0.00209492173730369,15,0.0792079207920792,90,"equal-or-greater","1",9,1,TRUE,"off",56
"90.8",0.00182662885191025,17,0.0891089108910891,90,"equal-or-greater","1",9,1,TRUE,"off",56
"90.9",0.00135555961211574,19,0.099009900990099,90,"equal-or-greater","1",9,1,TRUE,"off",56
"90.10",0.00133360154233012,21,0.108910891089109,90,"equal-or-greater","1",9,1,TRUE,"off",56
"90.11",0.000920048295268642,23,0.118811881188119,90,"equal-or-greater","1",9,1,TRUE,"off",56
"90.12",0.000852777179899558,25,0.138613861386139,90,"equal-or-greater","1",9,1,TRUE,"off",56
"90.13",0.000645525205528146,27,0.207920792079208,90,"equal-or-greater","1",9,1,TRUE,"off",56
"90.14",0.000731455469377164,29,0.277227722772277,90,"equal-or-greater","1",9,1,TRUE,"off",56
"91",0.00182655139847214,1,0.0099009900990099,91,"equal-or-greater","1",12,1,TRUE,"off",66
"91.1",0.00277204350089977,3,0.0198019801980198,91,"equal-or-greater","1",12,1,TRUE,"off",66
"91.2",0.00346819962600968,5,0.0297029702970297,91,"equal-or-greater","1",12,1,TRUE,"off",66
"91.3",0.00346558307132445,7,0.0396039603960396,91,"equal-or-greater","1",12,1,TRUE,"off",66
"91.4",0.00371053836258195,9,0.0495049504950495,91,"equal-or-greater","1",12,1,TRUE,"off",66
"91.5",0.00356967200077757,11,0.0594059405940594,91,"equal-or-greater","1",12,1,TRUE,"off",66
"91.6",0.00338494692344271,13,0.0693069306930693,91,"equal-or-greater","1",12,1,TRUE,"off",66
"91.7",0.00301684404383244,15,0.0792079207920792,91,"equal-or-greater","1",12,1,TRUE,"off",66
"91.8",0.00273769552437791,17,0.0891089108910891,91,"equal-or-greater","1",12,1,TRUE,"off",66
"91.9",0.00243866462001941,19,0.099009900990099,91,"equal-or-greater","1",12,1,TRUE,"off",66
"91.10",0.00220149961136994,21,0.108910891089109,91,"equal-or-greater","1",12,1,TRUE,"off",66
"91.11",0.00199698203234686,23,0.118811881188119,91,"equal-or-greater","1",12,1,TRUE,"off",66
"91.12",0.00169415527990692,25,0.128712871287129,91,"equal-or-greater","1",12,1,TRUE,"off",66
"91.13",0.00132720452303919,27,0.138613861386139,91,"equal-or-greater","1",12,1,TRUE,"off",66
"91.14",0.00133123643356301,29,0.148514851485149,91,"equal-or-greater","1",12,1,TRUE,"off",66
"92",0.00175747201524102,1,0.0099009900990099,92,"equal-or-greater","1",12,1,TRUE,"off",43
"92.1",0.00256321822308162,3,0.0198019801980198,92,"equal-or-greater","1",12,1,TRUE,"off",43
"92.2",0.00305315323586589,5,0.0297029702970297,92,"equal-or-greater","1",12,1,TRUE,"off",43
"92.3",0.00301810329622282,7,0.0396039603960396,92,"equal-or-greater","1",12,1,TRUE,"off",43
"92.4",0.00299076948289616,9,0.0495049504950495,92,"equal-or-greater","1",12,1,TRUE,"off",43
"92.5",0.00277558051188129,11,0.0594059405940594,92,"equal-or-greater","1",12,1,TRUE,"off",43
"92.6",0.00251492082674864,13,0.0693069306930693,92,"equal-or-greater","1",12,1,TRUE,"off",43
"92.7",0.00192022677007328,15,0.0792079207920792,92,"equal-or-greater","1",12,1,TRUE,"off",43
"92.8",0.00162997718121801,17,0.0891089108910891,92,"equal-or-greater","1",12,1,TRUE,"off",43
"92.9",0.00105366112721049,19,0.099009900990099,92,"equal-or-greater","1",12,1,TRUE,"off",43
"92.10",0.00058997556799387,21,0.207920792079208,92,"equal-or-greater","1",12,1,TRUE,"off",43
"92.11",-6.76286096005864e-05,23,0.415841584158416,92,"equal-or-greater","1",12,1,TRUE,"off",43
"92.12",-0.000761984878257005,25,0.297029702970297,92,"equal-or-greater","1",12,1,TRUE,"off",43
"92.13",-0.00118856170912918,27,0.138613861386139,92,"equal-or-greater","1",12,1,TRUE,"off",43
"92.14",-0.00142979000864323,29,0.198019801980198,92,"equal-or-greater","1",12,1,TRUE,"off",43
"93",0.00147405507841653,1,0.0099009900990099,93,"equal-or-greater","1",12,1,TRUE,"off",35
"93.1",0.00230275768419841,3,0.0198019801980198,93,"equal-or-greater","1",12,1,TRUE,"off",35
"93.2",0.00255703089085126,5,0.0297029702970297,93,"equal-or-greater","1",12,1,TRUE,"off",35
"93.3",0.00271065420995776,7,0.0396039603960396,93,"equal-or-greater","1",12,1,TRUE,"off",35
"93.4",0.00307618544627881,9,0.0495049504950495,93,"equal-or-greater","1",12,1,TRUE,"off",35
"93.5",0.00300455234429058,11,0.0594059405940594,93,"equal-or-greater","1",12,1,TRUE,"off",35
"93.6",0.00293261112095066,13,0.0693069306930693,93,"equal-or-greater","1",12,1,TRUE,"off",35
"93.7",0.00273403151744968,15,0.0792079207920792,93,"equal-or-greater","1",12,1,TRUE,"off",35
"93.8",0.0027044378272311,17,0.0891089108910891,93,"equal-or-greater","1",12,1,TRUE,"off",35
"93.9",0.00266566769969033,19,0.099009900990099,93,"equal-or-greater","1",12,1,TRUE,"off",35
