"","Mantel.local","Class.Index","P.value","run","Num.nursery","Mimicry","Constraints","step"
"24.11",0.0071092423579496,23,0.118811881188119,24,1,FALSE,"by-block",0
"24.12",0.00555491292295608,25,0.128712871287129,24,1,FALSE,"by-block",0
"24.13",0.00483415968188076,27,0.138613861386139,24,1,FALSE,"by-block",0
"24.14",0.00355314637761438,29,0.148514851485149,24,1,FALSE,"by-block",0
"25",0.0182298799614839,1,0.0099009900990099,25,1,FALSE,"by-block",0
"25.1",0.0250025703327735,3,0.0198019801980198,25,1,FALSE,"by-block",0
"25.2",0.0255470106121289,5,0.0297029702970297,25,1,FALSE,"by-block",0
"25.3",0.021195287151132,7,0.0396039603960396,25,1,FALSE,"by-block",0
"25.4",0.015326897179697,9,0.0495049504950495,25,1,FALSE,"by-block",0
"25.5",0.0141158486925324,11,0.0594059405940594,25,1,FALSE,"by-block",0
"25.6",0.0127268097591178,13,0.0693069306930693,25,1,FALSE,"by-block",0
"25.7",0.0121634723394494,15,0.0792079207920792,25,1,FALSE,"by-block",0
"25.8",0.0121260422036985,17,0.0891089108910891,25,1,FALSE,"by-block",0
"25.9",0.0106014918273102,19,0.099009900990099,25,1,FALSE,"by-block",0
"25.10",0.00770194852644516,21,0.108910891089109,25,1,FALSE,"by-block",0
"25.11",0.00701200992340379,23,0.118811881188119,25,1,FALSE,"by-block",0
"25.12",0.00587548220348545,25,0.128712871287129,25,1,FALSE,"by-block",0
"25.13",0.00498881459342053,27,0.138613861386139,25,1,FALSE,"by-block",0
"25.14",0.00403444680113643,29,0.148514851485149,25,1,FALSE,"by-block",0
"26",0.0182705062805741,1,0.0099009900990099,26,1,FALSE,"by-block",0
"26.1",0.0252615765647516,3,0.0198019801980198,26,1,FALSE,"by-block",0
"26.2",0.0263531882418208,5,0.0297029702970297,26,1,FALSE,"by-block",0
"26.3",0.0221710459346306,7,0.0396039603960396,26,1,FALSE,"by-block",0
"26.4",0.0163342686857206,9,0.0495049504950495,26,1,FALSE,"by-block",0
"26.5",0.0145914567571524,11,0.0594059405940594,26,1,FALSE,"by-block",0
"26.6",0.0132683267130856,13,0.0693069306930693,26,1,FALSE,"by-block",0
"26.7",0.0125856356688808,15,0.0792079207920792,26,1,FALSE,"by-block",0
"26.8",0.0123259799771064,17,0.0891089108910891,26,1,FALSE,"by-block",0
"26.9",0.0109659305871706,19,0.099009900990099,26,1,FALSE,"by-block",0
"26.10",0.00818805422154603,21,0.108910891089109,26,1,FALSE,"by-block",0
"26.11",0.0072721280006806,23,0.118811881188119,26,1,FALSE,"by-block",0
"26.12",0.00584494721198993,25,0.128712871287129,26,1,FALSE,"by-block",0
"26.13",0.00519383674615107,27,0.138613861386139,26,1,FALSE,"by-block",0
"26.14",0.0039173910960248,29,0.148514851485149,26,1,FALSE,"by-block",0
"27",0.0177172419664894,1,0.0099009900990099,27,1,FALSE,"by-block",0
"27.1",0.0242230251431325,3,0.0198019801980198,27,1,FALSE,"by-block",0
"27.2",0.0248854120888824,5,0.0297029702970297,27,1,FALSE,"by-block",0
"27.3",0.0201502807580401,7,0.0396039603960396,27,1,FALSE,"by-block",0
"27.4",0.0145307972214619,9,0.0495049504950495,27,1,FALSE,"by-block",0
"27.5",0.0135408027716699,11,0.0594059405940594,27,1,FALSE,"by-block",0
"27.6",0.0125560844292746,13,0.0693069306930693,27,1,FALSE,"by-block",0
"27.7",0.0120740446732267,15,0.0792079207920792,27,1,FALSE,"by-block",0
"27.8",0.0120778051059003,17,0.0891089108910891,27,1,FALSE,"by-block",0
"27.9",0.0102231609954138,19,0.099009900990099,27,1,FALSE,"by-block",0
"27.10",0.00788910119497084,21,0.108910891089109,27,1,FALSE,"by-block",0
"27.11",0.00692834048535204,23,0.118811881188119,27,1,FALSE,"by-block",0
"27.12",0.0055259135133301,25,0.128712871287129,27,1,FALSE,"by-block",0
"27.13",0.00482015070644938,27,0.138613861386139,27,1,FALSE,"by-block",0
"27.14",0.0037987496983488,29,0.148514851485149,27,1,FALSE,"by-block",0
"28",0.0173234375791097,1,0.0099009900990099,28,1,FALSE,"by-block",0
"28.1",0.0234760278242188,3,0.0198019801980198,28,1,FALSE,"by-block",0
"28.2",0.0234044852411244,5,0.0297029702970297,28,1,FALSE,"by-block",0
"28.3",0.0183953659075216,7,0.0396039603960396,28,1,FALSE,"by-block",0
"28.4",0.0126940172339536,9,0.0495049504950495,28,1,FALSE,"by-block",0
"28.5",0.0125362480555888,11,0.0594059405940594,28,1,FALSE,"by-block",0
"28.6",0.0115655951512262,13,0.0693069306930693,28,1,FALSE,"by-block",0
"28.7",0.0113264213231214,15,0.0792079207920792,28,1,FALSE,"by-block",0
"28.8",0.0114314848654737,17,0.0891089108910891,28,1,FALSE,"by-block",0
"28.9",0.00914299794619931,19,0.099009900990099,28,1,FALSE,"by-block",0
"28.10",0.00710154493392541,21,0.108910891089109,28,1,FALSE,"by-block",0
"28.11",0.00605499910473124,23,0.118811881188119,28,1,FALSE,"by-block",0
"28.12",0.00494738120783365,25,0.128712871287129,28,1,FALSE,"by-block",0
"28.13",0.00435282065409044,27,0.138613861386139,28,1,FALSE,"by-block",0
"28.14",0.00330046014538824,29,0.148514851485149,28,1,FALSE,"by-block",0
"29",0.0175529372668858,1,0.0099009900990099,29,1,FALSE,"by-block",0
"29.1",0.0237637275890639,3,0.0198019801980198,29,1,FALSE,"by-block",0
"29.2",0.0235018447259572,5,0.0297029702970297,29,1,FALSE,"by-block",0
"29.3",0.0187540306388324,7,0.0396039603960396,29,1,FALSE,"by-block",0
"29.4",0.0127496918248508,9,0.0495049504950495,29,1,FALSE,"by-block",0
"29.5",0.0126169819313299,11,0.0594059405940594,29,1,FALSE,"by-block",0
"29.6",0.0116279888933155,13,0.0693069306930693,29,1,FALSE,"by-block",0
"29.7",0.011233753466413,15,0.0792079207920792,29,1,FALSE,"by-block",0
"29.8",0.0111873697098193,17,0.0891089108910891,29,1,FALSE,"by-block",0
"29.9",0.00915716396663224,19,0.099009900990099,29,1,FALSE,"by-block",0
"29.10",0.00691994121553607,21,0.108910891089109,29,1,FALSE,"by-block",0
"29.11",0.00587240907843024,23,0.118811881188119,29,1,FALSE,"by-block",0
"29.12",0.00472484805208439,25,0.128712871287129,29,1,FALSE,"by-block",0
"29.13",0.0038494072151337,27,0.138613861386139,29,1,FALSE,"by-block",0
"29.14",0.00281381813111009,29,0.148514851485149,29,1,FALSE,"by-block",0
"30",0.0177081030301596,1,0.0099009900990099,30,1,FALSE,"by-block",0
"30.1",0.0241201647065095,3,0.0198019801980198,30,1,FALSE,"by-block",0
"30.2",0.0240480590119228,5,0.0297029702970297,30,1,FALSE,"by-block",0
"30.3",0.0194773803082565,7,0.0396039603960396,30,1,FALSE,"by-block",0
"30.4",0.0138142966737615,9,0.0495049504950495,30,1,FALSE,"by-block",0
"30.5",0.0134786007921569,11,0.0594059405940594,30,1,FALSE,"by-block",0
"30.6",0.0123856825420401,13,0.0693069306930693,30,1,FALSE,"by-block",0
"30.7",0.0118505314362049,15,0.0792079207920792,30,1,FALSE,"by-block",0
"30.8",0.0119975885519896,17,0.0891089108910891,30,1,FALSE,"by-block",0
"30.9",0.00993029449033301,19,0.099009900990099,30,1,FALSE,"by-block",0
"30.10",0.00764790916235047,21,0.108910891089109,30,1,FALSE,"by-block",0
"30.11",0.0071949397063839,23,0.118811881188119,30,1,FALSE,"by-block",0
"30.12",0.00572262139715498,25,0.128712871287129,30,1,FALSE,"by-block",0
"30.13",0.00497561000272604,27,0.138613861386139,30,1,FALSE,"by-block",0
"30.14",0.00381765990588703,29,0.148514851485149,30,1,FALSE,"by-block",0
"31",0.0158411373913821,1,0.0099009900990099,31,4,FALSE,"off",0
"31.1",0.0212912303524087,3,0.0198019801980198,31,4,FALSE,"off",0
"31.2",0.0213467127905034,5,0.0297029702970297,31,4,FALSE,"off",0
"31.3",0.0164130286635659,7,0.0396039603960396,31,4,FALSE,"off",0
"31.4",0.0113568152942064,9,0.0495049504950495,31,4,FALSE,"off",0
"31.5",0.0115933831603573,11,0.0594059405940594,31,4,FALSE,"off",0
"31.6",0.0109563897159058,13,0.0693069306930693,31,4,FALSE,"off",0
"31.7",0.0112612247080392,15,0.0792079207920792,31,4,FALSE,"off",0
"31.8",0.0115940042409766,17,0.0891089108910891,31,4,FALSE,"off",0
"31.9",0.00994785297659372,19,0.099009900990099,31,4,FALSE,"off",0
"31.10",0.0081878189394437,21,0.108910891089109,31,4,FALSE,"off",0
"31.11",0.0075014537321458,23,0.118811881188119,31,4,FALSE,"off",0
"31.12",0.00673288017692219,25,0.128712871287129,31,4,FALSE,"off",0
"31.13",0.00602318593963294,27,0.138613861386139,31,4,FALSE,"off",0
"31.14",0.00525021716211617,29,0.148514851485149,31,4,FALSE,"off",0
"32",0.0153879839248154,1,0.0099009900990099,32,4,FALSE,"off",0
"32.1",0.0204924908052445,3,0.0198019801980198,32,4,FALSE,"off",0
"32.2",0.019722343810664,5,0.0297029702970297,32,4,FALSE,"off",0
"32.3",0.0147001564585015,7,0.0396039603960396,32,4,FALSE,"off",0
"32.4",0.0104342332120165,9,0.0495049504950495,32,4,FALSE,"off",0
"32.5",0.0111930427049309,11,0.0594059405940594,32,4,FALSE,"off",0
"32.6",0.0104709365748136,13,0.0693069306930693,32,4,FALSE,"off",0
"32.7",0.0110254464754824,15,0.0792079207920792,32,4,FALSE,"off",0
"32.8",0.0111044323687741,17,0.0891089108910891,32,4,FALSE,"off",0
"32.9",0.00939219313029847,19,0.099009900990099,32,4,FALSE,"off",0
"32.10",0.00799681514533685,21,0.108910891089109,32,4,FALSE,"off",0
"32.11",0.00747035738423078,23,0.118811881188119,32,4,FALSE,"off",0
"32.12",0.00650918743686499,25,0.128712871287129,32,4,FALSE,"off",0
"32.13",0.00599487051727858,27,0.138613861386139,32,4,FALSE,"off",0
"32.14",0.00551476392377328,29,0.148514851485149,32,4,FALSE,"off",0
"33",0.0162075799030081,1,0.0099009900990099,33,4,FALSE,"off",0
"33.1",0.0216486646305128,3,0.0198019801980198,33,4,FALSE,"off",0
"33.2",0.0217639270185983,5,0.0297029702970297,33,4,FALSE,"off",0
"33.3",0.017268236160377,7,0.0396039603960396,33,4,FALSE,"off",0
"33.4",0.0119309571248701,9,0.0495049504950495,33,4,FALSE,"off",0
"33.5",0.012249465187824,11,0.0594059405940594,33,4,FALSE,"off",0
"33.6",0.0115698266599851,13,0.0693069306930693,33,4,FALSE,"off",0
"33.7",0.0117650331350475,15,0.0792079207920792,33,4,FALSE,"off",0
"33.8",0.0123151623714236,17,0.0891089108910891,33,4,FALSE,"off",0
"33.9",0.0107904496491467,19,0.099009900990099,33,4,FALSE,"off",0
"33.10",0.00901980031954623,21,0.108910891089109,33,4,FALSE,"off",0
"33.11",0.00834731136393077,23,0.118811881188119,33,4,FALSE,"off",0
"33.12",0.00755716291698985,25,0.128712871287129,33,4,FALSE,"off",0
"33.13",0.00709460995433044,27,0.138613861386139,33,4,FALSE,"off",0
"33.14",0.00610063318254844,29,0.148514851485149,33,4,FALSE,"off",0
"34",0.0153548458157252,1,0.0099009900990099,34,4,FALSE,"off",0
"34.1",0.0205935904542297,3,0.0198019801980198,34,4,FALSE,"off",0
"34.2",0.0200284489508281,5,0.0297029702970297,34,4,FALSE,"off",0
"34.3",0.0152696896999624,7,0.0396039603960396,34,4,FALSE,"off",0
"34.4",0.0106531351003151,9,0.0495049504950495,34,4,FALSE,"off",0
"34.5",0.0111069446155055,11,0.0594059405940594,34,4,FALSE,"off",0
"34.6",0.0104758721700152,13,0.0693069306930693,34,4,FALSE,"off",0
"34.7",0.0106125394175615,15,0.0792079207920792,34,4,FALSE,"off",0
"34.8",0.0108792934011646,17,0.0891089108910891,34,4,FALSE,"off",0
"34.9",0.00923447813882372,19,0.099009900990099,34,4,FALSE,"off",0
"34.10",0.00777644282430775,21,0.108910891089109,34,4,FALSE,"off",0
"34.11",0.00734401668902131,23,0.118811881188119,34,4,FALSE,"off",0
"34.12",0.00631848507817649,25,0.128712871287129,34,4,FALSE,"off",0
"34.13",0.00560025143806673,27,0.138613861386139,34,4,FALSE,"off",0
"34.14",0.00484412409632847,29,0.148514851485149,34,4,FALSE,"off",0
"35",0.0156138515995864,1,0.0099009900990099,35,4,FALSE,"off",0
"35.1",0.0209184693524517,3,0.0198019801980198,35,4,FALSE,"off",0
"35.2",0.0205585237377912,5,0.0297029702970297,35,4,FALSE,"off",0
"35.3",0.0156101143706165,7,0.0396039603960396,35,4,FALSE,"off",0
"35.4",0.0108179957689509,9,0.0495049504950495,35,4,FALSE,"off",0
"35.5",0.0116958472345178,11,0.0594059405940594,35,4,FALSE,"off",0
"35.6",0.0110885280959085,13,0.0693069306930693,35,4,FALSE,"off",0
"35.7",0.0114012806534814,15,0.0792079207920792,35,4,FALSE,"off",0
"35.8",0.0117087544899363,17,0.0891089108910891,35,4,FALSE,"off",0
"35.9",0.0103095033500744,19,0.099009900990099,35,4,FALSE,"off",0
"35.10",0.00860977654832287,21,0.108910891089109,35,4,FALSE,"off",0
"35.11",0.00789085785996232,23,0.118811881188119,35,4,FALSE,"off",0
"35.12",0.00681454589402063,25,0.128712871287129,35,4,FALSE,"off",0
"35.13",0.00651091419756973,27,0.138613861386139,35,4,FALSE,"off",0
"35.14",0.00589638451823923,29,0.148514851485149,35,4,FALSE,"off",0
"36",0.0159639078721258,1,0.0099009900990099,36,4,FALSE,"off",0
"36.1",0.0214526391888703,3,0.0198019801980198,36,4,FALSE,"off",0
"36.2",0.0213488461415527,5,0.0297029702970297,36,4,FALSE,"off",0
"36.3",0.0167648622191956,7,0.0396039603960396,36,4,FALSE,"off",0
"36.4",0.0114569869875989,9,0.0495049504950495,36,4,FALSE,"off",0
"36.5",0.0117037754875474,11,0.0594059405940594,36,4,FALSE,"off",0
"36.6",0.0109097641496223,13,0.0693069306930693,36,4,FALSE,"off",0
"36.7",0.0110715380740098,15,0.0792079207920792,36,4,FALSE,"off",0
"36.8",0.0116084029376912,17,0.0891089108910891,36,4,FALSE,"off",0
"36.9",0.0095435865479092,19,0.099009900990099,36,4,FALSE,"off",0
"36.10",0.00797563949071455,21,0.108910891089109,36,4,FALSE,"off",0
"36.11",0.00722350364582009,23,0.118811881188119,36,4,FALSE,"off",0
"36.12",0.00611924929053453,25,0.128712871287129,36,4,FALSE,"off",0
"36.13",0.00560911722103271,27,0.138613861386139,36,4,FALSE,"off",0
"36.14",0.00498537024424226,29,0.148514851485149,36,4,FALSE,"off",0
"37",0.0149048637183962,1,0.0099009900990099,37,4,FALSE,"off",0
"37.1",0.0196314450849073,3,0.0198019801980198,37,4,FALSE,"off",0
"37.2",0.0183928285498751,5,0.0297029702970297,37,4,FALSE,"off",0
"37.3",0.0133744362323192,7,0.0396039603960396,37,4,FALSE,"off",0
"37.4",0.0094424719607849,9,0.0495049504950495,37,4,FALSE,"off",0
"37.5",0.0104181827202569,11,0.0594059405940594,37,4,FALSE,"off",0
"37.6",0.00965460056162615,13,0.0693069306930693,37,4,FALSE,"off",0
"37.7",0.0101666668393074,15,0.0792079207920792,37,4,FALSE,"off",0
"37.8",0.00995436003221607,17,0.0891089108910891,37,4,FALSE,"off",0
"37.9",0.00850598488678416,19,0.099009900990099,37,4,FALSE,"off",0
"37.10",0.00723288670399972,21,0.108910891089109,37,4,FALSE,"off",0
"37.11",0.00671454388504141,23,0.118811881188119,37,4,FALSE,"off",0
"37.12",0.00560086148102672,25,0.128712871287129,37,4,FALSE,"off",0
"37.13",0.00536008796887128,27,0.138613861386139,37,4,FALSE,"off",0
"37.14",0.00485373474311456,29,0.148514851485149,37,4,FALSE,"off",0
"38",0.0150061426231644,1,0.0099009900990099,38,4,FALSE,"off",0
"38.1",0.0198027003290921,3,0.0198019801980198,38,4,FALSE,"off",0
"38.2",0.0186639849447757,5,0.0297029702970297,38,4,FALSE,"off",0
"38.3",0.0135333042462851,7,0.0396039603960396,38,4,FALSE,"off",0
"38.4",0.00953727682824081,9,0.0495049504950495,38,4,FALSE,"off",0
"38.5",0.010899557697115,11,0.0594059405940594,38,4,FALSE,"off",0
"38.6",0.0104306275935607,13,0.0693069306930693,38,4,FALSE,"off",0
"38.7",0.0109735245172392,15,0.0792079207920792,38,4,FALSE,"off",0
"38.8",0.010761082229197,17,0.0891089108910891,38,4,FALSE,"off",0
"38.9",0.00914341290640024,19,0.099009900990099,38,4,FALSE,"off",0
"38.10",0.00746517782528639,21,0.108910891089109,38,4,FALSE,"off",0
"38.11",0.00725225248928285,23,0.118811881188119,38,4,FALSE,"off",0
"38.12",0.00617892630919282,25,0.128712871287129,38,4,FALSE,"off",0
"38.13",0.00575472893778138,27,0.138613861386139,38,4,FALSE,"off",0
"38.14",0.00523608990816532,29,0.148514851485149,38,4,FALSE,"off",0
"39",0.0148536531190356,1,0.0099009900990099,39,4,FALSE,"off",0
"39.1",0.019302017729555,3,0.0198019801980198,39,4,FALSE,"off",0
"39.2",0.0183712764031942,5,0.0297029702970297,39,4,FALSE,"off",0
"39.3",0.0131107991385549,7,0.0396039603960396,39,4,FALSE,"off",0
"39.4",0.00909317287554846,9,0.0495049504950495,39,4,FALSE,"off",0
"39.5",0.0101821999818497,11,0.0594059405940594,39,4,FALSE,"off",0
"39.6",0.00978417833898909,13,0.0693069306930693,39,4,FALSE,"off",0
"39.7",0.0104504955242978,15,0.0792079207920792,39,4,FALSE,"off",0
"39.8",0.0101700293428804,17,0.0891089108910891,39,4,FALSE,"off",0
"39.9",0.00881310785368486,19,0.099009900990099,39,4,FALSE,"off",0
"39.10",0.00738186598419149,21,0.108910891089109,39,4,FALSE,"off",0
"39.11",0.0069169290800793,23,0.118811881188119,39,4,FALSE,"off",0
"39.12",0.00619343813642658,25,0.128712871287129,39,4,FALSE,"off",0
"39.13",0.00589577742133848,27,0.138613861386139,39,4,FALSE,"off",0
"39.14",0.00528169246772264,29,0.148514851485149,39,4,FALSE,"off",0
"40",0.015293898947577,1,0.0099009900990099,40,4,FALSE,"off",0
"40.1",0.0205051473049849,3,0.0198019801980198,40,4,FALSE,"off",0
"40.2",0.019862953599598,5,0.0297029702970297,40,4,FALSE,"off",0
"40.3",0.014791348167903,7,0.0396039603960396,40,4,FALSE,"off",0
"40.4",0.0104378082702165,9,0.0495049504950495,40,4,FALSE,"off",0
"40.5",0.0111824362989774,11,0.0594059405940594,40,4,FALSE,"off",0
"40.6",0.0109525699775323,13,0.0693069306930693,40,4,FALSE,"off",0
"40.7",0.0113094697325707,15,0.0792079207920792,40,4,FALSE,"off",0
"40.8",0.0114294057488271,17,0.0891089108910891,40,4,FALSE,"off",0
"40.9",0.00963805187798063,19,0.099009900990099,40,4,FALSE,"off",0
"40.10",0.00802937182947192,21,0.108910891089109,40,4,FALSE,"off",0
"40.11",0.00747555281909109,23,0.118811881188119,40,4,FALSE,"off",0
"40.12",0.006363528478939,25,0.128712871287129,40,4,FALSE,"off",0
"40.13",0.00588311478281683,27,0.138613861386139,40,4,FALSE,"off",0
"40.14",0.0054288209714658,29,0.148514851485149,40,4,FALSE,"off",0
"41",0.0186441611829432,1,0.0099009900990099,41,4,FALSE,"random",0
"41.1",0.0252415790359005,3,0.0198019801980198,41,4,FALSE,"random",0
"41.2",0.0264662011164888,5,0.0297029702970297,41,4,FALSE,"random",0
"41.3",0.0232740552727085,7,0.0396039603960396,41,4,FALSE,"random",0
"41.4",0.0197419993898375,9,0.0495049504950495,41,4,FALSE,"random",0
"41.5",0.0176520633296672,11,0.0594059405940594,41,4,FALSE,"random",0
"41.6",0.0172398731093201,13,0.0693069306930693,41,4,FALSE,"random",0
"41.7",0.0166842212452045,15,0.0792079207920792,41,4,FALSE,"random",0
"41.8",0.0170778120060748,17,0.0891089108910891,41,4,FALSE,"random",0
"41.9",0.0164459203683029,19,0.099009900990099,41,4,FALSE,"random",0
"41.10",0.0122179296232626,21,0.108910891089109,41,4,FALSE,"random",0
"41.11",0.0103228791004442,23,0.118811881188119,41,4,FALSE,"random",0
"41.12",0.00864531434176184,25,0.128712871287129,41,4,FALSE,"random",0
"41.13",0.0074418552130211,27,0.138613861386139,41,4,FALSE,"random",0
"41.14",0.00607596690693001,29,0.148514851485149,41,4,FALSE,"random",0
"42",0.0188745802852124,1,0.0099009900990099,42,4,FALSE,"random",0
"42.1",0.0256237830683808,3,0.0198019801980198,42,4,FALSE,"random",0
"42.2",0.0266970677318676,5,0.0297029702970297,42,4,FALSE,"random",0
"42.3",0.0234089292417162,7,0.0396039603960396,42,4,FALSE,"random",0
"42.4",0.0199907305427472,9,0.0495049504950495,42,4,FALSE,"random",0
"42.5",0.0177030479459906,11,0.0594059405940594,42,4,FALSE,"random",0
"42.6",0.0174824177654293,13,0.0693069306930693,42,4,FALSE,"random",0
"42.7",0.0172332073960261,15,0.0792079207920792,42,4,FALSE,"random",0
"42.8",0.0173140810713859,17,0.0891089108910891,42,4,FALSE,"random",0
"42.9",0.0171042524112019,19,0.099009900990099,42,4,FALSE,"random",0
"42.10",0.0127474312399068,21,0.108910891089109,42,4,FALSE,"random",0
"42.11",0.0106153665689532,23,0.118811881188119,42,4,FALSE,"random",0
"42.12",0.00899604338370947,25,0.128712871287129,42,4,FALSE,"random",0
"42.13",0.00763005703164497,27,0.138613861386139,42,4,FALSE,"random",0
"42.14",0.00632457305395341,29,0.148514851485149,42,4,FALSE,"random",0
"43",0.0190072614771332,1,0.0099009900990099,43,4,FALSE,"random",0
"43.1",0.0258926493509441,3,0.0198019801980198,43,4,FALSE,"random",0
"43.2",0.0274352328099129,5,0.0297029702970297,43,4,FALSE,"random",0
"43.3",0.0242266847578544,7,0.0396039603960396,43,4,FALSE,"random",0
"43.4",0.0208163521650414,9,0.0495049504950495,43,4,FALSE,"random",0
"43.5",0.0188550533064729,11,0.0594059405940594,43,4,FALSE,"random",0
"43.6",0.0180998678874636,13,0.0693069306930693,43,4,FALSE,"random",0
"43.7",0.0173492937536786,15,0.0792079207920792,43,4,FALSE,"random",0
"43.8",0.0174080288903346,17,0.0891089108910891,43,4,FALSE,"random",0
"43.9",0.0171037133778896,19,0.099009900990099,43,4,FALSE,"random",0
"43.10",0.0130837337264462,21,0.108910891089109,43,4,FALSE,"random",0
"43.11",0.0108533411190384,23,0.118811881188119,43,4,FALSE,"random",0
"43.12",0.0090430257685061,25,0.128712871287129,43,4,FALSE,"random",0
"43.13",0.00785197592003122,27,0.138613861386139,43,4,FALSE,"random",0
"43.14",0.0063059495901149,29,0.148514851485149,43,4,FALSE,"random",0
"44",0.0187818117700976,1,0.0099009900990099,44,4,FALSE,"random",0
"44.1",0.0257600749859489,3,0.0198019801980198,44,4,FALSE,"random",0
"44.2",0.0271703498058695,5,0.0297029702970297,44,4,FALSE,"random",0
"44.3",0.0240172311103591,7,0.0396039603960396,44,4,FALSE,"random",0
"44.4",0.0206627824042248,9,0.0495049504950495,44,4,FALSE,"random",0
"44.5",0.0185599932712999,11,0.0594059405940594,44,4,FALSE,"random",0
"44.6",0.0181343350321623,13,0.0693069306930693,44,4,FALSE,"random",0
"44.7",0.0174393370824843,15,0.0792079207920792,44,4,FALSE,"random",0
"44.8",0.0174043808531827,17,0.0891089108910891,44,4,FALSE,"random",0
"44.9",0.0170378759300869,19,0.099009900990099,44,4,FALSE,"random",0
"44.10",0.0129634166646766,21,0.108910891089109,44,4,FALSE,"random",0
"44.11",0.0108747057615682,23,0.118811881188119,44,4,FALSE,"random",0
"44.12",0.00911034510132469,25,0.128712871287129,44,4,FALSE,"random",0
"44.13",0.00766347286650655,27,0.138613861386139,44,4,FALSE,"random",0
"44.14",0.00638135085402651,29,0.148514851485149,44,4,FALSE,"random",0
"45",0.017932094077262,1,0.0099009900990099,45,4,FALSE,"random",0
"45.1",0.0254528123096853,3,0.0198019801980198,45,4,FALSE,"random",0
"45.2",0.0270343377811938,5,0.0297029702970297,45,4,FALSE,"random",0
"45.3",0.0239587811175363,7,0.0396039603960396,45,4,FALSE,"random",0
"45.4",0.0195942608189177,9,0.0495049504950495,45,4,FALSE,"random",0
"45.5",0.0158632735439224,11,0.0594059405940594,45,4,FALSE,"random",0
"45.6",0.0147626591472076,13,0.0693069306930693,45,4,FALSE,"random",0
"45.7",0.0134845750459781,15,0.0792079207920792,45,4,FALSE,"random",0
"45.8",0.0130548228345053,17,0.0891089108910891,45,4,FALSE,"random",0
"45.9",0.0130870243735178,19,0.099009900990099,45,4,FALSE,"random",0
"45.10",0.0101585322025851,21,0.108910891089109,45,4,FALSE,"random",0
"45.11",0.008950840553035,23,0.118811881188119,45,4,FALSE,"random",0
"45.12",0.00727474475106724,25,0.128712871287129,45,4,FALSE,"random",0
"45.13",0.00668356112067445,27,0.138613861386139,45,4,FALSE,"random",0
"45.14",0.00548521297386066,29,0.148514851485149,45,4,FALSE,"random",0
"46",0.0179626730947801,1,0.0099009900990099,46,4,FALSE,"random",0
"46.1",0.0254696107441712,3,0.0198019801980198,46,4,FALSE,"random",0
"46.2",0.0273682872230214,5,0.0297029702970297,46,4,FALSE,"random",0
"46.3",0.024105961601159,7,0.0396039603960396,46,4,FALSE,"random",0
"46.4",0.0196478291030771,9,0.0495049504950495,46,4,FALSE,"random",0
"46.5",0.0157023477015872,11,0.0594059405940594,46,4,FALSE,"random",0
"46.6",0.0144987926793133,13,0.0693069306930693,46,4,FALSE,"random",0
"46.7",0.0132143467199861,15,0.0792079207920792,46,4,FALSE,"random",0
"46.8",0.0126473720835781,17,0.0891089108910891,46,4,FALSE,"random",0
"46.9",0.0126604658071214,19,0.099009900990099,46,4,FALSE,"random",0
"46.10",0.0100394315056758,21,0.108910891089109,46,4,FALSE,"random",0
"46.11",0.0086227061388791,23,0.118811881188119,46,4,FALSE,"random",0
"46.12",0.00736406361304183,25,0.128712871287129,46,4,FALSE,"random",0
"46.13",0.00659976493980219,27,0.138613861386139,46,4,FALSE,"random",0
"46.14",0.0052425793742803,29,0.148514851485149,46,4,FALSE,"random",0
"47",0.0185212148676921,1,0.0099009900990099,47,4,FALSE,"random",0
"47.1",0.0251994205178082,3,0.0198019801980198,47,4,FALSE,"random",0
"47.2",0.0266060869841369,5,0.0297029702970297,47,4,FALSE,"random",0
"47.3",0.0232291413463376,7,0.0396039603960396,47,4,FALSE,"random",0
"47.4",0.0196526318745228,9,0.0495049504950495,47,4,FALSE,"random",0
"47.5",0.0173557074280876,11,0.0594059405940594,47,4,FALSE,"random",0
"47.6",0.0169198000288917,13,0.0693069306930693,47,4,FALSE,"random",0
"47.7",0.0163466806053053,15,0.0792079207920792,47,4,FALSE,"random",0
"47.8",0.0166214563967354,17,0.0891089108910891,47,4,FALSE,"random",0
"47.9",0.0163732630075067,19,0.099009900990099,47,4,FALSE,"random",0
"47.10",0.0124985190023571,21,0.108910891089109,47,4,FALSE,"random",0
"47.11",0.0101386556037232,23,0.118811881188119,47,4,FALSE,"random",0
"47.12",0.00857524788142593,25,0.128712871287129,47,4,FALSE,"random",0
"47.13",0.00737910899314722,27,0.138613861386139,47,4,FALSE,"random",0
"47.14",0.00622424578405474,29,0.148514851485149,47,4,FALSE,"random",0
"48",0.0189499537764501,1,0.0099009900990099,48,4,FALSE,"random",0
"48.1",0.0254815227329647,3,0.0198019801980198,48,4,FALSE,"random",0
"48.2",0.0268883426184046,5,0.0297029702970297,48,4,FALSE,"random",0
"48.3",0.0237106192050878,7,0.0396039603960396,48,4,FALSE,"random",0
"48.4",0.0200839692102518,9,0.0495049504950495,48,4,FALSE,"random",0
"48.5",0.0180556671477123,11,0.0594059405940594,48,4,FALSE,"random",0
"48.6",0.0175080603988192,13,0.0693069306930693,48,4,FALSE,"random",0
"48.7",0.0170008762378741,15,0.0792079207920792,48,4,FALSE,"random",0
"48.8",0.0171674075927901,17,0.0891089108910891,48,4,FALSE,"random",0
