"","Mantel.local","Class.Index","P.value","run","Num.nursery","Mimicry","Constraints","step"
"48.9",0.0168098289385069,19,0.099009900990099,48,4,FALSE,"random",0
"48.10",0.012480850245671,21,0.108910891089109,48,4,FALSE,"random",0
"48.11",0.0103251537101471,23,0.118811881188119,48,4,FALSE,"random",0
"48.12",0.00873649064358707,25,0.128712871287129,48,4,FALSE,"random",0
"48.13",0.00758981841276566,27,0.138613861386139,48,4,FALSE,"random",0
"48.14",0.00618886233181944,29,0.148514851485149,48,4,FALSE,"random",0
"49",0.0185493184966263,1,0.0099009900990099,49,4,FALSE,"random",0
"49.1",0.0253903411685889,3,0.0198019801980198,49,4,FALSE,"random",0
"49.2",0.0269266145684736,5,0.0297029702970297,49,4,FALSE,"random",0
"49.3",0.0238527515144954,7,0.0396039603960396,49,4,FALSE,"random",0
"49.4",0.0199928299226192,9,0.0495049504950495,49,4,FALSE,"random",0
"49.5",0.0165633502036985,11,0.0594059405940594,49,4,FALSE,"random",0
"49.6",0.0157480276288829,13,0.0693069306930693,49,4,FALSE,"random",0
"49.7",0.0150061856485555,15,0.0792079207920792,49,4,FALSE,"random",0
"49.8",0.014908459738489,17,0.0891089108910891,49,4,FALSE,"random",0
"49.9",0.0144443722593457,19,0.099009900990099,49,4,FALSE,"random",0
"49.10",0.0111533735706536,21,0.108910891089109,49,4,FALSE,"random",0
"49.11",0.00960160051639683,23,0.118811881188119,49,4,FALSE,"random",0
"49.12",0.00803903538370267,25,0.128712871287129,49,4,FALSE,"random",0
"49.13",0.00685090243909899,27,0.138613861386139,49,4,FALSE,"random",0
"49.14",0.00555564767068762,29,0.148514851485149,49,4,FALSE,"random",0
"50",0.0188722103630614,1,0.0099009900990099,50,4,FALSE,"random",0
"50.1",0.0254410093665036,3,0.0198019801980198,50,4,FALSE,"random",0
"50.2",0.0267941240554297,5,0.0297029702970297,50,4,FALSE,"random",0
"50.3",0.0234768871764908,7,0.0396039603960396,50,4,FALSE,"random",0
"50.4",0.0198228882526922,9,0.0495049504950495,50,4,FALSE,"random",0
"50.5",0.0179771068207196,11,0.0594059405940594,50,4,FALSE,"random",0
"50.6",0.0174129258365979,13,0.0693069306930693,50,4,FALSE,"random",0
"50.7",0.0170758135601558,15,0.0792079207920792,50,4,FALSE,"random",0
"50.8",0.0171338942555111,17,0.0891089108910891,50,4,FALSE,"random",0
"50.9",0.016855577629249,19,0.099009900990099,50,4,FALSE,"random",0
"50.10",0.0124627544426787,21,0.108910891089109,50,4,FALSE,"random",0
"50.11",0.0105301894908227,23,0.118811881188119,50,4,FALSE,"random",0
"50.12",0.00882277763963651,25,0.128712871287129,50,4,FALSE,"random",0
"50.13",0.00766433723728965,27,0.138613861386139,50,4,FALSE,"random",0
"50.14",0.00626119547469352,29,0.148514851485149,50,4,FALSE,"random",0
"51",0.0162381630309907,1,0.0099009900990099,51,4,FALSE,"by-block",0
"51.1",0.0222636234601709,3,0.0198019801980198,51,4,FALSE,"by-block",0
"51.2",0.0224475449787424,5,0.0297029702970297,51,4,FALSE,"by-block",0
"51.3",0.0182772560957791,7,0.0396039603960396,51,4,FALSE,"by-block",0
"51.4",0.0132774914427747,9,0.0495049504950495,51,4,FALSE,"by-block",0
"51.5",0.0125053388701981,11,0.0594059405940594,51,4,FALSE,"by-block",0
"51.6",0.0113906067558415,13,0.0693069306930693,51,4,FALSE,"by-block",0
"51.7",0.0113999856273985,15,0.0792079207920792,51,4,FALSE,"by-block",0
"51.8",0.011555864756303,17,0.0891089108910891,51,4,FALSE,"by-block",0
"51.9",0.0101377280436622,19,0.099009900990099,51,4,FALSE,"by-block",0
"51.10",0.00806917683881512,21,0.108910891089109,51,4,FALSE,"by-block",0
"51.11",0.00741340368605795,23,0.118811881188119,51,4,FALSE,"by-block",0
"51.12",0.00608126825447667,25,0.128712871287129,51,4,FALSE,"by-block",0
"51.13",0.00551933394030227,27,0.138613861386139,51,4,FALSE,"by-block",0
"51.14",0.00474664362995302,29,0.148514851485149,51,4,FALSE,"by-block",0
"52",0.0169255433561844,1,0.0099009900990099,52,4,FALSE,"by-block",0
"52.1",0.0229181593439898,3,0.0198019801980198,52,4,FALSE,"by-block",0
"52.2",0.0229236440017637,5,0.0297029702970297,52,4,FALSE,"by-block",0
"52.3",0.0188814744436925,7,0.0396039603960396,52,4,FALSE,"by-block",0
"52.4",0.0135597849372686,9,0.0495049504950495,52,4,FALSE,"by-block",0
"52.5",0.0124223223255518,11,0.0594059405940594,52,4,FALSE,"by-block",0
"52.6",0.0117349442748672,13,0.0693069306930693,52,4,FALSE,"by-block",0
"52.7",0.0113893908502793,15,0.0792079207920792,52,4,FALSE,"by-block",0
"52.8",0.0116782519016255,17,0.0891089108910891,52,4,FALSE,"by-block",0
"52.9",0.0103934949037893,19,0.099009900990099,52,4,FALSE,"by-block",0
"52.10",0.00842729039084225,21,0.108910891089109,52,4,FALSE,"by-block",0
"52.11",0.00777168209539979,23,0.118811881188119,52,4,FALSE,"by-block",0
"52.12",0.0066542102650045,25,0.128712871287129,52,4,FALSE,"by-block",0
"52.13",0.00603993446713045,27,0.138613861386139,52,4,FALSE,"by-block",0
"52.14",0.00517527186450867,29,0.148514851485149,52,4,FALSE,"by-block",0
"53",0.0165635233720412,1,0.0099009900990099,53,4,FALSE,"by-block",0
"53.1",0.0224799135540101,3,0.0198019801980198,53,4,FALSE,"by-block",0
"53.2",0.0226408075069325,5,0.0297029702970297,53,4,FALSE,"by-block",0
"53.3",0.0185558595570673,7,0.0396039603960396,53,4,FALSE,"by-block",0
"53.4",0.0133830545993531,9,0.0495049504950495,53,4,FALSE,"by-block",0
"53.5",0.0126162453891269,11,0.0594059405940594,53,4,FALSE,"by-block",0
"53.6",0.0115766815945372,13,0.0693069306930693,53,4,FALSE,"by-block",0
"53.7",0.0115092650451753,15,0.0792079207920792,53,4,FALSE,"by-block",0
"53.8",0.0120405229325265,17,0.0891089108910891,53,4,FALSE,"by-block",0
"53.9",0.0105654788644516,19,0.099009900990099,53,4,FALSE,"by-block",0
"53.10",0.00865065643201112,21,0.108910891089109,53,4,FALSE,"by-block",0
"53.11",0.00781682932298465,23,0.118811881188119,53,4,FALSE,"by-block",0
"53.12",0.00697230477371776,25,0.128712871287129,53,4,FALSE,"by-block",0
"53.13",0.00612548416097307,27,0.138613861386139,53,4,FALSE,"by-block",0
"53.14",0.00534998742794543,29,0.148514851485149,53,4,FALSE,"by-block",0
"54",0.0157760550543399,1,0.0099009900990099,54,4,FALSE,"by-block",0
"54.1",0.0211274716071377,3,0.0198019801980198,54,4,FALSE,"by-block",0
"54.2",0.0207738147647902,5,0.0297029702970297,54,4,FALSE,"by-block",0
"54.3",0.016195434383189,7,0.0396039603960396,54,4,FALSE,"by-block",0
"54.4",0.0112386560170414,9,0.0495049504950495,54,4,FALSE,"by-block",0
"54.5",0.0113300576342376,11,0.0594059405940594,54,4,FALSE,"by-block",0
"54.6",0.0108550640647122,13,0.0693069306930693,54,4,FALSE,"by-block",0
"54.7",0.0110929383298205,15,0.0792079207920792,54,4,FALSE,"by-block",0
"54.8",0.0113332661494302,17,0.0891089108910891,54,4,FALSE,"by-block",0
"54.9",0.00965560902948716,19,0.099009900990099,54,4,FALSE,"by-block",0
"54.10",0.00780870150981901,21,0.108910891089109,54,4,FALSE,"by-block",0
"54.11",0.00738895920190218,23,0.118811881188119,54,4,FALSE,"by-block",0
"54.12",0.00639136085180126,25,0.128712871287129,54,4,FALSE,"by-block",0
"54.13",0.00585375384526181,27,0.138613861386139,54,4,FALSE,"by-block",0
"54.14",0.00523121149428982,29,0.148514851485149,54,4,FALSE,"by-block",0
"55",0.0166421135883776,1,0.0099009900990099,55,4,FALSE,"by-block",0
"55.1",0.0231412962645719,3,0.0198019801980198,55,4,FALSE,"by-block",0
"55.2",0.0240469813217568,5,0.0297029702970297,55,4,FALSE,"by-block",0
"55.3",0.0197535044313064,7,0.0396039603960396,55,4,FALSE,"by-block",0
"55.4",0.0145831867748545,9,0.0495049504950495,55,4,FALSE,"by-block",0
"55.5",0.0130347272648037,11,0.0594059405940594,55,4,FALSE,"by-block",0
"55.6",0.0120650195311799,13,0.0693069306930693,55,4,FALSE,"by-block",0
"55.7",0.011954870504928,15,0.0792079207920792,55,4,FALSE,"by-block",0
"55.8",0.0121264322554957,17,0.0891089108910891,55,4,FALSE,"by-block",0
"55.9",0.0111549554807821,19,0.099009900990099,55,4,FALSE,"by-block",0
"55.10",0.00864706833403532,21,0.108910891089109,55,4,FALSE,"by-block",0
"55.11",0.00802918489976168,23,0.118811881188119,55,4,FALSE,"by-block",0
"55.12",0.00662262775816081,25,0.128712871287129,55,4,FALSE,"by-block",0
"55.13",0.00601035272253183,27,0.138613861386139,55,4,FALSE,"by-block",0
"55.14",0.00491962109567426,29,0.148514851485149,55,4,FALSE,"by-block",0
"56",0.0158304882731662,1,0.0099009900990099,56,4,FALSE,"by-block",0
"56.1",0.0211786507488036,3,0.0198019801980198,56,4,FALSE,"by-block",0
"56.2",0.0210706021242587,5,0.0297029702970297,56,4,FALSE,"by-block",0
"56.3",0.0165043995545708,7,0.0396039603960396,56,4,FALSE,"by-block",0
"56.4",0.0113821164118785,9,0.0495049504950495,56,4,FALSE,"by-block",0
"56.5",0.0115934475190938,11,0.0594059405940594,56,4,FALSE,"by-block",0
"56.6",0.0105466791166602,13,0.0693069306930693,56,4,FALSE,"by-block",0
"56.7",0.0110439258609353,15,0.0792079207920792,56,4,FALSE,"by-block",0
"56.8",0.0110554868727568,17,0.0891089108910891,56,4,FALSE,"by-block",0
"56.9",0.00913368964474785,19,0.099009900990099,56,4,FALSE,"by-block",0
"56.10",0.00759082902004717,21,0.108910891089109,56,4,FALSE,"by-block",0
"56.11",0.0070065880122551,23,0.118811881188119,56,4,FALSE,"by-block",0
"56.12",0.00610739545118855,25,0.128712871287129,56,4,FALSE,"by-block",0
"56.13",0.00540366913846383,27,0.138613861386139,56,4,FALSE,"by-block",0
"56.14",0.00464869472462591,29,0.148514851485149,56,4,FALSE,"by-block",0
"57",0.0165466710354185,1,0.0099009900990099,57,4,FALSE,"by-block",0
"57.1",0.0225955854658337,3,0.0198019801980198,57,4,FALSE,"by-block",0
"57.2",0.0227768188882779,5,0.0297029702970297,57,4,FALSE,"by-block",0
"57.3",0.0187748138367375,7,0.0396039603960396,57,4,FALSE,"by-block",0
"57.4",0.0135901117676036,9,0.0495049504950495,57,4,FALSE,"by-block",0
"57.5",0.0126130583928702,11,0.0594059405940594,57,4,FALSE,"by-block",0
"57.6",0.0116720964495616,13,0.0693069306930693,57,4,FALSE,"by-block",0
"57.7",0.0115806336407335,15,0.0792079207920792,57,4,FALSE,"by-block",0
"57.8",0.0117182021728133,17,0.0891089108910891,57,4,FALSE,"by-block",0
"57.9",0.0104188321532103,19,0.099009900990099,57,4,FALSE,"by-block",0
"57.10",0.00834499941627061,21,0.108910891089109,57,4,FALSE,"by-block",0
"57.11",0.00775213850498081,23,0.118811881188119,57,4,FALSE,"by-block",0
"57.12",0.0065085224618264,25,0.128712871287129,57,4,FALSE,"by-block",0
"57.13",0.00571485055886239,27,0.138613861386139,57,4,FALSE,"by-block",0
"57.14",0.00484217127354047,29,0.148514851485149,57,4,FALSE,"by-block",0
"58",0.0162416958567931,1,0.0099009900990099,58,4,FALSE,"by-block",0
"58.1",0.0224314745277812,3,0.0198019801980198,58,4,FALSE,"by-block",0
"58.2",0.0228389937779645,5,0.0297029702970297,58,4,FALSE,"by-block",0
"58.3",0.018530775885548,7,0.0396039603960396,58,4,FALSE,"by-block",0
"58.4",0.0135213157321241,9,0.0495049504950495,58,4,FALSE,"by-block",0
"58.5",0.0128861684325124,11,0.0594059405940594,58,4,FALSE,"by-block",0
"58.6",0.0116690625446599,13,0.0693069306930693,58,4,FALSE,"by-block",0
"58.7",0.0117763365130731,15,0.0792079207920792,58,4,FALSE,"by-block",0
"58.8",0.0118404809659242,17,0.0891089108910891,58,4,FALSE,"by-block",0
"58.9",0.0104830831774423,19,0.099009900990099,58,4,FALSE,"by-block",0
"58.10",0.00858030129958269,21,0.108910891089109,58,4,FALSE,"by-block",0
"58.11",0.00786738684076906,23,0.118811881188119,58,4,FALSE,"by-block",0
"58.12",0.00690893712777352,25,0.128712871287129,58,4,FALSE,"by-block",0
"58.13",0.00630408613435764,27,0.138613861386139,58,4,FALSE,"by-block",0
"58.14",0.00535547166138027,29,0.148514851485149,58,4,FALSE,"by-block",0
"59",0.0166285033126916,1,0.0099009900990099,59,4,FALSE,"by-block",0
"59.1",0.022826709571316,3,0.0198019801980198,59,4,FALSE,"by-block",0
"59.2",0.0230313157107167,5,0.0297029702970297,59,4,FALSE,"by-block",0
"59.3",0.0190179698139569,7,0.0396039603960396,59,4,FALSE,"by-block",0
"59.4",0.0137315615003655,9,0.0495049504950495,59,4,FALSE,"by-block",0
"59.5",0.0127573572714388,11,0.0594059405940594,59,4,FALSE,"by-block",0
"59.6",0.0115004848020865,13,0.0693069306930693,59,4,FALSE,"by-block",0
"59.7",0.0112614566606413,15,0.0792079207920792,59,4,FALSE,"by-block",0
"59.8",0.0115716926890986,17,0.0891089108910891,59,4,FALSE,"by-block",0
"59.9",0.0103119394057493,19,0.099009900990099,59,4,FALSE,"by-block",0
"59.10",0.00817388169782758,21,0.108910891089109,59,4,FALSE,"by-block",0
"59.11",0.00755962718385774,23,0.118811881188119,59,4,FALSE,"by-block",0
"59.12",0.00622935617448461,25,0.128712871287129,59,4,FALSE,"by-block",0
"59.13",0.00570724783655259,27,0.138613861386139,59,4,FALSE,"by-block",0
"59.14",0.00462519787763255,29,0.148514851485149,59,4,FALSE,"by-block",0
"60",0.0167587551994289,1,0.0099009900990099,60,4,FALSE,"by-block",0
"60.1",0.0231631466788632,3,0.0198019801980198,60,4,FALSE,"by-block",0
"60.2",0.0234710363607014,5,0.0297029702970297,60,4,FALSE,"by-block",0
"60.3",0.0192974098088012,7,0.0396039603960396,60,4,FALSE,"by-block",0
"60.4",0.0141205591608803,9,0.0495049504950495,60,4,FALSE,"by-block",0
"60.5",0.0127477753249879,11,0.0594059405940594,60,4,FALSE,"by-block",0
"60.6",0.0117627052586198,13,0.0693069306930693,60,4,FALSE,"by-block",0
"60.7",0.0114875410308601,15,0.0792079207920792,60,4,FALSE,"by-block",0
"60.8",0.0116645828799634,17,0.0891089108910891,60,4,FALSE,"by-block",0
"60.9",0.0108027072432719,19,0.099009900990099,60,4,FALSE,"by-block",0
"60.10",0.00845032463072353,21,0.108910891089109,60,4,FALSE,"by-block",0
"60.11",0.00786739712745702,23,0.118811881188119,60,4,FALSE,"by-block",0
"60.12",0.00670343262136134,25,0.128712871287129,60,4,FALSE,"by-block",0
"60.13",0.00604432957714867,27,0.138613861386139,60,4,FALSE,"by-block",0
"60.14",0.00525388202236027,29,0.148514851485149,60,4,FALSE,"by-block",0
