"","Mantel.local","Class.Index","P.value","run","Happy.type","Yard.diff","Neighbor.distance","Num.nursery","Mimicry","Constraint","Step"
"97.8",0.00813723949030427,17,0.0891089108910891,97,"equal-or-greater",0,9,4,TRUE,"off",67
"97.9",0.00715640992848679,19,0.099009900990099,97,"equal-or-greater",0,9,4,TRUE,"off",67
"97.10",0.0062993235798628,21,0.108910891089109,97,"equal-or-greater",0,9,4,TRUE,"off",67
"97.11",0.00478392078731703,23,0.118811881188119,97,"equal-or-greater",0,9,4,TRUE,"off",67
"97.12",0.00385986247256483,25,0.128712871287129,97,"equal-or-greater",0,9,4,TRUE,"off",67
"97.13",0.0026893005401344,27,0.138613861386139,97,"equal-or-greater",0,9,4,TRUE,"off",67
"97.14",0.00180595991311581,29,0.148514851485149,97,"equal-or-greater",0,9,4,TRUE,"off",67
"98",0.0063891127289812,1,0.0099009900990099,98,"equal-or-greater",0,9,4,TRUE,"off",64
"98.1",0.00976865530772283,3,0.0198019801980198,98,"equal-or-greater",0,9,4,TRUE,"off",64
"98.2",0.0116520748812638,5,0.0297029702970297,98,"equal-or-greater",0,9,4,TRUE,"off",64
"98.3",0.0119752180934113,7,0.0396039603960396,98,"equal-or-greater",0,9,4,TRUE,"off",64
"98.4",0.0127035582687141,9,0.0495049504950495,98,"equal-or-greater",0,9,4,TRUE,"off",64
"98.5",0.0121267353311364,11,0.0594059405940594,98,"equal-or-greater",0,9,4,TRUE,"off",64
"98.6",0.0121181182743344,13,0.0693069306930693,98,"equal-or-greater",0,9,4,TRUE,"off",64
"98.7",0.0108402701080771,15,0.0792079207920792,98,"equal-or-greater",0,9,4,TRUE,"off",64
"98.8",0.00970371883377311,17,0.0891089108910891,98,"equal-or-greater",0,9,4,TRUE,"off",64
"98.9",0.00854883181425039,19,0.099009900990099,98,"equal-or-greater",0,9,4,TRUE,"off",64
"98.10",0.00729097114445782,21,0.108910891089109,98,"equal-or-greater",0,9,4,TRUE,"off",64
"98.11",0.00561918725793465,23,0.118811881188119,98,"equal-or-greater",0,9,4,TRUE,"off",64
"98.12",0.00428118431549918,25,0.128712871287129,98,"equal-or-greater",0,9,4,TRUE,"off",64
"98.13",0.0028222658981522,27,0.138613861386139,98,"equal-or-greater",0,9,4,TRUE,"off",64
"98.14",0.00153368125374545,29,0.148514851485149,98,"equal-or-greater",0,9,4,TRUE,"off",64
"99",0.00455804393552685,1,0.0099009900990099,99,"equal-or-greater",0,9,4,TRUE,"off",99
"99.1",0.00661529468139513,3,0.0198019801980198,99,"equal-or-greater",0,9,4,TRUE,"off",99
"99.2",0.0077381702814267,5,0.0297029702970297,99,"equal-or-greater",0,9,4,TRUE,"off",99
"99.3",0.00805281231640433,7,0.0396039603960396,99,"equal-or-greater",0,9,4,TRUE,"off",99
"99.4",0.0085252275446563,9,0.0495049504950495,99,"equal-or-greater",0,9,4,TRUE,"off",99
"99.5",0.00880907594295826,11,0.0594059405940594,99,"equal-or-greater",0,9,4,TRUE,"off",99
"99.6",0.00889193631921429,13,0.0693069306930693,99,"equal-or-greater",0,9,4,TRUE,"off",99
"99.7",0.00838722443525857,15,0.0792079207920792,99,"equal-or-greater",0,9,4,TRUE,"off",99
"99.8",0.00799930983428081,17,0.0891089108910891,99,"equal-or-greater",0,9,4,TRUE,"off",99
"99.9",0.00774503212131576,19,0.099009900990099,99,"equal-or-greater",0,9,4,TRUE,"off",99
"99.10",0.00781291615515186,21,0.108910891089109,99,"equal-or-greater",0,9,4,TRUE,"off",99
"99.11",0.0067089205222485,23,0.118811881188119,99,"equal-or-greater",0,9,4,TRUE,"off",99
"99.12",0.00630993457456985,25,0.128712871287129,99,"equal-or-greater",0,9,4,TRUE,"off",99
"99.13",0.00524076029835929,27,0.138613861386139,99,"equal-or-greater",0,9,4,TRUE,"off",99
"99.14",0.00453099827739051,29,0.148514851485149,99,"equal-or-greater",0,9,4,TRUE,"off",99
"100",0.00549495192775415,1,0.0099009900990099,100,"equal-or-greater",0,9,4,TRUE,"off",99
"100.1",0.00838833861155869,3,0.0198019801980198,100,"equal-or-greater",0,9,4,TRUE,"off",99
"100.2",0.00981247238928167,5,0.0297029702970297,100,"equal-or-greater",0,9,4,TRUE,"off",99
"100.3",0.0101000442038845,7,0.0396039603960396,100,"equal-or-greater",0,9,4,TRUE,"off",99
"100.4",0.0108648910515334,9,0.0495049504950495,100,"equal-or-greater",0,9,4,TRUE,"off",99
"100.5",0.0110131479495549,11,0.0594059405940594,100,"equal-or-greater",0,9,4,TRUE,"off",99
"100.6",0.0111902321429539,13,0.0693069306930693,100,"equal-or-greater",0,9,4,TRUE,"off",99
"100.7",0.0103988273677355,15,0.0792079207920792,100,"equal-or-greater",0,9,4,TRUE,"off",99
"100.8",0.00960234881980403,17,0.0891089108910891,100,"equal-or-greater",0,9,4,TRUE,"off",99
"100.9",0.00906960050471785,19,0.099009900990099,100,"equal-or-greater",0,9,4,TRUE,"off",99
"100.10",0.0087107490844767,21,0.108910891089109,100,"equal-or-greater",0,9,4,TRUE,"off",99
"100.11",0.00748307456333131,23,0.118811881188119,100,"equal-or-greater",0,9,4,TRUE,"off",99
"100.12",0.00676369774627141,25,0.128712871287129,100,"equal-or-greater",0,9,4,TRUE,"off",99
"100.13",0.0056362336646393,27,0.138613861386139,100,"equal-or-greater",0,9,4,TRUE,"off",99
"100.14",0.00484703616963232,29,0.148514851485149,100,"equal-or-greater",0,9,4,TRUE,"off",99
"101",0.00190138391855557,1,0.0099009900990099,101,"equal-or-greater",0,9,4,TRUE,"random",23
"101.1",0.00286597781704083,3,0.0198019801980198,101,"equal-or-greater",0,9,4,TRUE,"random",23
"101.2",0.0034711705537487,5,0.0297029702970297,101,"equal-or-greater",0,9,4,TRUE,"random",23
"101.3",0.00347193061826086,7,0.0396039603960396,101,"equal-or-greater",0,9,4,TRUE,"random",23
"101.4",0.0035565905922618,9,0.0495049504950495,101,"equal-or-greater",0,9,4,TRUE,"random",23
"101.5",0.00323229553944182,11,0.0594059405940594,101,"equal-or-greater",0,9,4,TRUE,"random",23
"101.6",0.00317894952745604,13,0.0693069306930693,101,"equal-or-greater",0,9,4,TRUE,"random",23
"101.7",0.00283448900738063,15,0.0792079207920792,101,"equal-or-greater",0,9,4,TRUE,"random",23
"101.8",0.00240162810553934,17,0.0891089108910891,101,"equal-or-greater",0,9,4,TRUE,"random",23
"101.9",0.00232637635128768,19,0.099009900990099,101,"equal-or-greater",0,9,4,TRUE,"random",23
"101.10",0.00196466508593606,21,0.108910891089109,101,"equal-or-greater",0,9,4,TRUE,"random",23
"101.11",0.00151247989881554,23,0.118811881188119,101,"equal-or-greater",0,9,4,TRUE,"random",23
"101.12",0.00146932063464316,25,0.128712871287129,101,"equal-or-greater",0,9,4,TRUE,"random",23
"101.13",0.000964169115609791,27,0.138613861386139,101,"equal-or-greater",0,9,4,TRUE,"random",23
"101.14",0.000752746984691995,29,0.217821782178218,101,"equal-or-greater",0,9,4,TRUE,"random",23
"102",0.00234722744766787,1,0.0099009900990099,102,"equal-or-greater",0,9,4,TRUE,"random",20
"102.1",0.00356864088316375,3,0.0198019801980198,102,"equal-or-greater",0,9,4,TRUE,"random",20
"102.2",0.00404701233819333,5,0.0297029702970297,102,"equal-or-greater",0,9,4,TRUE,"random",20
"102.3",0.00388110311564896,7,0.0396039603960396,102,"equal-or-greater",0,9,4,TRUE,"random",20
"102.4",0.00376008003695084,9,0.0495049504950495,102,"equal-or-greater",0,9,4,TRUE,"random",20
"102.5",0.00329365494004715,11,0.0594059405940594,102,"equal-or-greater",0,9,4,TRUE,"random",20
"102.6",0.00325570358889009,13,0.0693069306930693,102,"equal-or-greater",0,9,4,TRUE,"random",20
"102.7",0.00288627874635789,15,0.0792079207920792,102,"equal-or-greater",0,9,4,TRUE,"random",20
"102.8",0.0023915968728328,17,0.0891089108910891,102,"equal-or-greater",0,9,4,TRUE,"random",20
"102.9",0.00219325056842772,19,0.099009900990099,102,"equal-or-greater",0,9,4,TRUE,"random",20
"102.10",0.00198765373222268,21,0.108910891089109,102,"equal-or-greater",0,9,4,TRUE,"random",20
"102.11",0.00189584511824139,23,0.118811881188119,102,"equal-or-greater",0,9,4,TRUE,"random",20
"102.12",0.00180466182715979,25,0.128712871287129,102,"equal-or-greater",0,9,4,TRUE,"random",20
"102.13",0.00163043983367662,27,0.138613861386139,102,"equal-or-greater",0,9,4,TRUE,"random",20
"102.14",0.0016688679776156,29,0.148514851485149,102,"equal-or-greater",0,9,4,TRUE,"random",20
"103",0.00190480732149478,1,0.0099009900990099,103,"equal-or-greater",0,9,4,TRUE,"random",20
"103.1",0.00250647460161672,3,0.0198019801980198,103,"equal-or-greater",0,9,4,TRUE,"random",20
"103.2",0.00273632079917845,5,0.0297029702970297,103,"equal-or-greater",0,9,4,TRUE,"random",20
"103.3",0.00256300009357784,7,0.0396039603960396,103,"equal-or-greater",0,9,4,TRUE,"random",20
"103.4",0.00229677362749794,9,0.0495049504950495,103,"equal-or-greater",0,9,4,TRUE,"random",20
"103.5",0.00197182768881782,11,0.0594059405940594,103,"equal-or-greater",0,9,4,TRUE,"random",20
"103.6",0.00157316138979246,13,0.0693069306930693,103,"equal-or-greater",0,9,4,TRUE,"random",20
"103.7",0.000949526537272794,15,0.0792079207920792,103,"equal-or-greater",0,9,4,TRUE,"random",20
"103.8",0.000818947294499857,17,0.0891089108910891,103,"equal-or-greater",0,9,4,TRUE,"random",20
"103.9",0.000395522846507586,19,0.168316831683168,103,"equal-or-greater",0,9,4,TRUE,"random",20
"103.10",0.000393645344544424,21,0.336633663366337,103,"equal-or-greater",0,9,4,TRUE,"random",20
"103.11",0.000111866531551339,23,0.504950495049505,103,"equal-or-greater",0,9,4,TRUE,"random",20
"103.12",-4.25164919240794e-05,25,0.910891089108911,103,"equal-or-greater",0,9,4,TRUE,"random",20
"103.13",-0.000114926598036432,27,1,103,"equal-or-greater",0,9,4,TRUE,"random",20
"103.14",-0.000377045613089725,29,1,103,"equal-or-greater",0,9,4,TRUE,"random",20
"104",0.00194693216753192,1,0.0099009900990099,104,"equal-or-greater",0,9,4,TRUE,"random",20
"104.1",0.00260441785274142,3,0.0198019801980198,104,"equal-or-greater",0,9,4,TRUE,"random",20
"104.2",0.00308365062163142,5,0.0297029702970297,104,"equal-or-greater",0,9,4,TRUE,"random",20
"104.3",0.00312316540599651,7,0.0396039603960396,104,"equal-or-greater",0,9,4,TRUE,"random",20
"104.4",0.00294290229425178,9,0.0495049504950495,104,"equal-or-greater",0,9,4,TRUE,"random",20
"104.5",0.00237189460674343,11,0.0594059405940594,104,"equal-or-greater",0,9,4,TRUE,"random",20
"104.6",0.00210428302972632,13,0.0693069306930693,104,"equal-or-greater",0,9,4,TRUE,"random",20
"104.7",0.00177366970912525,15,0.0792079207920792,104,"equal-or-greater",0,9,4,TRUE,"random",20
"104.8",0.00133724439935357,17,0.0891089108910891,104,"equal-or-greater",0,9,4,TRUE,"random",20
"104.9",0.00120114382517212,19,0.099009900990099,104,"equal-or-greater",0,9,4,TRUE,"random",20
"104.10",0.000981626015628366,21,0.108910891089109,104,"equal-or-greater",0,9,4,TRUE,"random",20
"104.11",0.000724814528289559,23,0.118811881188119,104,"equal-or-greater",0,9,4,TRUE,"random",20
"104.12",0.000424756425882561,25,0.217821782178218,104,"equal-or-greater",0,9,4,TRUE,"random",20
"104.13",0.000453186671798208,27,0.435643564356436,104,"equal-or-greater",0,9,4,TRUE,"random",20
"104.14",0.000133625924458898,29,0.653465346534653,104,"equal-or-greater",0,9,4,TRUE,"random",20
"105",0.00243068748988084,1,0.0099009900990099,105,"equal-or-greater",0,9,4,TRUE,"random",28
"105.1",0.00334398220007311,3,0.0198019801980198,105,"equal-or-greater",0,9,4,TRUE,"random",28
"105.2",0.00377681079743198,5,0.0297029702970297,105,"equal-or-greater",0,9,4,TRUE,"random",28
"105.3",0.0038296681517982,7,0.0396039603960396,105,"equal-or-greater",0,9,4,TRUE,"random",28
"105.4",0.00401184516861724,9,0.0495049504950495,105,"equal-or-greater",0,9,4,TRUE,"random",28
"105.5",0.00364597807761999,11,0.0594059405940594,105,"equal-or-greater",0,9,4,TRUE,"random",28
"105.6",0.0032997848768893,13,0.0693069306930693,105,"equal-or-greater",0,9,4,TRUE,"random",28
"105.7",0.00301801984397437,15,0.0792079207920792,105,"equal-or-greater",0,9,4,TRUE,"random",28
"105.8",0.00253433361302857,17,0.0891089108910891,105,"equal-or-greater",0,9,4,TRUE,"random",28
"105.9",0.00216232757244866,19,0.099009900990099,105,"equal-or-greater",0,9,4,TRUE,"random",28
"105.10",0.00202173739665331,21,0.108910891089109,105,"equal-or-greater",0,9,4,TRUE,"random",28
"105.11",0.00171418964028527,23,0.118811881188119,105,"equal-or-greater",0,9,4,TRUE,"random",28
"105.12",0.00148782200194749,25,0.128712871287129,105,"equal-or-greater",0,9,4,TRUE,"random",28
"105.13",0.00126287795203627,27,0.138613861386139,105,"equal-or-greater",0,9,4,TRUE,"random",28
"105.14",0.00107495212780329,29,0.148514851485149,105,"equal-or-greater",0,9,4,TRUE,"random",28
"106",0.00192608065711382,1,0.0099009900990099,106,"equal-or-greater",0,9,4,TRUE,"random",21
"106.1",0.00256036702086695,3,0.0198019801980198,106,"equal-or-greater",0,9,4,TRUE,"random",21
"106.2",0.0030214272963582,5,0.0297029702970297,106,"equal-or-greater",0,9,4,TRUE,"random",21
"106.3",0.00315338025685472,7,0.0396039603960396,106,"equal-or-greater",0,9,4,TRUE,"random",21
"106.4",0.00341479224842292,9,0.0495049504950495,106,"equal-or-greater",0,9,4,TRUE,"random",21
"106.5",0.00280490464557861,11,0.0594059405940594,106,"equal-or-greater",0,9,4,TRUE,"random",21
"106.6",0.00272112330180491,13,0.0693069306930693,106,"equal-or-greater",0,9,4,TRUE,"random",21
"106.7",0.00223375782349475,15,0.0792079207920792,106,"equal-or-greater",0,9,4,TRUE,"random",21
"106.8",0.00208033849793606,17,0.0891089108910891,106,"equal-or-greater",0,9,4,TRUE,"random",21
"106.9",0.00192442589906375,19,0.099009900990099,106,"equal-or-greater",0,9,4,TRUE,"random",21
"106.10",0.00165047884972899,21,0.108910891089109,106,"equal-or-greater",0,9,4,TRUE,"random",21
"106.11",0.00133246945292646,23,0.118811881188119,106,"equal-or-greater",0,9,4,TRUE,"random",21
"106.12",0.00127149575141224,25,0.128712871287129,106,"equal-or-greater",0,9,4,TRUE,"random",21
"106.13",0.00112237470936745,27,0.138613861386139,106,"equal-or-greater",0,9,4,TRUE,"random",21
"106.14",0.00102830647969145,29,0.148514851485149,106,"equal-or-greater",0,9,4,TRUE,"random",21
"107",0.00199042932795055,1,0.0099009900990099,107,"equal-or-greater",0,9,4,TRUE,"random",18
"107.1",0.00275793931524414,3,0.0198019801980198,107,"equal-or-greater",0,9,4,TRUE,"random",18
"107.2",0.00315953028868864,5,0.0297029702970297,107,"equal-or-greater",0,9,4,TRUE,"random",18
"107.3",0.00305476174936123,7,0.0396039603960396,107,"equal-or-greater",0,9,4,TRUE,"random",18
"107.4",0.00297974692748627,9,0.0495049504950495,107,"equal-or-greater",0,9,4,TRUE,"random",18
"107.5",0.00278841842129609,11,0.0594059405940594,107,"equal-or-greater",0,9,4,TRUE,"random",18
"107.6",0.00259219393163883,13,0.0693069306930693,107,"equal-or-greater",0,9,4,TRUE,"random",18
"107.7",0.00218739069999907,15,0.0792079207920792,107,"equal-or-greater",0,9,4,TRUE,"random",18
"107.8",0.00195964045239913,17,0.0891089108910891,107,"equal-or-greater",0,9,4,TRUE,"random",18
"107.9",0.00215529510669787,19,0.099009900990099,107,"equal-or-greater",0,9,4,TRUE,"random",18
"107.10",0.00213329869782796,21,0.108910891089109,107,"equal-or-greater",0,9,4,TRUE,"random",18
"107.11",0.00205929824477546,23,0.118811881188119,107,"equal-or-greater",0,9,4,TRUE,"random",18
"107.12",0.00206970482476742,25,0.128712871287129,107,"equal-or-greater",0,9,4,TRUE,"random",18
"107.13",0.00185781440369374,27,0.138613861386139,107,"equal-or-greater",0,9,4,TRUE,"random",18
"107.14",0.00185993423173706,29,0.148514851485149,107,"equal-or-greater",0,9,4,TRUE,"random",18
"108",0.00159561621478679,1,0.0099009900990099,108,"equal-or-greater",0,9,4,TRUE,"random",29
"108.1",0.00223011489899745,3,0.0198019801980198,108,"equal-or-greater",0,9,4,TRUE,"random",29
"108.2",0.00253018648345235,5,0.0297029702970297,108,"equal-or-greater",0,9,4,TRUE,"random",29
"108.3",0.00237853542070485,7,0.0396039603960396,108,"equal-or-greater",0,9,4,TRUE,"random",29
"108.4",0.00228315728151589,9,0.0495049504950495,108,"equal-or-greater",0,9,4,TRUE,"random",29
"108.5",0.00181853208660428,11,0.0594059405940594,108,"equal-or-greater",0,9,4,TRUE,"random",29
"108.6",0.00180290308733094,13,0.0693069306930693,108,"equal-or-greater",0,9,4,TRUE,"random",29
"108.7",0.00144452599525477,15,0.0792079207920792,108,"equal-or-greater",0,9,4,TRUE,"random",29
"108.8",0.00129619496485078,17,0.0891089108910891,108,"equal-or-greater",0,9,4,TRUE,"random",29
"108.9",0.00112919508424282,19,0.099009900990099,108,"equal-or-greater",0,9,4,TRUE,"random",29
"108.10",0.00112606594001932,21,0.108910891089109,108,"equal-or-greater",0,9,4,TRUE,"random",29
"108.11",0.000842915558969307,23,0.118811881188119,108,"equal-or-greater",0,9,4,TRUE,"random",29
"108.12",0.000795825528640285,25,0.178217821782178,108,"equal-or-greater",0,9,4,TRUE,"random",29
"108.13",0.00064868404851521,27,0.267326732673267,108,"equal-or-greater",0,9,4,TRUE,"random",29
"108.14",0.000600401113733693,29,0.386138613861386,108,"equal-or-greater",0,9,4,TRUE,"random",29
"109",0.00144617123836557,1,0.0099009900990099,109,"equal-or-greater",0,9,4,TRUE,"random",10
"109.1",0.0020930993396977,3,0.0198019801980198,109,"equal-or-greater",0,9,4,TRUE,"random",10
"109.2",0.00241471034265806,5,0.0297029702970297,109,"equal-or-greater",0,9,4,TRUE,"random",10
"109.3",0.00222064874264531,7,0.0396039603960396,109,"equal-or-greater",0,9,4,TRUE,"random",10
"109.4",0.00199041499255935,9,0.0495049504950495,109,"equal-or-greater",0,9,4,TRUE,"random",10
"109.5",0.00180896458745421,11,0.0594059405940594,109,"equal-or-greater",0,9,4,TRUE,"random",10
"109.6",0.00135506870411239,13,0.0693069306930693,109,"equal-or-greater",0,9,4,TRUE,"random",10
"109.7",0.00111862476148005,15,0.0792079207920792,109,"equal-or-greater",0,9,4,TRUE,"random",10
"109.8",0.000742895344555176,17,0.0891089108910891,109,"equal-or-greater",0,9,4,TRUE,"random",10
"109.9",0.000665728975501146,19,0.099009900990099,109,"equal-or-greater",0,9,4,TRUE,"random",10
"109.10",0.000750278548111781,21,0.138613861386139,109,"equal-or-greater",0,9,4,TRUE,"random",10
"109.11",0.000417375733110664,23,0.257425742574257,109,"equal-or-greater",0,9,4,TRUE,"random",10
"109.12",0.000514843318576437,25,0.415841584158416,109,"equal-or-greater",0,9,4,TRUE,"random",10
"109.13",0.000733065482950006,27,0.346534653465347,109,"equal-or-greater",0,9,4,TRUE,"random",10
"109.14",0.000734342029200142,29,0.415841584158416,109,"equal-or-greater",0,9,4,TRUE,"random",10
"110",0.00204289201829475,1,0.0099009900990099,110,"equal-or-greater",0,9,4,TRUE,"random",23
"110.1",0.0027004081434158,3,0.0198019801980198,110,"equal-or-greater",0,9,4,TRUE,"random",23
"110.2",0.00304787121310653,5,0.0297029702970297,110,"equal-or-greater",0,9,4,TRUE,"random",23
"110.3",0.00285467884934644,7,0.0396039603960396,110,"equal-or-greater",0,9,4,TRUE,"random",23
"110.4",0.00246119912471757,9,0.0495049504950495,110,"equal-or-greater",0,9,4,TRUE,"random",23
"110.5",0.00217701866707498,11,0.0594059405940594,110,"equal-or-greater",0,9,4,TRUE,"random",23
"110.6",0.00187945297291317,13,0.0693069306930693,110,"equal-or-greater",0,9,4,TRUE,"random",23
"110.7",0.00146624829293192,15,0.0792079207920792,110,"equal-or-greater",0,9,4,TRUE,"random",23
"110.8",0.00110083865877119,17,0.0891089108910891,110,"equal-or-greater",0,9,4,TRUE,"random",23
"110.9",0.00080432758342684,19,0.099009900990099,110,"equal-or-greater",0,9,4,TRUE,"random",23
"110.10",0.00089752192192249,21,0.158415841584158,110,"equal-or-greater",0,9,4,TRUE,"random",23
"110.11",0.000441663845876386,23,0.237623762376238,110,"equal-or-greater",0,9,4,TRUE,"random",23
"110.12",0.000323847270498167,25,0.435643564356436,110,"equal-or-greater",0,9,4,TRUE,"random",23
"110.13",4.5502374693184e-05,27,0.653465346534653,110,"equal-or-greater",0,9,4,TRUE,"random",23
"110.14",9.14864452925342e-05,29,0.920792079207921,110,"equal-or-greater",0,9,4,TRUE,"random",23
"111",0.0109116373506895,1,0.0099009900990099,111,"equal-or-greater",0,9,4,TRUE,"by-block",64
"111.1",0.0173845076184203,3,0.0198019801980198,111,"equal-or-greater",0,9,4,TRUE,"by-block",64
"111.2",0.0215181308969134,5,0.0297029702970297,111,"equal-or-greater",0,9,4,TRUE,"by-block",64
"111.3",0.0232141839370114,7,0.0396039603960396,111,"equal-or-greater",0,9,4,TRUE,"by-block",64
"111.4",0.0258247931870995,9,0.0495049504950495,111,"equal-or-greater",0,9,4,TRUE,"by-block",64
"111.5",0.0255859010038781,11,0.0594059405940594,111,"equal-or-greater",0,9,4,TRUE,"by-block",64
"111.6",0.0275043776419129,13,0.0693069306930693,111,"equal-or-greater",0,9,4,TRUE,"by-block",64
"111.7",0.0264024623712741,15,0.0792079207920792,111,"equal-or-greater",0,9,4,TRUE,"by-block",64
"111.8",0.0261565749224043,17,0.0891089108910891,111,"equal-or-greater",0,9,4,TRUE,"by-block",64
"111.9",0.0261153611283282,19,0.099009900990099,111,"equal-or-greater",0,9,4,TRUE,"by-block",64
"111.10",0.0252235117769799,21,0.108910891089109,111,"equal-or-greater",0,9,4,TRUE,"by-block",64
"111.11",0.0233088206520439,23,0.118811881188119,111,"equal-or-greater",0,9,4,TRUE,"by-block",64
"111.12",0.0228627958503428,25,0.128712871287129,111,"equal-or-greater",0,9,4,TRUE,"by-block",64
"111.13",0.0208079984836555,27,0.138613861386139,111,"equal-or-greater",0,9,4,TRUE,"by-block",64
"111.14",0.0196924780527555,29,0.148514851485149,111,"equal-or-greater",0,9,4,TRUE,"by-block",64
"112",0.0115984022921516,1,0.0099009900990099,112,"equal-or-greater",0,9,4,TRUE,"by-block",79
"112.1",0.0187652998633409,3,0.0198019801980198,112,"equal-or-greater",0,9,4,TRUE,"by-block",79
"112.2",0.0236587015440405,5,0.0297029702970297,112,"equal-or-greater",0,9,4,TRUE,"by-block",79
"112.3",0.0257284347204222,7,0.0396039603960396,112,"equal-or-greater",0,9,4,TRUE,"by-block",79
"112.4",0.029273221207531,9,0.0495049504950495,112,"equal-or-greater",0,9,4,TRUE,"by-block",79
"112.5",0.0287537503675281,11,0.0594059405940594,112,"equal-or-greater",0,9,4,TRUE,"by-block",79
"112.6",0.031383288635693,13,0.0693069306930693,112,"equal-or-greater",0,9,4,TRUE,"by-block",79
"112.7",0.0303291873868552,15,0.0792079207920792,112,"equal-or-greater",0,9,4,TRUE,"by-block",79
"112.8",0.0300843870857515,17,0.0891089108910891,112,"equal-or-greater",0,9,4,TRUE,"by-block",79
"112.9",0.0302410308955748,19,0.099009900990099,112,"equal-or-greater",0,9,4,TRUE,"by-block",79
"112.10",0.0288843033596373,21,0.108910891089109,112,"equal-or-greater",0,9,4,TRUE,"by-block",79
"112.11",0.0269130720304088,23,0.118811881188119,112,"equal-or-greater",0,9,4,TRUE,"by-block",79
"112.12",0.026642736527354,25,0.128712871287129,112,"equal-or-greater",0,9,4,TRUE,"by-block",79
"112.13",0.0241470598218424,27,0.138613861386139,112,"equal-or-greater",0,9,4,TRUE,"by-block",79
"112.14",0.0227130348406865,29,0.148514851485149,112,"equal-or-greater",0,9,4,TRUE,"by-block",79
"113",0.0125757661025806,1,0.0099009900990099,113,"equal-or-greater",0,9,4,TRUE,"by-block",93
"113.1",0.0205886084765341,3,0.0198019801980198,113,"equal-or-greater",0,9,4,TRUE,"by-block",93
"113.2",0.026264183673615,5,0.0297029702970297,113,"equal-or-greater",0,9,4,TRUE,"by-block",93
"113.3",0.0285148394750778,7,0.0396039603960396,113,"equal-or-greater",0,9,4,TRUE,"by-block",93
"113.4",0.0321542876675438,9,0.0495049504950495,113,"equal-or-greater",0,9,4,TRUE,"by-block",93
"113.5",0.0314017107277938,11,0.0594059405940594,113,"equal-or-greater",0,9,4,TRUE,"by-block",93
"113.6",0.0344892127308996,13,0.0693069306930693,113,"equal-or-greater",0,9,4,TRUE,"by-block",93
"113.7",0.0332865185060298,15,0.0792079207920792,113,"equal-or-greater",0,9,4,TRUE,"by-block",93
"113.8",0.0331134466604091,17,0.0891089108910891,113,"equal-or-greater",0,9,4,TRUE,"by-block",93
"113.9",0.0334005337014727,19,0.099009900990099,113,"equal-or-greater",0,9,4,TRUE,"by-block",93
"113.10",0.0321191447982588,21,0.108910891089109,113,"equal-or-greater",0,9,4,TRUE,"by-block",93
"113.11",0.0303847331280438,23,0.118811881188119,113,"equal-or-greater",0,9,4,TRUE,"by-block",93
"113.12",0.0303336062004732,25,0.128712871287129,113,"equal-or-greater",0,9,4,TRUE,"by-block",93
"113.13",0.0279279350801636,27,0.138613861386139,113,"equal-or-greater",0,9,4,TRUE,"by-block",93
"113.14",0.0268824196612262,29,0.148514851485149,113,"equal-or-greater",0,9,4,TRUE,"by-block",93
"114",0.0121373366643843,1,0.0099009900990099,114,"equal-or-greater",0,9,4,TRUE,"by-block",99
"114.1",0.0197013720246166,3,0.0198019801980198,114,"equal-or-greater",0,9,4,TRUE,"by-block",99
"114.2",0.0251329341246992,5,0.0297029702970297,114,"equal-or-greater",0,9,4,TRUE,"by-block",99
"114.3",0.0274798177162302,7,0.0396039603960396,114,"equal-or-greater",0,9,4,TRUE,"by-block",99
"114.4",0.0312852218127559,9,0.0495049504950495,114,"equal-or-greater",0,9,4,TRUE,"by-block",99
"114.5",0.0310372245211766,11,0.0594059405940594,114,"equal-or-greater",0,9,4,TRUE,"by-block",99
"114.6",0.0344223876159363,13,0.0693069306930693,114,"equal-or-greater",0,9,4,TRUE,"by-block",99
"114.7",0.0337565709640568,15,0.0792079207920792,114,"equal-or-greater",0,9,4,TRUE,"by-block",99
"114.8",0.0342689989836796,17,0.0891089108910891,114,"equal-or-greater",0,9,4,TRUE,"by-block",99
"114.9",0.0349340037454386,19,0.099009900990099,114,"equal-or-greater",0,9,4,TRUE,"by-block",99
"114.10",0.0339834992054973,21,0.108910891089109,114,"equal-or-greater",0,9,4,TRUE,"by-block",99
"114.11",0.0324087554167715,23,0.118811881188119,114,"equal-or-greater",0,9,4,TRUE,"by-block",99
"114.12",0.0326731690567195,25,0.128712871287129,114,"equal-or-greater",0,9,4,TRUE,"by-block",99
"114.13",0.0303713731280562,27,0.138613861386139,114,"equal-or-greater",0,9,4,TRUE,"by-block",99
"114.14",0.0293526462353474,29,0.148514851485149,114,"equal-or-greater",0,9,4,TRUE,"by-block",99
"115",0.0106234866521209,1,0.0099009900990099,115,"equal-or-greater",0,9,4,TRUE,"by-block",78
"115.1",0.0174231369523727,3,0.0198019801980198,115,"equal-or-greater",0,9,4,TRUE,"by-block",78
"115.2",0.0222162902263674,5,0.0297029702970297,115,"equal-or-greater",0,9,4,TRUE,"by-block",78
"115.3",0.024540285665336,7,0.0396039603960396,115,"equal-or-greater",0,9,4,TRUE,"by-block",78
"115.4",0.0280711845493504,9,0.0495049504950495,115,"equal-or-greater",0,9,4,TRUE,"by-block",78
"115.5",0.0277769140005059,11,0.0594059405940594,115,"equal-or-greater",0,9,4,TRUE,"by-block",78
